original_sentence,summary,level,FRE,performance
"anymore where everything is visible, right? So this type of.|",Is everything visible? This is common.|,1,48.690000000000026,0
"anymore where everything is visible, right? So this type of.|","In the age of visibility, is this common?||",2,61.24000000000001,0
"anymore where everything is visible, right? So this type of.|","In our visible world, is this a common trend?||",3,75.50000000000003,0
"anymore where everything is visible, right? So this type of.|",Is everything visible now? This trend is quite common.|,4,70.66750000000002,0
"anymore where everything is visible, right? So this type of.|","Today, everything is visible. This is a common trend.|",5,61.26750000000001,0
"anymore where everything is visible, right? So this type of.|","Nowadays, everything is seen. This trend is common.|",6,65.30000000000001,1
"anymore where everything is visible, right? So this type of.|","Today, everything is visible. This trend is common.|",7,54.72500000000002,0
"anymore where everything is visible, right? So this type of.|",Everything is visible now. It's a common trend.|,8,65.30000000000001,0
"anymore where everything is visible, right? So this type of.|",Everything is visible now. It's common.|,9,48.690000000000026,0
"software, when you run them in open environments, you face.",Running software in open environments presents challenges.,1,6.35857142857148,0
"software, when you run them in open environments, you face.",Operating software in open environments is complex.,2,6.35857142857148,0
"software, when you run them in open environments, you face.",Running software in open settings poses issues.,3,42.61571428571432,0
"software, when you run them in open environments, you face.",Running software in open environments can be tough.,4,50.66500000000002,0
"software, when you run them in open environments, you face.",Software run in open environments can be challenging.,5,40.09,0
"software, when you run them in open environments, you face.",Running software in public environments can be challenging.,6,29.515000000000015,0
"software, when you run them in open environments, you face.",Running software in open areas presents challenges.,7,18.44428571428574,0
"software, when you run them in open environments, you face.",Open environments make running software harder.,8,31.545000000000016,0
"software, when you run them in open environments, you face.",Running software in open areas is tough.,9,54.70142857142861,0
"That when you have nonfrontal faces and partial occlusions, they.|","Faces turn away or get blocked, problems arise.|",2,61.24000000000001,0
"That when you have nonfrontal faces and partial occlusions, they.|","When faces are not frontal or blocked, issues occur.|",4,66.10000000000002,0
"That when you have nonfrontal faces and partial occlusions, they.|",Faces turned away or blocked pose problems.|,1,78.87285714285717,0
might not work as well as we would like.,Performance may not meet expectations.,1,32.56000000000003,0
might not work as well as we would like.,It may not work according to our expectations.,2,50.66500000000002,0
might not work as well as we would like.,The outcome may not be what we desire.,3,92.965,0
might not work as well as we would like.,The results might not be satisfactory.,4,45.64500000000001,1
might not work as well as we would like.,It might not perform as we hoped.,5,90.95857142857145,0
might not work as well as we would like.,It may not work as we hope.,6,115.13000000000002,0
might not work as well as we would like.,Might not work as we hope.,7,116.14500000000001,0
might not work as well as we would like.,Might not perform well.,8,97.025,0
might not work as well as we would like.,Might not work well.,9,118.17500000000001,0
might not work as well as we would like.,Might not work.,1,119.19000000000003,0
problems. So here we have another example. Here is a.,Complications are here again.,1,33.57500000000002,0
problems. So here we have another example. Here is a.,There are more issues now.,2,100.24000000000002,0
problems. So here we have another example. Here is a.,We see another issue.,3,54.72500000000002,0
problems. So here we have another example. Here is a.,Here is another problem.,4,54.72500000000002,0
problems. So here we have another example. Here is a.,"Here, another problem appears.",5,33.57500000000002,0
problems. So here we have another example. Here is a.,There is another example now.,6,49.48000000000002,0
problems. So here we have another example. Here is a.,We face another example here.,7,49.48000000000002,0
problems. So here we have another example. Here is a.,Here is another instance now.,8,66.40000000000003,0
problems. So here we have another example. Here is a.,Here is one more example.,9,83.32000000000004,0
"face. If we run the software, it says, you see.","The software says ""you see"" when run.",9,103.04428571428575,0
"face. If we run the software, it says, you see.","When we run the program, it displays ""you see.""",8,94.30000000000001,0
"face. If we run the software, it says, you see.","The program outputs ""you see"" when executed.",7,54.70142857142861,0
"face. If we run the software, it says, you see.","Executing the software results in the message ""you see.""",6,56.70000000000002,0
"face. If we run the software, it says, you see.","Running the software will make it say ""you see.""",5,94.30000000000001,0
"face. If we run the software, it says, you see.","Upon running the software, the message ""you see"" is displayed.",4,69.78500000000001,0
"face. If we run the software, it says, you see.","If we execute the software, it will show the phrase ""you see.""",3,88.905,0
"face. If we run the software, it says, you see.","The program states ""you see"" when it is executed by the user.",2,74.805,0
"face. If we run the software, it says, you see.","When the software is operated, it produces the following output: ""you see.""",1,46.60500000000002,0
surprise. The mouth is open. So it's detecting perfectly well.,This is a shock. The mouth is open. It is sensing correctly.,1,97.025,0
surprise. The mouth is open. So it's detecting perfectly well.,The surprise is evident. The mouth is open. It detects well.,2,80.0587878787879,0
surprise. The mouth is open. So it's detecting perfectly well.,This is a surprise. The mouth opens. It detects accurately.,3,76.55166666666669,0
surprise. The mouth is open. So it's detecting perfectly well.,Surprise is shown. The mouth is open. It detects well.,4,93.47166666666669,0
surprise. The mouth is open. So it's detecting perfectly well.,The surprise is clear. Mouth is open. It detects precisely.,5,85.0116666666667,0
surprise. The mouth is open. So it's detecting perfectly well.,"Surprise! The mouth opens, detecting accurately.",6,34.59000000000003,0
surprise. The mouth is open. So it's detecting perfectly well.,"This is surprising. Mouth opens, detecting perfectly.",7,34.08250000000001,0
surprise. The mouth is open. So it's detecting perfectly well.,It is a surprise with mouth open and detects well.,8,86.70500000000001,1
surprise. The mouth is open. So it's detecting perfectly well.,Surprise! The mouth is open and detects fine.,9,86.45000000000002,0
a very prototypical expression of surprise. But when we look.,an extremely classic way to show surprise. Yet when we examine.,1,70.50704545454548,0
a very prototypical expression of surprise. But when we look.,"a standard reaction of surprise. However, upon inspection.",2,23.00000000000003,1
a very prototypical expression of surprise. But when we look.,"a typical show of surprise. Yet, when we observe.",3,80.06750000000002,0
a very prototypical expression of surprise. But when we look.,"a usual response of astonishment. Still, when we view.",4,61.26750000000001,0
a very prototypical expression of surprise. But when we look.,a common sign of surprise. But if we consider.,5,80.06750000000002,0
a very prototypical expression of surprise. But when we look.,a usual sign of surprise. And if we inspect.,6,80.06750000000002,0
a very prototypical expression of surprise. But when we look.,a typical sign of surprise. If we check.,7,86.45000000000002,0
a very prototypical expression of surprise. But when we look.,a common expression of surprise. When we look.,8,75.87500000000001,0
a very prototypical expression of surprise. But when we look.,a usual expression of surprise. We look.,9,58.25392857142859,0
"at the context, we realize that it's not surprise, right?","Within the context, we realize this is unsurprising, right?",1,56.70000000000002,0
"at the context, we realize that it's not surprise, right?","In this context, it's clear we are not surprised, correct?",2,86.70500000000001,0
"at the context, we realize that it's not surprise, right?","Given the context, it's clear we are not surprised, right?",4,86.70500000000001,0
"So the thing is that this kit, we see a.",.,1,205.82000000000002,0
Facial expression here but has nothing to do with the.,The facial expression is irrelevant to the subject.,2,40.09,0
Facial expression here but has nothing to do with the.,Facial expressions here are unrelated to the topic.,3,40.09,0
Facial expression here but has nothing to do with the.,"Here, facial expressions have no relevance.",6,45.64500000000001,0
Facial expression here but has nothing to do with the.,Facial expressions here are not relevant.,7,45.64500000000001,0
"emotion, it's related to the action he is performing.",The action he is performing relates to his emotion.,1,56.70000000000002,0
"emotion, it's related to the action he is performing.",His action ties to his emotion.,2,73.84500000000001,0
"emotion, it's related to the action he is performing.",His emotion connects to the action he takes.,3,71.81500000000001,0
"emotion, it's related to the action he is performing.",The emotion is linked to the action he is doing.,4,78.24500000000002,0
"emotion, it's related to the action he is performing.",His emotion has a connection to the action he does.,5,69.78500000000001,0
"emotion, it's related to the action he is performing.",His emotion influences the action he performs.,6,30.53000000000003,0
"emotion, it's related to the action he is performing.",His emotion impacts the action he takes.,7,66.7871428571429,0
"emotion, it's related to the action he is performing.",His action is tied to his emotion.,8,78.87285714285717,0
"emotion, it's related to the action he is performing.",His action links to his emotion.,9,73.84500000000001,0
"emotion, it's related to the action he is performing.",His feeling links to his action.,1,87.94500000000002,0
Some of our facial expressions have nothing to do with.,Certain facial expressions do not relate to.,2,54.70142857142861,0
Some of our facial expressions have nothing to do with.,Some faces we make are not linked to.,3,103.54,0
Some of our facial expressions have nothing to do with.,Various facial expressions lack connection to.,4,17.44500000000002,0
Some of our facial expressions have nothing to do with.,Some facial expressions do not connect with.,6,66.7871428571429,1
Some of our facial expressions have nothing to do with.,Sometimes facial expressions have no link to.,7,66.7871428571429,0
Some of our facial expressions have nothing to do with.,Some facial expressions do not link to.,8,78.87285714285717,0
"Our emotions but with other things. For instance, when you.",Our emotions are influenced by things. Example: when you feel them.,1,62.81613636363636,0
"Our emotions but with other things. For instance, when you.","Our feelings are affected by things. For example, when you feel it.",2,73.84500000000001,0
"Our emotions but with other things. For instance, when you.","Various aspects can influence our emotions. For example, when you react.",3,32.05250000000001,1
"Our emotions but with other things. For instance, when you.","Different elements can affect our moods. For example, when you interact.",4,39.7434090909091,0
"Our emotions but with other things. For instance, when you.","Many factors can influence emotions. For example, when you respond to them.",5,52.69500000000002,1
"Our emotions but with other things. For instance, when you.","Many elements affect our feelings. For example, when you perceive things.",6,47.434318181818185,0
"Our emotions but with other things. For instance, when you.","Our moods can be influenced by various factors. For instance, when you sense changes.",7,66.7871428571429,0
"Our emotions but with other things. For instance, when you.","Various factors impact our emotions. For example, when you detect differences.",8,16.670681818181833,0
"Our emotions but with other things. For instance, when you.","Many things affect our feelings. For example, when you sense shifts.",9,70.50704545454548,0
"When you talk, you change a lot your facial expression.",Speaking alters many of your facial expressions.,1,42.61571428571432,0
"When you talk, you change a lot your facial expression.","During speech, you significantly change facial expressions.",2,18.44428571428574,0
"When you talk, you change a lot your facial expression.",Talking leads to varied facial expressions.,3,45.64500000000001,0
"When you talk, you change a lot your facial expression.",Speaking often modifies your facial expressions.,4,17.44500000000002,0
"When you talk, you change a lot your facial expression.",Speech often involves changing facial expressions.,5,31.545000000000016,0
"When you talk, you change a lot your facial expression.",Many facial expressions change during speech.,6,45.64500000000001,0
"When you talk, you change a lot your facial expression.",Speaking results in altering facial expressions.,7,17.44500000000002,0
"When you talk, you change a lot your facial expression.",Facial expressions change as you speak.,8,73.84500000000001,0
"When you talk, you change a lot your facial expression.",Speak and your facial expressions change.,9,73.84500000000001,0
nothing to do with your emotion. And another difficulty is.|,Your feelings are unrelated; another challenge is.|,1,30.53000000000003,0
nothing to do with your emotion. And another difficulty is.|,"Emotions are irrelevant, and another problem is.|",2,18.44428571428574,0
nothing to do with your emotion. And another difficulty is.|,Emotions are irrelevant; a further difficulty is.|,7,6.35857142857148,0
nothing to do with your emotion. And another difficulty is.|,"Emotions aren't involved, and another challenge is.|",8,30.53000000000003,0
giving the correct emotional meaning to an isolated facial expression.,Determining the precise emotion behind a detached facial expression.,1,9.700000000000017,0
giving the correct emotional meaning to an isolated facial expression.,Identifying the right emotion in an alone facial expression.,2,19.100000000000023,0
giving the correct emotional meaning to an isolated facial expression.,Assigning the correct emotion to a single facial expression.,3,28.50000000000003,0
giving the correct emotional meaning to an isolated facial expression.,Understanding the proper emotion from an isolated facial expression.,4,0.30000000000001137,0
giving the correct emotional meaning to an isolated facial expression.,Accurately identifying emotional meanings from detached facial expressions.,5,-44.50999999999999,0
giving the correct emotional meaning to an isolated facial expression.,Correctly reading emotions in an individual facial expression.,6,-12.784999999999997,0
giving the correct emotional meaning to an isolated facial expression.,Correctly identifying the emotion of a single facial expression.,7,0.30000000000001137,0
giving the correct emotional meaning to an isolated facial expression.,Reading the emotion of a single facial expression correctly.,8,37.900000000000034,0
giving the correct emotional meaning to an isolated facial expression.,Spotting the right emotion in a facial expression.,9,50.66500000000002,0
So I'm going to show you some examples of experiments.,"Therefore, I'll present some experiment examples.",1,17.44500000000002,1
So I'm going to show you some examples of experiments.,Experiments examples will be shown by me.,2,54.70142857142861,0
So I'm going to show you some examples of experiments.,I'll present some examples of experiments.,3,31.545000000000016,1
So I'm going to show you some examples of experiments.,I'll show examples of experiments.,4,32.56000000000003,0
So I'm going to show you some examples of experiments.,Here are some examples of experiments.,5,45.64500000000001,0
So I'm going to show you some examples of experiments.,I will show examples of experiments.,6,45.64500000000001,0
So I'm going to show you some examples of experiments.,I will show some experiments.,7,66.40000000000003,0
So I'm going to show you some examples of experiments.,I will show experiments.,8,54.72500000000002,0
So I'm going to show you some examples of experiments.,I'll show you experiments.,9,54.72500000000002,0
So I'm going to show you some examples of experiments.,Showing you experiments.,1,6.390000000000015,0
that were performed by psychologists that were studying what's the.|,Conducted by psychologists studying what is.|,1,17.44500000000002,1
that were performed by psychologists that were studying what's the.|,Performed by psychologists studying what's.|,2,15.640000000000015,0
that were performed by psychologists that were studying what's the.|,Psychologists studying what's the reason.|,3,15.640000000000015,0
that were performed by psychologists that were studying what's the.|,Psychologists were studying the reason.|,4,15.640000000000015,0
that were performed by psychologists that were studying what's the.|,Psychologists conducted studies to understand.|,5,-18.19999999999996,0
that were performed by psychologists that were studying what's the.|,Studies by psychologists aiming to comprehend.|,6,17.44500000000002,0
that were performed by psychologists that were studying what's the.|,Studies conducted by psychologists.|,7,-8.724999999999994,0
that were performed by psychologists that were studying what's the.|,Psychologists studied the reasons behind.|,8,15.640000000000015,0
that were performed by psychologists that were studying what's the.|,Psychologists studied to find out why.|,9,59.745000000000005,0
Level of agreement in giving an emotional label to a.,Agreement on assigning emotions.,9,-8.724999999999994,0
Level of agreement in giving an emotional label to a.,Consensus on emotional tagging.,8,-8.724999999999994,0
Level of agreement in giving an emotional label to a.,Agreement in labeling emotions.,7,-8.724999999999994,0
Level of agreement in giving an emotional label to a.,Consistency in emotion labeling.,6,-29.87499999999997,0
Level of agreement in giving an emotional label to a.,Agreement on emotional labels.,5,-8.724999999999994,0
Level of agreement in giving an emotional label to a.,Uniformity in emotional labeling.,4,-72.17499999999998,0
Level of agreement in giving an emotional label to a.,Consistent emotional labeling.,3,-78.20999999999998,0
Level of agreement in giving an emotional label to a.,Agreement in emotions label.,2,12.425000000000011,0
Level of agreement in giving an emotional label to a.,Agreement on emotional labels given.,1,-1.2799999999999727,0
Level of agreement in giving an emotional label to a.,Agreement level for emotional tags.,1,15.640000000000015,1
"specific facial expression, like here. So here we see clearly.|",Specific facial expressions can be seen here.|,1,54.70142857142861,0
"specific facial expression, like here. So here we see clearly.|",Here we observe a specific facial expression.|,2,42.61571428571432,0
"specific facial expression, like here. So here we see clearly.|",This is an example of a specific facial expression.|,3,47.30000000000004,0
"specific facial expression, like here. So here we see clearly.|",An example of a facial expression is observed here.|,4,56.70000000000002,0
"specific facial expression, like here. So here we see clearly.|",We can see an example of a facial expression here.|,5,69.78500000000001,0
"specific facial expression, like here. So here we see clearly.|",You can see a facial expression here.|,6,78.87285714285717,0
"specific facial expression, like here. So here we see clearly.|",A facial expression is shown here.|,7,73.84500000000001,1
"specific facial expression, like here. So here we see clearly.|",Look at the facial expression here.|,8,73.84500000000001,0
"specific facial expression, like here. So here we see clearly.|",See the facial expression here.|,9,66.40000000000003,0
"specific facial expression, like here. So here we see clearly.|",Check out this face.|,1,118.17500000000001,0
"a facial expression, but if I ask you, what's this.",A face expression.,9,62.79000000000002,0
"a facial expression, but if I ask you, what's this.",An expression of the face.,8,83.32000000000004,1
"a facial expression, but if I ask you, what's this.",Facial expressions convey emotions.,7,-8.724999999999994,0
"a facial expression, but if I ask you, what's this.","Seen a facial expression, yet I ask you, what is it.",6,87.99727272727276,0
"a facial expression, but if I ask you, what's this.","Observe a facial expression carefully, but when I question you, what is this expression called.",5,61.890000000000015,0
"a facial expression, but if I ask you, what's this.","Look at a facial expression, yet if I inquire, what could this be.",4,83.0092307692308,0
"a facial expression, but if I ask you, what's this.","When you notice a person's facial expression, but if I inquire of you, what is the meaning behind this expression.",3,59.63500000000003,0
"a facial expression, but if I ask you, what's this.","When you see a facial expression, yet if I question you, what could this specific facial expression signify to others.",1,51.17500000000004,0
"a facial expression, but if I ask you, what's this.","In the event you observe their facial expression, but if I were to ask you, what might this distinct facial expression symbolize to different individuals.",1,39.33200000000002,0
"facial expression communicating? Well, you might think maybe anger, maybe.",Does a facial expression communicate? You might think anger.,1,51.867500000000035,0
"facial expression communicating? Well, you might think maybe anger, maybe.",What does a facial look express? Maybe it shows anger.,2,83.32000000000004,0
"facial expression communicating? Well, you might think maybe anger, maybe.",Are facial expressions communicating? You could think of anger.,3,42.46750000000003,0
"facial expression communicating? Well, you might think maybe anger, maybe.","A facial expression communicates? Well, does it show anger?",4,42.46750000000003,1
"facial expression communicating? Well, you might think maybe anger, maybe.",Can facial expressions communicate? You may think of anger.,5,51.867500000000035,1
"facial expression communicating? Well, you might think maybe anger, maybe.",Do facial expressions convey emotions? You might think of anger.,7,57.940000000000026,0
"facial expression communicating? Well, you might think maybe anger, maybe.",What are facial expressions saying? Maybe they show anger.,8,61.26750000000001,0
"facial expression communicating? Well, you might think maybe anger, maybe.",Can a face show emotion? Anger is an example.,9,70.66750000000002,0
"facial expression communicating? Well, you might think maybe anger, maybe.",Does your face show emotions? Maybe anger.,1,70.33964285714288,0
"contempt, this gas fear. So usually people agree that this.|",Contempt causes fear. Many people agree.|,9,48.690000000000026,0
"contempt, this gas fear. So usually people agree that this.|","Fear results from contempt. Generally, people agree.|",8,34.08250000000001,0
"contempt, this gas fear. So usually people agree that this.|","Fear emerges from contempt, many people usually agree on this.|",7,35.94500000000002,0
"contempt, this gas fear. So usually people agree that this.|","Contempt can lead to fear. Usually, most people agree on this point.|",6,80.89500000000001,0
"contempt, this gas fear. So usually people agree that this.|","Contempt often causes fear, and usually, people in general agree with this idea.|",5,37.455384615384645,0
"contempt, this gas fear. So usually people agree that this.|",Many people would agree that feelings of contempt can frequently give rise to fear.|,4,65.72500000000001,0
"contempt, this gas fear. So usually people agree that this.|","It is generally agreed upon that when there is contempt, it is often accompanied by fear.|",3,53.120000000000005,0
"contempt, this gas fear. So usually people agree that this.|","Generally, individuals concur that contempt as an emotion frequently results in the experience of fear.|",2,11.130000000000024,0
"contempt, this gas fear. So usually people agree that this.|","It is frequently observed that a deep feeling of contempt leads to fear, and many people usually find consensus on this point.|",1,53.759545454545474,0
"It is a negative, valence emotion, but it's not clear what.","A negative emotion, though unclear what.",9,45.64500000000001,0
"It is a negative, valence emotion, but it's not clear what.","It's a negative feeling, but its source is unclear.",8,75.50000000000003,0
"It is a negative, valence emotion, but it's not clear what.","The emotion is negative, but its specifics are unclear.",7,47.30000000000004,0
"It is a negative, valence emotion, but it's not clear what.","This is an emotion with negative valence, but its cause is unclear.",5,67.75500000000001,0
"It is a negative, valence emotion, but it's not clear what.","The feeling described is a negative emotion, and the specifics of it are not clear.",4,61.890000000000015,0
"It is a negative, valence emotion, but it's not clear what.","The described emotion is negative in valence, but the targets of this negativity are not specified.",3,37.25750000000002,1
"It is a negative, valence emotion, but it's not clear what.","This emotional state carries a negative valence, but there is no clarity on what exactly is being referred to.",2,45.06578947368425,0
"It is a negative, valence emotion, but it's not clear what.","This particular type of emotion has a negative valence aspect, though the exact nature or cause of this emotion is not clearly specified.",1,40.03782608695653,0
category. The thing is that if I give you some.|,category. The thing is that if I give you some.|,1,91.78000000000003,0
category. The thing is that if I give you some.|,It concerns categories. If I give you some.|,2,75.87500000000001,0
category. The thing is that if I give you some.|,Category. The important point is if I provide you some.|,3,66.40000000000003,0
category. The thing is that if I give you some.|,It is about category. If I provide you with some.|,4,74.86000000000003,0
category. The thing is that if I give you some.|,The subject is category. If I offer you some.|,5,70.66750000000002,0
category. The thing is that if I give you some.|,The topic is category. If I give you some.|,6,80.06750000000002,0
category. The thing is that if I give you some.|,Category. If I give you some.|,7,76.89000000000003,1
category. The thing is that if I give you some.|,Category. If I give some.|,8,68.93750000000003,0
category. The thing is that if I give you some.|,Category. I'll give you some.|,9,68.93750000000003,0
"context suddenly, we probably will agree that this is disgust.",We likely agree this context is disgust.,1,66.7871428571429,0
"context suddenly, we probably will agree that this is disgust.",This context is quite likely disgust.,2,73.84500000000001,0
"context suddenly, we probably will agree that this is disgust.",We likely concur that it is disgust in context.,3,75.50000000000003,0
"context suddenly, we probably will agree that this is disgust.","In this context, we likely agree it's disgust.",4,71.81500000000001,0
"context suddenly, we probably will agree that this is disgust.",We likely agree this is disgust in this context.,5,75.50000000000003,0
"context suddenly, we probably will agree that this is disgust.",We probably agree this context represents disgust.,6,30.53000000000003,0
"context suddenly, we probably will agree that this is disgust.",We'll likely agree that this context is disgust.,7,71.81500000000001,1
"context suddenly, we probably will agree that this is disgust.",We likely will agree it's disgust in context.,8,71.81500000000001,0
"context suddenly, we probably will agree that this is disgust.",We probably agree this is disgust.,9,59.745000000000005,0
"context suddenly, we probably will agree that this is disgust.",This is probably disgust.,1,54.72500000000002,0
and this is what happens. People agree here that the.|,This occurs: everyone agrees.|,9,33.57500000000002,0
and this is what happens. People agree here that the.|,"Here, agreement happens.|",8,34.59000000000003,0
and this is what happens. People agree here that the.|,"This happens, and everyone agrees.|",7,49.48000000000002,0
and this is what happens. People agree here that the.|,Agreement happens here.|,6,34.59000000000003,0
and this is what happens. People agree here that the.|,This is what takes place; agreement.|,5,87.94500000000002,0
and this is what happens. People agree here that the.|,This phenomenon occurs and there is a consensus among the people.|,4,49.54272727272729,1
and this is what happens. People agree here that the.|,This occurrence results in a consensus among people here.|,3,47.30000000000004,0
and this is what happens. People agree here that the.|,"As a result, agreement is reached among the individuals present here.|",2,41.8518181818182,0
and this is what happens. People agree here that the.|,"Consequently, those present reach unanimity in their opinions.|",1,8.365000000000009,0
and this is what happens. People agree here that the.|,"As a result of these circumstances, unanimous agreement is achieved by the individuals present.|",1,17.382142857142867,1
face is disgust. But if you give you a different.,The face shows disgust.,9,97.025,1
face is disgust. But if you give you a different.,The face appears upset.,8,75.87500000000001,0
face is disgust. But if you give you a different.,The face shows clear disgust.,7,100.24000000000002,0
face is disgust. But if you give you a different.,The expression on the face is disgust.,6,78.87285714285717,0
face is disgust. But if you give you a different.,The facial expression clearly indicates disgust.,5,17.44500000000002,0
"Context, then people strongly agree that this is anger.",Context leads people to easily identify anger.,9,18.44428571428574,0
"Context, then people strongly agree that this is anger.",Context helps people identify anger easily.,8,3.344999999999999,0
"Context, then people strongly agree that this is anger.",People easily identify anger with context.,7,3.344999999999999,0
"Context, then people strongly agree that this is anger.","With context, people easily see anger.",6,45.64500000000001,0
"Context, then people strongly agree that this is anger.","With context, people can see anger.",5,73.84500000000001,0
"Context, then people strongly agree that this is anger.",Context helps to recognize anger.,4,49.48000000000002,1
"Context, then people strongly agree that this is anger.",Context aids in recognizing anger.,3,32.56000000000003,1
"Context, then people strongly agree that this is anger.",Recognizing anger through context.,1,12.425000000000011,1
They have a lot of examples and they run a.,They possess many examples and they manage a.,1,61.24000000000001,0
They have a lot of examples and they run a.,They own several examples and operate a.,2,54.70142857142861,0
They have a lot of examples and they run a.,They hold numerous examples and they run a.,3,71.81500000000001,0
They have a lot of examples and they run a.,They have many examples and manage a.,4,66.7871428571429,0
They have a lot of examples and they run a.,They contain lots of examples and operate a.,5,61.24000000000001,0
They have a lot of examples and they run a.,They possess many examples and run a.,6,66.7871428571429,1
They have a lot of examples and they run a.,They have a lot of examples and manage a.,7,84.90000000000003,0
They have a lot of examples and they run a.,They have many examples and run a.,8,78.87285714285717,0
They have a lot of examples and they run a.,They have lots of examples and they run a.,9,94.30000000000001,1
They have a lot of examples and they run a.,They have a lot of examples and they run a.,1,95.165,0
Lot of experiments in using the exact same facial expression.,Multiple experiments used identical facial expressions.,1,-38.954999999999984,0
Lot of experiments in using the exact same facial expression.,Various studies have employed the same facial expression.,2,40.09,0
Lot of experiments in using the exact same facial expression.,Many experiments involve one consistent facial expression.,3,-5.727142857142809,0
Lot of experiments in using the exact same facial expression.,Numerous experiments focus on using the same expression.,4,18.940000000000026,0
Lot of experiments in using the exact same facial expression.,Different experiments use the same facial expression.,5,18.44428571428574,0
Lot of experiments in using the exact same facial expression.,Various experiments use identical facial expressions.,6,-38.954999999999984,0
Lot of experiments in using the exact same facial expression.,Several studies use the exact same facial expression.,7,50.66500000000002,0
Lot of experiments in using the exact same facial expression.,Many studies use the same facial expression.,8,54.70142857142861,0
Lot of experiments in using the exact same facial expression.,Many experiments use the same facial expressions.,9,30.53000000000003,0
Lot of experiments in using the exact same facial expression.,Multiple studies use the same facial expressions.,1,42.61571428571432,0
In different contexts. And they realize that the context strongly influences understanding.|,They understand that context greatly affects understanding.,1,18.44428571428574,1
In different contexts. And they realize that the context strongly influences understanding.|,They know context has a significant influence on understanding.,2,28.50000000000003,1
In different contexts. And they realize that the context strongly influences understanding.|,They see that context greatly affects how one understands things.,3,69.78500000000001,0
In different contexts. And they realize that the context strongly influences understanding.|,Context greatly affects how they understand information.,4,18.44428571428574,0
In different contexts. And they realize that the context strongly influences understanding.|,They realize that understanding is strongly influenced by context.,5,37.900000000000034,0
In different contexts. And they realize that the context strongly influences understanding.|,"Understanding is greatly influenced by the context, they see.",6,47.30000000000004,0
In different contexts. And they realize that the context strongly influences understanding.|,They see that understanding is shaped a lot by context.,7,78.24500000000002,1
In different contexts. And they realize that the context strongly influences understanding.|,They see context has a big effect on understanding.,8,66.10000000000002,0
In different contexts. And they realize that the context strongly influences understanding.|,They see how context affects understanding.,9,45.64500000000001,0
In different contexts. And they realize that the context strongly influences understanding.|,They know context affects understanding.,1,32.56000000000003,0
influences the way we perceive emotions. So this is the.|,"Affects how we understand feelings. Thus, it is.|",9,75.87500000000001,0
influences the way we perceive emotions. So this is the.|,"Impacts our view of emotions. Therefore, this is.|",8,65.30000000000001,0
influences the way we perceive emotions. So this is the.|,"Shapes our interpretation of emotions, hence it is.|",7,40.09,0
influences the way we perceive emotions. So this is the.|,"Alters how we perceive emotions. Consequently, this.|",6,34.08250000000001,0
influences the way we perceive emotions. So this is the.|,"Changes how we see emotions. Thus, it is the.|",5,89.46750000000003,0
influences the way we perceive emotions. So this is the.|,"Affects our perception of emotions, so this is.|",4,50.66500000000002,0
influences the way we perceive emotions. So this is the.|,"Influences our perception of feelings, which is.|",3,30.53000000000003,1
influences the way we perceive emotions. So this is the.|,Impacts how we interpret our emotions and this is the.|,2,61.32500000000002,0
influences the way we perceive emotions. So this is the.|,"This affects the ways we understand our emotions, therefore.|",1,47.30000000000004,0
influences the way we perceive emotions. So this is the.|,This changes the way we interpret emotions and therefore it is.|,1,64.9245454545455,0
Motivation of one of the projects I'm working on that.|,One project's motivation.|,9,6.390000000000015,0
Motivation of one of the projects I'm working on that.|,The motivation behind a project I'm involved with.|,8,50.66500000000002,0
Motivation of one of the projects I'm working on that.|,One project's motivation from my work.|,7,59.745000000000005,0
Motivation of one of the projects I'm working on that.|,My work project has its source in motivation.|,6,71.81500000000001,0
Motivation of one of the projects I'm working on that.|,The inspiration for a project I am involved with.|,5,66.10000000000002,0
Motivation of one of the projects I'm working on that.|,I am working on a project driven by specific motivation.|,4,44.405,1
Motivation of one of the projects I'm working on that.|,The motivation for one project I am currently undertaking.|,3,28.50000000000003,0
Motivation of one of the projects I'm working on that.|,Motivation is behind one of the projects I am working on.|,2,64.9245454545455,0
Motivation of one of the projects I'm working on that.|,The driving force for one of the work projects I am involved with.|,1,89.51692307692309,0
Motivation of one of the projects I'm working on that.|,One of the projects that I am working on is driven by a particular motivating factor.|,1,53.120000000000005,0
Started here in Barcelona and now I'm still working on.,Work started in Barcelona; still working.,1,45.64500000000001,0
Started here in Barcelona and now I'm still working on.,Started work here in Barcelona.,2,49.48000000000002,0
Started here in Barcelona and now I'm still working on.,I began in Barcelona; still not done.,3,66.7871428571429,0
Started here in Barcelona and now I'm still working on.,Work started in Barcelona and continues.,4,31.545000000000016,0
Started here in Barcelona and now I'm still working on.,Initiated in Barcelona; work ongoing.,5,-35.11999999999995,0
Started here in Barcelona and now I'm still working on.,Started work in Barcelona and still continuing it.,6,40.09,0
Started here in Barcelona and now I'm still working on.,I started working in Barcelona; still continuing my work.,7,37.900000000000034,0
Started here in Barcelona and now I'm still working on.,I began working in Barcelona and am still working on it now.,8,67.75500000000001,0
Started here in Barcelona and now I'm still working on.,I started in Barcelona and am still working on it.,9,69.78500000000001,0
it in collaboration with the effective computing group at MIT.,It worked with the effective computing team at MIT.,9,75.50000000000003,0
it in collaboration with the effective computing group at MIT.,Collaborating with the MIT computing group was key.,8,29.515000000000015,0
