original_sentence,summary,level
"Our emotions but with other things. For instance, when you talk, you change a lot your facial expression. It has nothing to do with your emotion. And another difficulty is giving the correct emotional meaning to an isolated facial expression. So I'm going to show you some examples of experiments.|","Emotions link to other areas. Facial expressions change a lot during talking, not linked to emotion. It’s hard to read emotion from one expression. Here are examples.|",3
"Our emotions but with other things. For instance, when you talk, you change a lot your facial expression. It has nothing to do with your emotion. And another difficulty is giving the correct emotional meaning to an isolated facial expression. So I'm going to show you some examples of experiments.|",Emotions relate to other things. Facial expressions change often when talking. It's hard to tell emotion from one expression. Here are examples.|,2
"Our emotions but with other things. For instance, when you talk, you change a lot your facial expression. It has nothing to do with your emotion. And another difficulty is giving the correct emotional meaning to an isolated facial expression. So I'm going to show you some examples of experiments.|","Emotions involve other things. When talking, facial expressions change a lot. It's tough to read emotion from one expression. Here are examples.|",1
"that were performed by psychologists that were studying what's the level of agreement in giving an emotional label to a specific facial expression, like here. So here we see clearly a facial expression, but if I ask you, what's this facial expression communicating? Well, you might think maybe anger, maybe.|","Psychologists studied how people agree on labeling emotions from facial expressions. What emotion is this face showing? Maybe anger, maybe.|",9
"contempt, this gas fear. So usually people agree that this is a negative, valence emotion, but it's not clear what category. The thing is that if I give you some context suddenly, we probably will agree that this is disgust and this is what happens. People agree here that the.|","Contempt and fear are agreed as negative emotions, but lack clear category. Context can make it clearly disgust.|",1
"contempt, this gas fear. So usually people agree that this is a negative, valence emotion, but it's not clear what category. The thing is that if I give you some context suddenly, we probably will agree that this is disgust and this is what happens. People agree here that the.|","People see contempt and fear as negative emotions, yet their category is unclear. With context, they may be identified as disgust.|",2
"contempt, this gas fear. So usually people agree that this is a negative, valence emotion, but it's not clear what category. The thing is that if I give you some context suddenly, we probably will agree that this is disgust and this is what happens. People agree here that the.|",Contempt and fear are seen as negative emotions without a clear category. Context can reveal them as disgust.|,3
"contempt, this gas fear. So usually people agree that this is a negative, valence emotion, but it's not clear what category. The thing is that if I give you some context suddenly, we probably will agree that this is disgust and this is what happens. People agree here that the.|","People agree contempt and fear are negative emotions but aren't sure of their category. With context, they can be seen as disgust.|",4
"contempt, this gas fear. So usually people agree that this is a negative, valence emotion, but it's not clear what category. The thing is that if I give you some context suddenly, we probably will agree that this is disgust and this is what happens. People agree here that the.|",People think contempt and fear are negative emotions but don't know their category. Context shows they're disgust.|,5
"contempt, this gas fear. So usually people agree that this is a negative, valence emotion, but it's not clear what category. The thing is that if I give you some context suddenly, we probably will agree that this is disgust and this is what happens. People agree here that the.|",Contempt and fear are negative emotions but lack a clear category. Context helps people see them as disgust.|,6
"contempt, this gas fear. So usually people agree that this is a negative, valence emotion, but it's not clear what category. The thing is that if I give you some context suddenly, we probably will agree that this is disgust and this is what happens. People agree here that the.|",People think contempt and fear are negative emotions but don't know the category. Context makes it disgust.|,7
"contempt, this gas fear. So usually people agree that this is a negative, valence emotion, but it's not clear what category. The thing is that if I give you some context suddenly, we probably will agree that this is disgust and this is what happens. People agree here that the.|","Contempt and fear are negative emotions but have no clear category. With context, they're seen as disgust.|",8
"contempt, this gas fear. So usually people agree that this is a negative, valence emotion, but it's not clear what category. The thing is that if I give you some context suddenly, we probably will agree that this is disgust and this is what happens. People agree here that the.|",Contempt and fear are negative emotions. Context shows them as disgust.|,9
"face is disgust. But if you give you a different context, then people strongly agree that this is anger. So they have a lot of examples and they run a lot of experiments in using the exact same facial expression in different contexts. And they realize that the context strongly.|",The same face shows disgust or anger depending on context. Researchers use examples and tests.|,9
"face is disgust. But if you give you a different context, then people strongly agree that this is anger. So they have a lot of examples and they run a lot of experiments in using the exact same facial expression in different contexts. And they realize that the context strongly.|","The context changes how people view the same facial expression, either as disgust or anger.|",8
"face is disgust. But if you give you a different context, then people strongly agree that this is anger. So they have a lot of examples and they run a lot of experiments in using the exact same facial expression in different contexts. And they realize that the context strongly.|",Context alters how a face is perceived; it could show disgust or anger. Many tests confirm this.|,7
"face is disgust. But if you give you a different context, then people strongly agree that this is anger. So they have a lot of examples and they run a lot of experiments in using the exact same facial expression in different contexts. And they realize that the context strongly.|",Changing the context makes the same facial expression show disgust or anger. Researchers have tested this.|,6
"face is disgust. But if you give you a different context, then people strongly agree that this is anger. So they have a lot of examples and they run a lot of experiments in using the exact same facial expression in different contexts. And they realize that the context strongly.|","Depending on the context, the same face can appear as disgust or anger. Researchers tested this.|",5
"face is disgust. But if you give you a different context, then people strongly agree that this is anger. So they have a lot of examples and they run a lot of experiments in using the exact same facial expression in different contexts. And they realize that the context strongly.|","The same facial expression can show disgust or anger, based on context.|",4
"face is disgust. But if you give you a different context, then people strongly agree that this is anger. So they have a lot of examples and they run a lot of experiments in using the exact same facial expression in different contexts. And they realize that the context strongly.|",Context changes if a face looks like disgust or anger. Tests show this.|,3
"face is disgust. But if you give you a different context, then people strongly agree that this is anger. So they have a lot of examples and they run a lot of experiments in using the exact same facial expression in different contexts. And they realize that the context strongly.|",The context can make a face look disgusted or angry.|,2
"face is disgust. But if you give you a different context, then people strongly agree that this is anger. So they have a lot of examples and they run a lot of experiments in using the exact same facial expression in different contexts. And they realize that the context strongly.|",Context alters if a face shows disgust or anger.|,1
"influences the way we perceive emotions. So this is the motivation of one of the projects I'm working on that started here in Barcelona and now I'm still working on it in collaboration with the effective computing group at MIT media lab and the idea behind this project is okay,.|",Perceiving emotions is a motivator for a project I began in Barcelona. I'm now collaborating with MIT Media Lab's effective computing group on it.|,9
"influences the way we perceive emotions. So this is the motivation of one of the projects I'm working on that started here in Barcelona and now I'm still working on it in collaboration with the effective computing group at MIT media lab and the idea behind this project is okay,.|",Influences emotional perception. Motivates a project I started in Barcelona. Now working with MIT Media Lab.|,8
"influences the way we perceive emotions. So this is the motivation of one of the projects I'm working on that started here in Barcelona and now I'm still working on it in collaboration with the effective computing group at MIT media lab and the idea behind this project is okay,.|",Influences emotions. Motivates a project. Started in Barcelona. Now collaborating with MIT Media Lab.|,7
"influences the way we perceive emotions. So this is the motivation of one of the projects I'm working on that started here in Barcelona and now I'm still working on it in collaboration with the effective computing group at MIT media lab and the idea behind this project is okay,.|","Perception of emotions influences my project. Began in Barcelona, now with MIT Media Lab.|",6
"influences the way we perceive emotions. So this is the motivation of one of the projects I'm working on that started here in Barcelona and now I'm still working on it in collaboration with the effective computing group at MIT media lab and the idea behind this project is okay,.|","Emotion perception influences my project. Started in Barcelona, now at MIT.|",5
"influences the way we perceive emotions. So this is the motivation of one of the projects I'm working on that started here in Barcelona and now I'm still working on it in collaboration with the effective computing group at MIT media lab and the idea behind this project is okay,.|","Emotion perception influences my project. Started in Barcelona, now involving MIT.|",4
"influences the way we perceive emotions. So this is the motivation of one of the projects I'm working on that started here in Barcelona and now I'm still working on it in collaboration with the effective computing group at MIT media lab and the idea behind this project is okay,.|","Perception of emotions motivates a project. Started in Barcelona, now at MIT Media.|",3
"influences the way we perceive emotions. So this is the motivation of one of the projects I'm working on that started here in Barcelona and now I'm still working on it in collaboration with the effective computing group at MIT media lab and the idea behind this project is okay,.|","Perceiving emotions motivates my project. Started in Barcelona, continues in MIT Media.|",2
"influences the way we perceive emotions. So this is the motivation of one of the projects I'm working on that started here in Barcelona and now I'm still working on it in collaboration with the effective computing group at MIT media lab and the idea behind this project is okay,.|",Emotions perception project started in Barcelona. Continued with MIT Media Lab.|,1
"we know there's a lot of information in the face, that's true, but for developing machines that accurately recognize emotions, we can just rely on the face. We need to understand the context of the person and in particularly we are working in the scene context, in the situation of.|","There's much info in the face, but for machine emotion recognition, context is essential.|",9
"we know there's a lot of information in the face, that's true, but for developing machines that accurately recognize emotions, we can just rely on the face. We need to understand the context of the person and in particularly we are working in the scene context, in the situation of.|","Faces have much information, but emotion recognition needs context, especially scene context.|",8
"we know there's a lot of information in the face, that's true, but for developing machines that accurately recognize emotions, we can just rely on the face. We need to understand the context of the person and in particularly we are working in the scene context, in the situation of.|","Faces hold data, but emotion-detecting machines need the scene's context.|",7
"we know there's a lot of information in the face, that's true, but for developing machines that accurately recognize emotions, we can just rely on the face. We need to understand the context of the person and in particularly we are working in the scene context, in the situation of.|","Faces give info, but emotion recognition must also consider the scene's context.|",6
"we know there's a lot of information in the face, that's true, but for developing machines that accurately recognize emotions, we can just rely on the face. We need to understand the context of the person and in particularly we are working in the scene context, in the situation of.|","Although faces provide information, emotion recognition machines need the scene's context.|",5
"we know there's a lot of information in the face, that's true, but for developing machines that accurately recognize emotions, we can just rely on the face. We need to understand the context of the person and in particularly we are working in the scene context, in the situation of.|","Despite facial information, emotion-recognition machines require scene context.|",4
"we know there's a lot of information in the face, that's true, but for developing machines that accurately recognize emotions, we can just rely on the face. We need to understand the context of the person and in particularly we are working in the scene context, in the situation of.|","While faces offer much data, understanding context, especially scene context, is crucial for machines to recognize emotions accurately.|",3
"we know there's a lot of information in the face, that's true, but for developing machines that accurately recognize emotions, we can just rely on the face. We need to understand the context of the person and in particularly we are working in the scene context, in the situation of.|","Recognizing emotions using machines can't be based solely on facial data, despite its abundance; understanding the person's context, particularly the scene context, is essential.|",2
"we know there's a lot of information in the face, that's true, but for developing machines that accurately recognize emotions, we can just rely on the face. We need to understand the context of the person and in particularly we are working in the scene context, in the situation of.|","Although faces hold vast information, developing effective emotion-recognition machines necessitates understanding the context, particularly the scene-context, the person is in.|",1
"the person. And the interesting thing of working in this type of context is that suddenly you can say much more about the emotion. So maybe with the expression, you can say something about basic emotions, but there are some secondary emotions or social emotions that are very interesting that.|",This context allows discussing complex emotions beyond basic ones.|,9
"the person. And the interesting thing of working in this type of context is that suddenly you can say much more about the emotion. So maybe with the expression, you can say something about basic emotions, but there are some secondary emotions or social emotions that are very interesting that.|","Working here, you can talk more about emotions, including social ones.|",8
"the person. And the interesting thing of working in this type of context is that suddenly you can say much more about the emotion. So maybe with the expression, you can say something about basic emotions, but there are some secondary emotions or social emotions that are very interesting that.|",This job lets you explore both basic and social emotions.|,7
"the person. And the interesting thing of working in this type of context is that suddenly you can say much more about the emotion. So maybe with the expression, you can say something about basic emotions, but there are some secondary emotions or social emotions that are very interesting that.|","In this setting, you can express various emotions, even complex ones.|",6
"the person. And the interesting thing of working in this type of context is that suddenly you can say much more about the emotion. So maybe with the expression, you can say something about basic emotions, but there are some secondary emotions or social emotions that are very interesting that.|","This environment allows deeper emotional expression, beyond basic emotions.|",5
"the person. And the interesting thing of working in this type of context is that suddenly you can say much more about the emotion. So maybe with the expression, you can say something about basic emotions, but there are some secondary emotions or social emotions that are very interesting that.|",This context helps reveal complex emotions more than just basic feelings.|,4
"the person. And the interesting thing of working in this type of context is that suddenly you can say much more about the emotion. So maybe with the expression, you can say something about basic emotions, but there are some secondary emotions or social emotions that are very interesting that.|","You can now talk about complex emotions, not just basic ones, in this setting.|",3
"the person. And the interesting thing of working in this type of context is that suddenly you can say much more about the emotion. So maybe with the expression, you can say something about basic emotions, but there are some secondary emotions or social emotions that are very interesting that.|","This context lets you discuss a wider range of emotions, including social ones.|",2
"the person. And the interesting thing of working in this type of context is that suddenly you can say much more about the emotion. So maybe with the expression, you can say something about basic emotions, but there are some secondary emotions or social emotions that are very interesting that.|",This environment helps explain a broader variety of emotions beyond basic ones.|,1
"if you don't see the context, you cannot say anything about them. Like here, once you see the context, you might say that this person is feeling confident. When you define confidence as feeling of being certain, conviction that an outcome will be favorable, encouraged, or proud. So that's the.|","Without context, you can't comment. Context shows confidence, defined as certainty, favorable outcome conviction, or pride.|",1
"if you don't see the context, you cannot say anything about them. Like here, once you see the context, you might say that this person is feeling confident. When you define confidence as feeling of being certain, conviction that an outcome will be favorable, encouraged, or proud. So that's the.|","Without context, you can't comment. Seeing context reveals confidence, meaning certainty or pride.|",2
"if you don't see the context, you cannot say anything about them. Like here, once you see the context, you might say that this person is feeling confident. When you define confidence as feeling of being certain, conviction that an outcome will be favorable, encouraged, or proud. So that's the.|","Context is needed to understand. With context, you may find confidence, which means certainty or pride.|",3
"if you don't see the context, you cannot say anything about them. Like here, once you see the context, you might say that this person is feeling confident. When you define confidence as feeling of being certain, conviction that an outcome will be favorable, encouraged, or proud. So that's the.|","Knowing context is essential. Context shows confidence, defined as certainty or favorable outcome conviction.|",4
"if you don't see the context, you cannot say anything about them. Like here, once you see the context, you might say that this person is feeling confident. When you define confidence as feeling of being certain, conviction that an outcome will be favorable, encouraged, or proud. So that's the.|","Context is crucial. With it, you might see confidence, meaning certainty or conviction.|",5
"if you don't see the context, you cannot say anything about them. Like here, once you see the context, you might say that this person is feeling confident. When you define confidence as feeling of being certain, conviction that an outcome will be favorable, encouraged, or proud. So that's the.|","Context is key to understanding. It shows confidence, defined as certainty or belief in a good outcome.|",6
"if you don't see the context, you cannot say anything about them. Like here, once you see the context, you might say that this person is feeling confident. When you define confidence as feeling of being certain, conviction that an outcome will be favorable, encouraged, or proud. So that's the.|","Context makes you understand. It shows confidence, meaning sure of a good outcome or pride.|",7
"if you don't see the context, you cannot say anything about them. Like here, once you see the context, you might say that this person is feeling confident. When you define confidence as feeling of being certain, conviction that an outcome will be favorable, encouraged, or proud. So that's the.|","Understanding needs context. Context reveals confidence, which means surety or pride.|",8
"if you don't see the context, you cannot say anything about them. Like here, once you see the context, you might say that this person is feeling confident. When you define confidence as feeling of being certain, conviction that an outcome will be favorable, encouraged, or proud. So that's the.|","Context is needed to understand. It shows confidence, meaning certainty.|",9
"idea of the emotion recognition in context project. So what we want to do is we want to go from images like this one, so not just relating on the face and looking also at the context of the person, trying to recognize emotions, and for that, so this is.|",The project aims to recognize emotions using images by considering both the face and context of the person.|,9
"idea of the emotion recognition in context project. So what we want to do is we want to go from images like this one, so not just relating on the face and looking also at the context of the person, trying to recognize emotions, and for that, so this is.|",Our project focuses on recognizing emotions. We use images and consider both facial features and surrounding context.|,8
"idea of the emotion recognition in context project. So what we want to do is we want to go from images like this one, so not just relating on the face and looking also at the context of the person, trying to recognize emotions, and for that, so this is.|","The project's goal is to identify emotions from images, taking into account faces and context.|",7
"idea of the emotion recognition in context project. So what we want to do is we want to go from images like this one, so not just relating on the face and looking also at the context of the person, trying to recognize emotions, and for that, so this is.|",The aim is to recognize emotions by analyzing images with a focus on faces and context.|,6
"idea of the emotion recognition in context project. So what we want to do is we want to go from images like this one, so not just relating on the face and looking also at the context of the person, trying to recognize emotions, and for that, so this is.|",We aim to recognize emotions from images by studying both the face and the surrounding context.|,5
"idea of the emotion recognition in context project. So what we want to do is we want to go from images like this one, so not just relating on the face and looking also at the context of the person, trying to recognize emotions, and for that, so this is.|","The project's plan is to recognize emotions using images, not just facial features but also context.|",4
"idea of the emotion recognition in context project. So what we want to do is we want to go from images like this one, so not just relating on the face and looking also at the context of the person, trying to recognize emotions, and for that, so this is.|",Recognize emotions from images by considering faces and context.|,3
"idea of the emotion recognition in context project. So what we want to do is we want to go from images like this one, so not just relating on the face and looking also at the context of the person, trying to recognize emotions, and for that, so this is.|","The project is about recognizing emotions from images, factoring in faces and the context around them.|",2
"idea of the emotion recognition in context project. So what we want to do is we want to go from images like this one, so not just relating on the face and looking also at the context of the person, trying to recognize emotions, and for that, so this is.|",We want to recognize emotions using images by analyzing faces and context.|,1
"a computer vision project. We know that in computer vision nowadays what is working best is deep learning models. So our idea was, okay, let's try to model this problem using deep learning. So first challenge that we faced, we didn't have any training data, of course, because as we.|","A computer vision project lacks training data, but deep learning models work best.|",1
"a computer vision project. We know that in computer vision nowadays what is working best is deep learning models. So our idea was, okay, let's try to model this problem using deep learning. So first challenge that we faced, we didn't have any training data, of course, because as we.|",Our deep learning project in computer vision faced a lack of training data.|,2
"a computer vision project. We know that in computer vision nowadays what is working best is deep learning models. So our idea was, okay, let's try to model this problem using deep learning. So first challenge that we faced, we didn't have any training data, of course, because as we.|","We started a computer vision project using deep learning, but lacked training data.|",3
"a computer vision project. We know that in computer vision nowadays what is working best is deep learning models. So our idea was, okay, let's try to model this problem using deep learning. So first challenge that we faced, we didn't have any training data, of course, because as we.|","In our computer vision project, we decided to use deep learning but lacked data.|",4
"a computer vision project. We know that in computer vision nowadays what is working best is deep learning models. So our idea was, okay, let's try to model this problem using deep learning. So first challenge that we faced, we didn't have any training data, of course, because as we.|","We chose deep learning for our computer vision project, but didn't have data.|",5
"a computer vision project. We know that in computer vision nowadays what is working best is deep learning models. So our idea was, okay, let's try to model this problem using deep learning. So first challenge that we faced, we didn't have any training data, of course, because as we.|","For our vision project, we picked deep learning, but had no training data.|",6
"a computer vision project. We know that in computer vision nowadays what is working best is deep learning models. So our idea was, okay, let's try to model this problem using deep learning. So first challenge that we faced, we didn't have any training data, of course, because as we.|","We used deep learning for our computer vision project, lacking training data.|",7
"a computer vision project. We know that in computer vision nowadays what is working best is deep learning models. So our idea was, okay, let's try to model this problem using deep learning. So first challenge that we faced, we didn't have any training data, of course, because as we.|",Our vision project uses deep learning but lacks training data.|,8
"a computer vision project. We know that in computer vision nowadays what is working best is deep learning models. So our idea was, okay, let's try to model this problem using deep learning. So first challenge that we faced, we didn't have any training data, of course, because as we.|",Our deep learning vision project lacks data.|,9
"said before, usually all the research on emotion recognition from images was focused on the face, so we didn't have any data set where we could see people in their context. So we were collecting a lot of images. Some of them were manually downloaded from search engines like Google,.|","As said earlier, most emotion recognition research used facial data, lacking context. Thus, we gathered many images, some manually from search engines.|",1
"said before, usually all the research on emotion recognition from images was focused on the face, so we didn't have any data set where we could see people in their context. So we were collecting a lot of images. Some of them were manually downloaded from search engines like Google,.|","Emotion recognition studies mainly used facial images, missing context, thus we collected many images, including from search engines like Google.|",2
"said before, usually all the research on emotion recognition from images was focused on the face, so we didn't have any data set where we could see people in their context. So we were collecting a lot of images. Some of them were manually downloaded from search engines like Google,.|","Previous studies on emotion recognition focused on facial images. Lacking context data, we collected many images, some from Google.|",3
"said before, usually all the research on emotion recognition from images was focused on the face, so we didn't have any data set where we could see people in their context. So we were collecting a lot of images. Some of them were manually downloaded from search engines like Google,.|","Previous research focused on facial emotion recognition, lacking context. We collected many images, including from Google.|",4
"said before, usually all the research on emotion recognition from images was focused on the face, so we didn't have any data set where we could see people in their context. So we were collecting a lot of images. Some of them were manually downloaded from search engines like Google,.|","Prior emotion recognition studies focused on faces, lacking context. We collected many images, some from Google.|",5
"said before, usually all the research on emotion recognition from images was focused on the face, so we didn't have any data set where we could see people in their context. So we were collecting a lot of images. Some of them were manually downloaded from search engines like Google,.|","Research on emotion recognition images focused on faces. We gathered more images, some from Google.|",6
"said before, usually all the research on emotion recognition from images was focused on the face, so we didn't have any data set where we could see people in their context. So we were collecting a lot of images. Some of them were manually downloaded from search engines like Google,.|","Emotion recognition research focused on faces. We collected images, some from Google.|",7
"said before, usually all the research on emotion recognition from images was focused on the face, so we didn't have any data set where we could see people in their context. So we were collecting a lot of images. Some of them were manually downloaded from search engines like Google,.|","Studies on emotion recognition focused on faces. We collected images, some from Google.|",8
"said before, usually all the research on emotion recognition from images was focused on the face, so we didn't have any data set where we could see people in their context. So we were collecting a lot of images. Some of them were manually downloaded from search engines like Google,.|",Studies on emotions used faces. We collected images from Google.|,9
"and other images came from public data sets that were already labeled with the bounding box of the person. And the images we collected are images like the ones that you see here, so people doing different things in very different situations. And what we did is we created annotation.|",Images came from labeled public data sets. We collected similar images of people in different situations. We created annotation.|,9
"and other images came from public data sets that were already labeled with the bounding box of the person. And the images we collected are images like the ones that you see here, so people doing different things in very different situations. And what we did is we created annotation.|","Images from public data sets were already labeled. We collected similar images, showing various actions of people. We created annotation.|",8
"and other images came from public data sets that were already labeled with the bounding box of the person. And the images we collected are images like the ones that you see here, so people doing different things in very different situations. And what we did is we created annotation.|","Images were sourced from public data, already labeled with people's bounding boxes. We gathered similar images, depicting people in various activities. We created annotation for these.|",7
"and other images came from public data sets that were already labeled with the bounding box of the person. And the images we collected are images like the ones that you see here, so people doing different things in very different situations. And what we did is we created annotation.|","Other images originated from public data sets and were pre-labeled with person bounding boxes. We collected similar images displaying people in diverse scenarios. Then, we created annotations.|",6
"and other images came from public data sets that were already labeled with the bounding box of the person. And the images we collected are images like the ones that you see here, so people doing different things in very different situations. And what we did is we created annotation.|","Additional images came from already labeled public datasets with bounding boxes for people. The images we gathered are like those shown here, featuring people in various scenarios. We then created annotations.|",5
"and other images came from public data sets that were already labeled with the bounding box of the person. And the images we collected are images like the ones that you see here, so people doing different things in very different situations. And what we did is we created annotation.|","Some images were sourced from public data sets, pre-labeled with a bounding box around individuals. The images we gathered resemble those displayed here, depicting various activities in diverse settings. Our task was to create annotation for these images.|",4
"and other images came from public data sets that were already labeled with the bounding box of the person. And the images we collected are images like the ones that you see here, so people doing different things in very different situations. And what we did is we created annotation.|","Other images were from public datasets, already labeled with bounding boxes for the people. Our collected images are similar, depicting people engaged in various activities and in different contexts. Our task involved creating annotations.|",3
"and other images came from public data sets that were already labeled with the bounding box of the person. And the images we collected are images like the ones that you see here, so people doing different things in very different situations. And what we did is we created annotation.|","Additional images originated from public datasets which were already labeled with bounding boxes around individuals. We collected similar images like the ones shown, depicting people performing different activities across various settings. We proceeded to create annotations for these images.|",2
"and other images came from public data sets that were already labeled with the bounding box of the person. And the images we collected are images like the ones that you see here, so people doing different things in very different situations. And what we did is we created annotation.|","Other images were from public datasets, pre-labeled with bounding boxes for people. We collected images like those shown, depicting individuals engaged in various activities. We created annotations for these images.|",1
interfaces like this one that I'm showing you here. So where we asked annotators to label what emotion category they thought this person was expressing in this specific situation. We had two different interfaces. This is the one of emotion categories. And we have another one for continuous dimensions. So.|,This is an interface for annotators to label emotion categories. We also have another interface for continuous dimensions.|,9
interfaces like this one that I'm showing you here. So where we asked annotators to label what emotion category they thought this person was expressing in this specific situation. We had two different interfaces. This is the one of emotion categories. And we have another one for continuous dimensions. So.|,Here is an interface where annotators labeled emotion categories in specific situations. We used two interfaces. This one is for emotion categories. Another is for continuous dimensions.|,8
interfaces like this one that I'm showing you here. So where we asked annotators to label what emotion category they thought this person was expressing in this specific situation. We had two different interfaces. This is the one of emotion categories. And we have another one for continuous dimensions. So.|,We had two interfaces for annotators to categorize emotions. This one is for emotion categories. The other one concerns continuous dimensions.|,7
interfaces like this one that I'm showing you here. So where we asked annotators to label what emotion category they thought this person was expressing in this specific situation. We had two different interfaces. This is the one of emotion categories. And we have another one for continuous dimensions. So.|,"We asked annotators to label emotion categories using interfaces. We had two types. This one is for emotion categories, the other for continuous dimensions.|",6
interfaces like this one that I'm showing you here. So where we asked annotators to label what emotion category they thought this person was expressing in this specific situation. We had two different interfaces. This is the one of emotion categories. And we have another one for continuous dimensions. So.|,We created two interfaces for emotion labeling. One is for categories and the other for continuous dimensions. Annotators used them to label emotions.|,5
interfaces like this one that I'm showing you here. So where we asked annotators to label what emotion category they thought this person was expressing in this specific situation. We had two different interfaces. This is the one of emotion categories. And we have another one for continuous dimensions. So.|,Annotators labeled emotions using two interfaces: one for categories and one for continuous dimensions. This is the category interface.|,4
interfaces like this one that I'm showing you here. So where we asked annotators to label what emotion category they thought this person was expressing in this specific situation. We had two different interfaces. This is the one of emotion categories. And we have another one for continuous dimensions. So.|,"Annotators used two interfaces for labeling emotions: one for categories, another for dimensions. This is the category interface.|",3
interfaces like this one that I'm showing you here. So where we asked annotators to label what emotion category they thought this person was expressing in this specific situation. We had two different interfaces. This is the one of emotion categories. And we have another one for continuous dimensions. So.|,We used two interfaces for annotators to label emotions: one for categories and one for dimensions. This is the category interface.|,2
interfaces like this one that I'm showing you here. So where we asked annotators to label what emotion category they thought this person was expressing in this specific situation. We had two different interfaces. This is the one of emotion categories. And we have another one for continuous dimensions. So.|,"Annotators used two interfaces to label emotion: one for categories, one for dimensions. This shows the category interface.|",1
"there are different ways of representing emotions in a machine. Categories is one of the most common and emotional dimensions is the other one. Maybe it's less popular. But the idea of the continuous dimensions is to label according to valence, which is is a dimension that just measures whether.|","Emotions in machines can be represented in different ways, like categories or emotional dimensions, with the latter using valence to measure emotions.|",9
"there are different ways of representing emotions in a machine. Categories is one of the most common and emotional dimensions is the other one. Maybe it's less popular. But the idea of the continuous dimensions is to label according to valence, which is is a dimension that just measures whether.|","Different methods, including categories and emotional dimensions, represent emotions in machines, with valence measuring emotions in continuous dimensions.|",8
"there are different ways of representing emotions in a machine. Categories is one of the most common and emotional dimensions is the other one. Maybe it's less popular. But the idea of the continuous dimensions is to label according to valence, which is is a dimension that just measures whether.|","Emotions in machines are represented by categories or emotional dimensions, though less common, but continuous dimensions label valence.|",7
"there are different ways of representing emotions in a machine. Categories is one of the most common and emotional dimensions is the other one. Maybe it's less popular. But the idea of the continuous dimensions is to label according to valence, which is is a dimension that just measures whether.|","Machines represent emotions using categories or less common continuous dimensions, measured by valence.|",6
"there are different ways of representing emotions in a machine. Categories is one of the most common and emotional dimensions is the other one. Maybe it's less popular. But the idea of the continuous dimensions is to label according to valence, which is is a dimension that just measures whether.|","Emotions in machines use categories or continuous dimensions, with valence as a measure.|",5
"there are different ways of representing emotions in a machine. Categories is one of the most common and emotional dimensions is the other one. Maybe it's less popular. But the idea of the continuous dimensions is to label according to valence, which is is a dimension that just measures whether.|","Categories and dimensions represent machine emotions, with valence measuring them.|",4
"there are different ways of representing emotions in a machine. Categories is one of the most common and emotional dimensions is the other one. Maybe it's less popular. But the idea of the continuous dimensions is to label according to valence, which is is a dimension that just measures whether.|","Machines use categories, or less popular dimensions, for emotions measured by valence.|",3
"there are different ways of representing emotions in a machine. Categories is one of the most common and emotional dimensions is the other one. Maybe it's less popular. But the idea of the continuous dimensions is to label according to valence, which is is a dimension that just measures whether.|","Machines use categories and emotional dimensions for emotions, with valence measuring.|",2
"there are different ways of representing emotions in a machine. Categories is one of the most common and emotional dimensions is the other one. Maybe it's less popular. But the idea of the continuous dimensions is to label according to valence, which is is a dimension that just measures whether.|","Machines measure emotions with categories or dimensions, using valence.|",1
