original_sentence,summary,level,FRE
"But if you give you a different context, then people strongly agree that this is anger. So they have a lot of examples and they run a lot of experiments in using the exact same facial expression in different contexts. And they realize that the context strongly influences the way we perceive emotions. So this is the motivation of one of the projects I'm working on that started here in Barcelona and now I'm still working on it in collaboration with the effective computing group at MIT media lab and the idea behind this project is okay, we know there's a lot of information in the face, that's true, but for developing machines that accurately recognize emotions, we can just rely on the face. We need to understand the context of the person and in particularly we are working in the scene context, in the situation of the person. And the interesting thing of working in this type of context is that suddenly you can say much more about the emotion.","Experiments show that context affects how we perceive the same facial expressions. This motivated a project that started in Barcelona and now involves MIT. The goal is to make machines that understand emotional context, focusing on scene context.",5,44.815175438596526
"But if you give you a different context, then people strongly agree that this is anger. So they have a lot of examples and they run a lot of experiments in using the exact same facial expression in different contexts. And they realize that the context strongly influences the way we perceive emotions. So this is the motivation of one of the projects I'm working on that started here in Barcelona and now I'm still working on it in collaboration with the effective computing group at MIT media lab and the idea behind this project is okay, we know there's a lot of information in the face, that's true, but for developing machines that accurately recognize emotions, we can just rely on the face. We need to understand the context of the person and in particularly we are working in the scene context, in the situation of the person. And the interesting thing of working in this type of context is that suddenly you can say much more about the emotion.","Research shows context can change our perception of the same facial expression. This led to a project involving MIT, aiming to develop machines that understand emotions through context.",4,50.61785714285716
"But if you give you a different context, then people strongly agree that this is anger. So they have a lot of examples and they run a lot of experiments in using the exact same facial expression in different contexts. And they realize that the context strongly influences the way we perceive emotions. So this is the motivation of one of the projects I'm working on that started here in Barcelona and now I'm still working on it in collaboration with the effective computing group at MIT media lab and the idea behind this project is okay, we know there's a lot of information in the face, that's true, but for developing machines that accurately recognize emotions, we can just rely on the face. We need to understand the context of the person and in particularly we are working in the scene context, in the situation of the person. And the interesting thing of working in this type of context is that suddenly you can say much more about the emotion.","Context changes emotion perception, as shown through experiments. This inspired a project, now involving MIT, to help machines read emotions by considering context.",3,36.997282608695684
"But if you give you a different context, then people strongly agree that this is anger. So they have a lot of examples and they run a lot of experiments in using the exact same facial expression in different contexts. And they realize that the context strongly influences the way we perceive emotions. So this is the motivation of one of the projects I'm working on that started here in Barcelona and now I'm still working on it in collaboration with the effective computing group at MIT media lab and the idea behind this project is okay, we know there's a lot of information in the face, that's true, but for developing machines that accurately recognize emotions, we can just rely on the face. We need to understand the context of the person and in particularly we are working in the scene context, in the situation of the person. And the interesting thing of working in this type of context is that suddenly you can say much more about the emotion.","Context affects how we see emotions in faces. This started a project with MIT to help machines read emotions by looking at context, especially scene context.",2,56.97846153846157
"But if you give you a different context, then people strongly agree that this is anger. So they have a lot of examples and they run a lot of experiments in using the exact same facial expression in different contexts. And they realize that the context strongly influences the way we perceive emotions. So this is the motivation of one of the projects I'm working on that started here in Barcelona and now I'm still working on it in collaboration with the effective computing group at MIT media lab and the idea behind this project is okay, we know there's a lot of information in the face, that's true, but for developing machines that accurately recognize emotions, we can just rely on the face. We need to understand the context of the person and in particularly we are working in the scene context, in the situation of the person. And the interesting thing of working in this type of context is that suddenly you can say much more about the emotion.",Context changes how we see emotions in faces. A project with MIT was created to help machines understand this. Focus is on scene context.,1,68.28999999999999
"So maybe with the expression, you can say something about basic emotions, but there are some secondary emotions or social emotions that are very interesting that if you don't see the context, you cannot say anything about them.","Facial expressions can show basic emotions, but for complex emotions, context is essential.",1,30.947692307692336
"Like here, once you see the context, you might say that this person is feeling confident.",Context reveals that this person is feeling confident.,2,50.66500000000002
"When you define confidence as feeling of being certain, conviction that an outcome will be favorable, encouraged, or proud.",Confidence is the feeling of certainty and belief in a favorable outcome.,3,39.55500000000001
So that's the idea of the emotion recognition in context project.,This is the aim of the emotion recognition in context project.,4,57.23363636363638
"So what we want to do is we want to go from images like this one, so not just relating on the face and looking also at the context of the person, trying to recognize emotions, and for that, so this is a computer vision project.",We aim to recognize emotions from facial images and context using a computer vision project.,5,39.33000000000001
We know that in computer vision nowadays what is working best is deep learning models.,Deep learning models are currently the best in computer vision.,6,52.86500000000001
"So maybe with the expression, you can say something about basic emotions, but there are some secondary emotions or social emotions that are very interesting that if you don't see the context, you cannot say anything about them.","Expressions show basic emotions, but without context, complex emotions are hard to identify.",7,24.440000000000026
"Like here, once you see the context, you might say that this person is feeling confident.",Context shows this person is confident.,8,59.745000000000005
"When you define confidence as feeling of being certain, conviction that an outcome will be favorable, encouraged, or proud.",Confidence means feeling certain and believing in a good outcome.,9,52.86500000000001
So that's the idea of the emotion recognition in context project.,This is the emotion recognition in context project.,1,40.09
"So our idea was, okay, let's try to model this problem using deep learning. So first challenge that we faced, we didn't have any training data, of course, because as we said before, usually all the research on emotion recognition from images was focused on the face, so we didn't have any data set where we could see people in their context. So we were collecting a lot of images. Some of them were manually downloaded from search engines like Google, and other images came from public data sets that were already labeled with the bounding box of the person. And the images we collected are images like the ones that you see here, so people doing different things in very different situations. And what we did is we created annotation interfaces like this one that I'm showing you here.","We aimed to model this problem using deep learning, but the initial challenge was the lack of training data, as emotion recognition research mostly focused on faces. We collected images from search engines and public datasets, showing people in various contexts, and created annotation interfaces.",1,24.19750000000002
"So our idea was, okay, let's try to model this problem using deep learning. So first challenge that we faced, we didn't have any training data, of course, because as we said before, usually all the research on emotion recognition from images was focused on the face, so we didn't have any data set where we could see people in their context. So we were collecting a lot of images. Some of them were manually downloaded from search engines like Google, and other images came from public data sets that were already labeled with the bounding box of the person. And the images we collected are images like the ones that you see here, so people doing different things in very different situations. And what we did is we created annotation interfaces like this one that I'm showing you here.","We decided to use deep learning to model the problem but faced the challenge of no training data. Emotion recognition research typically focused on faces, so we gathered images from search engines and public datasets and developed annotation interfaces.",2,24.35019230769234
"So our idea was, okay, let's try to model this problem using deep learning. So first challenge that we faced, we didn't have any training data, of course, because as we said before, usually all the research on emotion recognition from images was focused on the face, so we didn't have any data set where we could see people in their context. So we were collecting a lot of images. Some of them were manually downloaded from search engines like Google, and other images came from public data sets that were already labeled with the bounding box of the person. And the images we collected are images like the ones that you see here, so people doing different things in very different situations. And what we did is we created annotation interfaces like this one that I'm showing you here.","We tried modeling the problem with deep learning but had no training data. Emotion recognition usually uses faces, so we collected images from search engines and datasets and made annotation interfaces.",3,27.360564516129045
"So our idea was, okay, let's try to model this problem using deep learning. So first challenge that we faced, we didn't have any training data, of course, because as we said before, usually all the research on emotion recognition from images was focused on the face, so we didn't have any data set where we could see people in their context. So we were collecting a lot of images. Some of them were manually downloaded from search engines like Google, and other images came from public data sets that were already labeled with the bounding box of the person. And the images we collected are images like the ones that you see here, so people doing different things in very different situations. And what we did is we created annotation interfaces like this one that I'm showing you here.","We aimed to model the problem with deep learning but lacked training data. Emotion research focused on faces, so we gathered images from search engines and datasets and created annotation tools.",4,38.27669354838713
"So our idea was, okay, let's try to model this problem using deep learning. So the first challenge that we faced, we didn't have any training data, of course, because as we said before, usually all the research on emotion recognition from images was focused on the face, so we didn't have any datasets where we could see people in their context. So we were collecting a lot of images. Some of them were manually downloaded from search engines like Google, and other images came from public datasets that were already labeled with the bounding box of the person. And the images we collected are images like the ones that you see here, so people doing different things in very different situations. And what we did is we created annotation interfaces like this one that I'm showing you here.",We used deep learning to model the problem but lacked training data. Emotion recognition mainly focused on faces. We collected images from search engines and datasets and made annotation tools.,5,41.58500000000001
"So our idea was, okay, let's try to model this problem using deep learning. So the first challenge that we faced, we didn't have any training data, of course, because as we said before, usually all the research on emotion recognition from images was focused on the face, so we didn't have any datasets where we could see people in their context. So we were collecting a lot of images. Some of them were manually downloaded from search engines like Google, and other images came from public datasets that were already labeled with the bounding box of the person. And the images we collected are images like the ones that you see here, so people doing different things in very different situations. And what we did is we created annotation interfaces like this one that I'm showing you here.",We tried to model the problem using deep learning but lacked training data. Emotion research focused on faces. We collected images from search engines and datasets and created annotation interfaces.,6,35.94500000000002
"So our idea was, okay, let's try to model this problem using deep learning. So the first challenge that we faced, we didn't have any training data, of course, because as we said before, usually all the research on emotion recognition from images was focused on the face, so we didn't have any datasets where we could see people in their context. So we were collecting a lot of images. Some of them were manually downloaded from search engines like Google, and other images came from public datasets that were already labeled with the bounding box of the person. And the images we collected are images like the ones that you see here, so people doing different things in very different situations. And what we did is we created annotation interfaces like this one that I'm showing you here.","We aimed to model the issue with deep learning but had no training data. Emotion recognition typically focused on faces, so we collected context-rich images from search engines and datasets and created annotation interfaces.",7,22.868235294117653
"So our idea was, okay, let's try to model this problem using deep learning. So the first challenge that we faced, we didn't have any training data, of course, because as we said before, usually all the research on emotion recognition from images was focused on the face, so we didn't have any datasets where we could see people in their context. So we were collecting a lot of images. Some of them were manually downloaded from search engines like Google, and other images came from public datasets that were already labeled with the bounding box of the person. And the images we collected are images like the ones that you see here, so people doing different things in very different situations. And what we did is we created annotation interfaces like this one that I'm showing you here.","We used deep learning for this problem but lacked training data. Emotion research focused on faces, so we collected context-rich images from search engines and datasets and created annotation tools.",8,36.51000000000002
"So our idea was, okay, let's try to model this problem using deep learning. So the first challenge that we faced, we didn't have any training data, of course, because as we said before, usually all the research on emotion recognition from images was focused on the face, so we didn't have any datasets where we could see people in their context. So we were collecting a lot of images. Some of them were manually downloaded from search engines like Google, and other images came from public datasets that were already labeled with the bounding box of the person. And the images we collected are images like the ones that you see here, so people doing different things in very different situations. And what we did is we created annotation interfaces like this one that I'm showing you here.","Using deep learning, we modeled the issue but lacked data. We collected context-rich images from search engines and datasets and developed annotation interfaces.",9,22.2842391304348
"So our idea was, okay, let's try to model this problem using deep learning. So the first challenge that we faced, we didn't have any training data, of course, because as we said before, usually all the research on emotion recognition from images was focused on the face, so we didn't have any datasets where we could see people in their context. So we were collecting a lot of images. Some of them were manually downloaded from search engines like Google, and other images came from public datasets that were already labeled with the bounding box of the person. And the images we collected are images like the ones that you see here, so people doing different things in very different situations. And what we did is we created annotation interfaces like this one that I'm showing you here.",We used deep learning to model the issue but didn't have data. We collected context-rich images from online search and public datasets and made annotation tools.,1,50.470769230769264
So where we asked annotators to label what emotion category they thought this person was expressing in this specific situation.,We asked annotators to label the emotion category for this situation.,1,18.77909090909094
We had two different interfaces.,We used two interfaces.,9,54.72500000000002
This is the one of emotion categories.,This one is for emotion categories.,7,45.64500000000001
And we have another one for continuous dimensions.,We have another for continuous dimensions.,7,17.44500000000002
So there are different ways of representing emotions in a machine.,Machines can represent emotions in different ways.,6,30.53000000000003
Categories is one of the most common and emotional dimensions is the other one.,Categories and dimensions are common emotion representations.,5,-29.898571428571415
So where we asked annotators to label what emotion category they thought this person was expressing in this specific situation.,Annotators were asked to label emotions for this situation.,4,28.50000000000003
We had two different interfaces.,We had two different interfaces for labeling.,2,30.53000000000003
This is the one of emotion categories.,This is the interface for emotion categories.,3,30.53000000000003
And we have another one for continuous dimensions.,We have another interface for continuous dimensions.,5,6.35857142857148
Maybe it's less popular.,It might be less known.,9,117.16000000000003
"But the idea of the continuous dimensions is to label according to valence, which is is a dimension that just measures whether someone is feeling something positive or something negative.","The continuous dimensions label emotions by valence, measuring if feelings are positive or negative.",4,11.339285714285722
"A rousal is measuring whether someone is in calm or very ready to act, very agitated.",Arousal measures if someone is calm or very agitated.,6,28.50000000000003
And then dominance that is measuring whether someone is feeling dominated by the situation or the opposite is that someone is feeling in control of the situation.,Dominance measures if someone feels dominated or in control.,5,28.50000000000003
"And then we also collected some demographics of the person in the picture, like the gender or the estimated age.","We also collected the person's demographics, like gender and age.",5,35.94500000000002
"Maybe it's less popular. But the idea of the continuous dimensions is to label according to valence, which is is a dimension that just measures whether someone is feeling something positive or something negative. A rousal is measuring whether someone is in calm or very ready to act, very agitated. And then dominance that is measuring whether someone is feeling dominated by the situation or the opposite is that someone is feeling in control of the situation. And then we also collected some demographics of the person in the picture, like the gender or the estimated age. And we use cloud sourcing for collecting all of these annotations.","The idea of continuous dimensions labels emotions by valence (positive or negative), arousal (calm or agitated), and dominance (dominated or in control). Collected demographics include gender and age, using crowdsourcing for annotations.",4,5.532499999999999
Maybe it's less popular.,Maybe it's less popular.,9,33.57500000000002
"But the idea of the continuous dimensions is to label according to valence, which is is a dimension that just measures whether someone is feeling something positive or something negative.",Valence measures whether feelings are positive or negative.,5,18.940000000000026
"A rousal is measuring whether someone is in calm or very ready to act, very agitated.",Arousal measures if someone is calm or agitated.,6,29.515000000000015
"And then we also collected some demographics of the person in the picture, like the gender or the estimated age.",We gathered demographics like gender and age.,6,42.61571428571432
"In particular, we use the platform Amazon Mechanical Turk. And after this process, we came up with what we call the emoric data set, which is a collection of these images, 23,000 annotated images, 34,000 annotated people. Because for some images, we have multiple people annotated. I'm going to show you a little bit about the deep learning model that we developed as a baseline to model this problem. So what we did, it's a very simple model. This is the representation of the architecture.|","We use Amazon Mechanical Turk to create the emoric data set with 23,000 images and 34,000 annotated people. Some images have multiple people. I’ll show a simple deep learning model we developed. This is its architecture.|",9,52.00000000000003
"In particular, we use the platform Amazon Mechanical Turk. And after this process, we came up with what we call the emoric data set, which is a collection of these images, 23,000 annotated images, 34,000 annotated people. Because for some images, we have multiple people annotated. I'm going to show you a little bit about the deep learning model that we developed as a baseline to model this problem. So what we did, it's a very simple model. This is the representation of the architecture.|","We use Amazon Mechanical Turk and created the emoric data set with 23,000 images and 34,000 people annotated. Some images have multiple people. I will show our deep learning model’s architecture.|",8,46.24989247311828
"In particular, we use the platform Amazon Mechanical Turk. And after this process, we came up with what we call the emoric data set, which is a collection of these images, 23,000 annotated images, 34,000 annotated people. Because for some images, we have multiple people annotated. I'm going to show you a little bit about the deep learning model that we developed as a baseline to model this problem. So what we did, it's a very simple model. This is the representation of the architecture.|","We used Amazon Mechanical Turk to get the emoric data set. It has 23,000 images and 34,000 annotated people with some images having multiple people. I will show our simple deep learning model's architecture.|",7,51.01401960784315
"In particular, we use the platform Amazon Mechanical Turk. And after this process, we came up with what we call the emoric data set, which is a collection of these images, 23,000 annotated images, 34,000 annotated people. Because for some images, we have multiple people annotated. I'm going to show you a little bit about the deep learning model that we developed as a baseline to model this problem. So what we did, it's a very simple model. This is the representation of the architecture.|","Using Amazon Mechanical Turk, we gathered the emoric data set, which contains 23,000 images and 34,000 people, some annotated multiple times. I will introduce our simple deep learning model.|",6,43.33818965517244
"In particular, we use the platform Amazon Mechanical Turk. And after this process, we came up with what we call the emoric data set, which is a collection of these images, 23,000 annotated images, 34,000 annotated people. Because for some images, we have multiple people annotated. I'm going to show you a little bit about the deep learning model that we developed as a baseline to model this problem. So what we did, it's a very simple model. This is the representation of the architecture.|","We use Amazon Mechanical Turk to create the emoric data set with 23,000 images and 34,000 people annotated, as some images have many annotations. I will present our simple deep learning model.|",5,45.18875
"In particular, we use the platform Amazon Mechanical Turk. And after this process, we came up with what we call the emoric data set, which is a collection of these images, 23,000 annotated images, 34,000 annotated people. Because for some images, we have multiple people annotated. I'm going to show you a little bit about the deep learning model that we developed as a baseline to model this problem. So what we did, it's a very simple model. This is the representation of the architecture.|","Using Amazon Mechanical Turk, we collected the emoric data set, containing 23,000 images and 34,000 people annotated, with some images having multiple annotations. I’ll present our simple deep learning model.|",4,30.870000000000033
"In particular, we use the platform Amazon Mechanical Turk. And after this process, we came up with what we call the emoric data set, which is a collection of these images, 23,000 annotated images, 34,000 annotated people. Because for some images, we have multiple people annotated. I'm going to show you a little bit about the deep learning model that we developed as a baseline to model this problem. So what we did, it's a very simple model. This is the representation of the architecture.|","We utilized Amazon Mechanical Turk to generate the emoric data set. This comprises 23,000 images and 34,000 people annotated, with some images containing multiple annotations. I will now demonstrate our fundamental deep learning model.|",3,23.64343137254906
"In particular, we use the platform Amazon Mechanical Turk. And after this process, we came up with what we call the emoric data set, which is a collection of these images, 23,000 annotated images, 34,000 annotated people. Because for some images, we have multiple people annotated. I'm going to show you a little bit about the deep learning model that we developed as a baseline to model this problem. So what we did, it's a very simple model. This is the representation of the architecture.|","By using Amazon Mechanical Turk, we crafted the emoric data set, which incorporates a total of 23,000 images and 34,000 people annotated, as certain images have various annotations. I am going to present to you our elementary deep learning model.|",2,30.025000000000034
"In particular, we use the platform Amazon Mechanical Turk. And after this process, we came up with what we call the emoric data set, which is a collection of these images, 23,000 annotated images, 34,000 annotated people. Because for some images, we have multiple people annotated. I'm going to show you a little bit about the deep learning model that we developed as a baseline to model this problem. So what we did, it's a very simple model. This is the representation of the architecture.|","Using Amazon Mechanical Turk, we produced the emoric data set, which consists of a collection of 23,000 images and 34,000 people annotated. For certain images, we have multiple annotations. I am about to exhibit to you our basic deep learning model.|",1,46.4608943089431
"So basically, we have as input the image, and we know the location of the target person that we are trying to recognize the emotion of.",We input the image and pinpoint the target person's location for emotion recognition.,9,24.440000000000026
And then we have one module that is extracting person features.,"Then, a module extracts features of the person.",8,61.24000000000001
So it's fully convolutional and we extract features of the bounding box containing the person.,"It is fully convolutional, extracting features from the bounding box of the person.",5,37.455384615384645
And then we have another module which is the context features that takes as an input the whole image and extract also enough using a fully convolutional network features about the context.,Another module extracts context features from the entire image using a fully convolutional network.,4,17.382142857142867
And then we merge these features.,"Then, we combine these features.",9,66.40000000000003
We have one fully connected layer.,We use a fully connected layer.,9,59.745000000000005
"And we separate the recognition of balance, and also land dominance, and the emotion categories. And the type of loss function that we use is regression, because from our experiments, we saw that it was the best way to model our data. So these are the type of results that we get. So these are the type of images that we get. This is recognition of anticipation, excitement, engagement, and confidence in this case. This is another example of recognition, pleasure, happiness, and affection in this other picture.","We separate recognition of balance, land dominance, and emotion categories, using regression as the loss function. From our experiments, we found it the best way to model data. We get these types of results and images, recognizing anticipation, excitement, engagement, and confidence in one case. Another example shows recognition of pleasure, happiness, and affection.",1,31.765833333333376
"And we separate the recognition of balance, and also land dominance, and the emotion categories. And the type of loss function that we use is regression, because from our experiments, we saw that it was the best way to model our data. So these are the type of results that we get. So these are the type of images that we get. This is recognition of anticipation, excitement, engagement, and confidence in this case. This is another example of recognition, pleasure, happiness, and affection in this other picture.","We use regression to model data for recognizing balance, land dominance, and different emotions. Our experiments showed it's the best method. We get results like anticipation, excitement, engagement, and confidence in one image and pleasure, happiness, and affection in another.",2,28.331666666666678
"And we separate the recognition of balance, and also land dominance, and the emotion categories. And the type of loss function that we use is regression, because from our experiments, we saw that it was the best way to model our data. So these are the type of results that we get. So these are the type of images that we get. This is recognition of anticipation, excitement, engagement, and confidence in this case. This is another example of recognition, pleasure, happiness, and affection in this other picture.","We use regression to model data for recognizing balance, land dominance, and emotions. Our experiments found it most effective. Results include recognizing anticipation, excitement, engagement, and confidence, plus pleasure, happiness, and affection.",3,13.589583333333366
"And we separate the recognition of balance, and also land dominance, and the emotion categories. And the type of loss function that we use is regression, because from our experiments, we saw that it was the best way to model our data. So these are the type of results that we get. So these are the type of images that we get. This is recognition of anticipation, excitement, engagement, and confidence in this case. This is another example of recognition, pleasure, happiness, and affection in this other picture.","We identify balance, land dominance, and emotions using regression after experiments proved it best. We recognize anticipation, excitement, engagement, confidence, pleasure, happiness, and affection in images.",4,-1.5907692307691832
"And we separate the recognition of balance, and also land dominance, and the emotion categories. And the type of loss function that we use is regression, because from our experiments, we saw that it was the best way to model our data. So these are the type of results that we get. So these are the type of images that we get. This is recognition of anticipation, excitement, engagement, and confidence in this case. This is another example of recognition, pleasure, happiness, and affection in this other picture.","For balance, land dominance, and emotions, we use regression, the best method from experiments. Results include recognizing anticipation, excitement, engagement, confidence, pleasure, happiness, and affection.",5,4.643499999999989
"And we separate the recognition of balance, and also land dominance, and the emotion categories. And the type of loss function that we use is regression, because from our experiments, we saw that it was the best way to model our data. So these are the type of results that we get. So these are the type of images that we get. This is recognition of anticipation, excitement, engagement, and confidence in this case. This is another example of recognition, pleasure, happiness, and affection in this other picture.","For recognizing balance, land dominance, and emotions, we use regression, found best from experiments. We get results like anticipation, excitement, engagement, confidence, pleasure, happiness, and affection.",6,14.678461538461562
"And we separate the recognition of balance, and also land dominance, and the emotion categories. And the type of loss function that we use is regression, because from our experiments, we saw that it was the best way to model our data. So these are the type of results that we get. So these are the type of images that we get. This is recognition of anticipation, excitement, engagement, and confidence in this case. This is another example of recognition, pleasure, happiness, and affection in this other picture.","We use regression to recognize balance, land dominance, and emotions, shown best by experiments. Results include recognizing anticipation, excitement, engagement, confidence, pleasure, happiness, and affection.",7,1.2595000000000312
"And we separate the recognition of balance, and also land dominance, and the emotion categories. And the type of loss function that we use is regression, because from our experiments, we saw that it was the best way to model our data. So these are the type of results that we get. So these are the type of images that we get. This is recognition of anticipation, excitement, engagement, and confidence in this case. This is another example of recognition, pleasure, happiness, and affection in this other picture.","We use regression for recognizing balance, land dominance, and emotions using regression, best by our experiments. Our results include anticipation, excitement, engagement, confidence, happiness, and affection.",8,8.170769230769253
"And we separate the recognition of balance, and also land dominance, and the emotion categories. And the type of loss function that we use is regression, because from our experiments, we saw that it was the best way to model our data. So these are the type of results that we get. So these are the type of images that we get. This is recognition of anticipation, excitement, engagement, and confidence in this case. This is another example of recognition, pleasure, happiness, and affection in this other picture.","We use regression for recognizing balance, land dominance, and emotions. Experiments showed it's best. Results include anticipation, excitement, confidence, happiness, and affection in images.",9,8.365000000000009
"And we separate the recognition of balance, and also land dominance, and the emotion categories. And the type of loss function that we use is regression, because from our experiments, we saw that it was the best way to model our data. So these are the type of results that we get. So these are the type of images that we get. This is recognition of anticipation, excitement, engagement, and confidence in this case. This is another example of recognition, pleasure, happiness, and affection in this other picture.","We use regression to identify balance, land dominance, and emotions. The experiments showed this is best. Results include recognizing anticipation, excitement, confidence, and happiness in pictures.",1,15.822948717948748
"Another one pretty challenging that here is, it recognized happiness, the system, but here you don't see the face. So clearly somehow it's extracting some information about the context and the situation. Here another interesting example where for this guy, and the recognition of emotions was like pleasure, affection and happiness, but for the other person, it was like a mess, so it recognized almost everything possible, and so this is showing that not all the information is coming just from the context, but it's the combination of the context and the person which actually creates the output. So the truth is that this system is not working very well, so this is the first attempt in trying to recognize emotions using not just face, but using person and situational context. So this is our first baseline. We are progressing this project in different directions.","The system recognized happiness without seeing the face, indicating it uses context. Another example showed it can detect multiple emotions based on both context and the person. However, the system isn't very effective yet. This is the first attempt to recognize emotions using context and person. The project is developing further.",1,42.2114117647059
"Another one pretty challenging that here is, it recognized happiness, the system, but here you don't see the face. So clearly somehow it's extracting some information about the context and the situation. Here another interesting example where for this guy, and the recognition of emotions was like pleasure, affection and happiness, but for the other person, it was like a mess, so it recognized almost everything possible, and so this is showing that not all the information is coming just from the context, but it's the combination of the context and the person which actually creates the output. So the truth is that this system is not working very well, so this is the first attempt in trying to recognize emotions using not just face, but using person and situational context. So this is our first baseline. We are progressing this project in different directions.","The system could identify happiness without seeing the face, using context. In another case, it detected various emotions, using context and the person. The system is not very reliable yet. This is a first attempt to use context and person to recognize emotions. The project continues.",2,50.366565217391326
"Another one pretty challenging that here is, it recognized happiness, the system, but here you don't see the face. So clearly somehow it's extracting some information about the context and the situation. Here another interesting example where for this guy, and the recognition of emotions was like pleasure, affection and happiness, but for the other person, it was like a mess, so it recognized almost everything possible, and so this is showing that not all the information is coming just from the context, but it's the combination of the context and the person which actually creates the output. So the truth is that this system is not working very well, so this is the first attempt in trying to recognize emotions using not just face, but using person and situational context. So this is our first baseline. We are progressing this project in different directions.","The system recognized happiness without seeing the face, implying it uses context. In another case, it identified various emotions, combining context and the person. However, the system is not very effective yet. This is its first attempt to use both context and person for emotion recognition, and the project is ongoing.",3,42.94080882352944
"Another one pretty challenging that here is, it recognized happiness, the system, but here you don't see the face. So clearly somehow it's extracting some information about the context and the situation. Here another interesting example where for this guy, and the recognition of emotions was like pleasure, affection and happiness, but for the other person, it was like a mess, so it recognized almost everything possible, and so this is showing that not all the information is coming just from the context, but it's the combination of the context and the person which actually creates the output. So the truth is that this system is not working very well, so this is the first attempt in trying to recognize emotions using not just face, but using person and situational context. So this is our first baseline. We are progressing this project in different directions.","The system recognized happiness without seeing the face, hinting it uses context. It identified various emotions using both context and the person. The system is not very effective yet. This is its first attempt to combine context and person for emotion recognition. The project is ongoing.",4,48.52743478260871
"Another one pretty challenging that here is, it recognized happiness, the system, but here you don't see the face. So clearly somehow it's extracting some information about the context and the situation. Here another interesting example where for this guy, and the recognition of emotions was like pleasure, affection and happiness, but for the other person, it was like a mess, so it recognized almost everything possible, and so this is showing that not all the information is coming just from the context, but it's the combination of the context and the person which actually creates the output. So the truth is that this system is not working very well, so this is the first attempt in trying to recognize emotions using not just face, but using person and situational context. So this is our first baseline. We are progressing this project in different directions.","The system recognized happiness without seeing the face, indicating it uses context. In another instance, it identified various emotions using context and the person, but it is not very effective yet. This is its first attempt combining context and person for emotion recognition and the project is developing.",5,33.732500000000016
"Another one pretty challenging that here is, it recognized happiness, the system, but here you don't see the face. So clearly somehow it's extracting some information about the context and the situation. Here another interesting example where for this guy, and the recognition of emotions was like pleasure, affection and happiness, but for the other person, it was like a mess, so it recognized almost everything possible, and so this is showing that not all the information is coming just from the context, but it's the combination of the context and the person which actually creates the output. So the truth is that this system is not working very well, so this is the first attempt in trying to recognize emotions using not just face, but using person and situational context. So this is our first baseline. We are progressing this project in different directions.","The system recognized happiness without seeing the face, so it uses context. Another case showed it identifies many emotions using both context and person. The system is not very effective yet. This is its first attempt at combining context and person for emotion recognition, and the project is developing.",6,45.91961734693879
"Another one pretty challenging that here is, it recognized happiness, the system, but here you don't see the face. So clearly somehow it's extracting some information about the context and the situation. Here another interesting example where for this guy, and the recognition of emotions was like pleasure, affection and happiness, but for the other person, it was like a mess, so it recognized almost everything possible, and so this is showing that not all the information is coming just from the context, but it's the combination of the context and the person which actually creates the output. So the truth is that this system is not working very well, so this is the first attempt in trying to recognize emotions using not just face, but using person and situational context. So this is our first baseline. We are progressing this project in different directions.","The system recognized happiness without seeing the face, hinting it uses context. Another case showed it can detect emotions by combining context and person. The system still needs improvement. This is its first attempt at using context and person for emotions, and the project continues.",7,54.41625000000002
"Another one pretty challenging that here is, it recognized happiness, the system, but here you don't see the face. So clearly somehow it's extracting some information about the context and the situation. Here another interesting example where for this guy, and the recognition of emotions was like pleasure, affection and happiness, but for the other person, it was like a mess, so it recognized almost everything possible, and so this is showing that not all the information is coming just from the context, but it's the combination of the context and the person which actually creates the output. So the truth is that this system is not working very well, so this is the first attempt in trying to recognize emotions using not just face, but using person and situational context. So this is our first baseline. We are progressing this project in different directions.","The system recognized happiness without seeing the face, indicating it uses context. Another case showed it can detect emotions by combining context and person. The system needs improvement. This is its first attempt at using context and person for emotions. The project continues.",8,50.54786046511629
"Another one pretty challenging that here is, it recognized happiness, the system, but here you don't see the face. So clearly somehow it's extracting some information about the context and the situation. Here another interesting example where for this guy, and the recognition of emotions was like pleasure, affection and happiness, but for the other person, it was like a mess, so it recognized almost everything possible, and so this is showing that not all the information is coming just from the context, but it's the combination of the context and the person which actually creates the output. So the truth is that this system is not working very well, so this is the first attempt in trying to recognize emotions using not just face, but using person and situational context. So this is our first baseline. We are progressing this project in different directions.","The system recognized happiness without seeing the face, so it uses context. Another case showed it can detect emotions by combining context and person. The system still needs work. This is its first attempt at using context and person for emotions, and the project continues.",9,60.056250000000034
"So the Red House restaurant is a restaurant in Cambridge, Massachusetts in USA. So if you go to this restaurant and you never went to this restaurant and you want to know how this restaurant works, so you Google this restaurant and you get all of these reviews. So this is one example of a review of the Red House restaurant. Okay, so let's focus in a piece of this review. review. So here it says, what's a delight, terrific menu, great craft, cocktails, unpretentious atmosphere of mostly locals and college professors chatting over dinner.","The Red House restaurant is in Cambridge, Massachusetts. If you've never been and want to know more, you can search for reviews online. One review says it's delightful with a great menu, craft cocktails, and an unpretentious atmosphere frequented by locals and college professors.",1,55.434696969697
