original_sentence,summary,level,FRE,performance,performance,performance
"But if you give you a different context, then people strongly agree that this is anger. So they have a lot of examples and they run a lot of experiments in using the exact same facial expression in different contexts.|",Context affects how people perceive anger; they use the same face in tests.,6,76.50153846153849,0,0,0
"But if you give you a different context, then people strongly agree that this is anger. So they have a lot of examples and they run a lot of experiments in using the exact same facial expression in different contexts.|",Context influences anger perception; same facial expressions are tested.,7,9.700000000000017,0,0,0
"But if you give you a different context, then people strongly agree that this is anger. So they have a lot of examples and they run a lot of experiments in using the exact same facial expression in different contexts.|",People see anger differently based on context; they test faces.,8,61.32500000000002,0,0,0
"But if you give you a different context, then people strongly agree that this is anger. So they have a lot of examples and they run a lot of experiments in using the exact same facial expression in different contexts.|",Context changes how people see anger; they test faces.,9,66.10000000000002,0,0,0
"And they realize that the context strongly influences the way we perceive emotions. So this is the motivation of one of the projects I'm working on that started here in Barcelona and now I'm still working on it in collaboration with the effective computing group at MIT media lab and the idea behind this project is okay, we know there's a lot of information in the face, that's true, but for developing machines that accurately recognize emotions, we can just rely on the face.","They know context changes how we see emotions, so one project I started in Barcelona and now do with MIT focuses on both face and context for machines to read emotions.",9,44.37645161290325,0,0,0
"And they realize that the context strongly influences the way we perceive emotions. So this is the motivation of one of the projects I'm working on that started here in Barcelona and now I'm still working on it in collaboration with the effective computing group at MIT media lab and the idea behind this project is okay, we know there's a lot of information in the face, that's true, but for developing machines that accurately recognize emotions, we can just rely on the face.","They see the context affects emotion perception, sparking a project I began in Barcelona and now collaborate on with MIT, studying both face and context for machines to recognize emotions.",8,26.92500000000004,0,0,0
"And they realize that the context strongly influences the way we perceive emotions. So this is the motivation of one of the projects I'm working on that started here in Barcelona and now I'm still working on it in collaboration with the effective computing group at MIT media lab and the idea behind this project is okay, we know there's a lot of information in the face, that's true, but for developing machines that accurately recognize emotions, we can just rely on the face.","They know the context impacts how we feel emotions, motivating a project started in Barcelona and now continued with MIT, showing machines need more than facial data to read emotions.",7,35.38500000000002,0,0,0
"And they realize that the context strongly influences the way we perceive emotions. So this is the motivation of one of the projects I'm working on that started here in Barcelona and now I'm still working on it in collaboration with the effective computing group at MIT media lab and the idea behind this project is okay, we know there's a lot of information in the face, that's true, but for developing machines that accurately recognize emotions, we can just rely on the face.","They understand that context impacts emotion perception. This led to a project that began in Barcelona and continues with MIT, showing that machines need more than facial data to recognize emotions.",6,43.73475806451617,0,0,0
"And they realize that the context strongly influences the way we perceive emotions. So this is the motivation of one of the projects I'm working on that started here in Barcelona and now I'm still working on it in collaboration with the effective computing group at MIT media lab and the idea behind this project is okay, we know there's a lot of information in the face, that's true, but for developing machines that accurately recognize emotions, we can just rely on the face.","They realize how context affects our emotion perception. This triggered a project I began in Barcelona and continue with MIT. We learned that for machines to recognize emotions accurately, relying only on facial data is insufficient.",5,37.20500000000001,0,0,0
"And they realize that the context strongly influences the way we perceive emotions. So this is the motivation of one of the projects I'm working on that started here in Barcelona and now I'm still working on it in collaboration with the effective computing group at MIT media lab and the idea behind this project is okay, we know there's a lot of information in the face, that's true, but for developing machines that accurately recognize emotions, we can just rely on the face.",They discover the context strongly affects emotion perception. This inspired a project started in Barcelona and developed with MIT. The project shows that machines need more than facial data to recognize emotions accurately.,4,39.28818181818184,0,0,0
"And they realize that the context strongly influences the way we perceive emotions. So this is the motivation of one of the projects I'm working on that started here in Barcelona and now I'm still working on it in collaboration with the effective computing group at MIT media lab and the idea behind this project is okay, we know there's a lot of information in the face, that's true, but for developing machines that accurately recognize emotions, we can just rely on the face.",They find that context strongly impacts how we see emotions. This drove a project I began in Barcelona and continued with MIT to understand that machines need more than facial data to recognize emotions accurately.,3,44.04392857142861,0,0,0
"And they realize that the context strongly influences the way we perceive emotions. So this is the motivation of one of the projects I'm working on that started here in Barcelona and now I'm still working on it in collaboration with the effective computing group at MIT media lab and the idea behind this project is okay, we know there's a lot of information in the face, that's true, but for developing machines that accurately recognize emotions, we can just rely on the face.","They understand that context greatly influences emotion perception. This led to a project I began in Barcelona and worked on with MIT, revealing that machines need more than just facial data to recognize emotions accurately.",2,39.20964285714288,0,0,0
"And they realize that the context strongly influences the way we perceive emotions. So this is the motivation of one of the projects I'm working on that started here in Barcelona and now I'm still working on it in collaboration with the effective computing group at MIT media lab and the idea behind this project is okay, we know there's a lot of information in the face, that's true, but for developing machines that accurately recognize emotions, we can just rely on the face.",They recognize that context significantly affects emotion perception. This discovery led to a long-term project I started in Barcelona and continued with MIT. It shows that relying on facial data alone is not enough for machines to accurately recognize emotions.,1,30.446666666666687,0,0,0
"We need to understand the context of the person and in particularly we are working in the scene context, in the situation of the person. And the interesting thing of working in this type of context is that suddenly you can say much more about the emotion.","Comprehending the person's context, particularly in their scene, reveals more about their emotion.",9,24.440000000000026,0,0,0
"We need to understand the context of the person and in particularly we are working in the scene context, in the situation of the person. And the interesting thing of working in this type of context is that suddenly you can say much more about the emotion.","Knowing the person's context, especially in their scene, can reveal more emotion.",8,53.655,0,0,0
"We need to understand the context of the person and in particularly we are working in the scene context, in the situation of the person. And the interesting thing of working in this type of context is that suddenly you can say much more about the emotion.","Understanding the person's context, notably in the scene, clarifies more emotion.",7,26.470000000000027,0,0,0
"We need to understand the context of the person and in particularly we are working in the scene context, in the situation of the person. And the interesting thing of working in this type of context is that suddenly you can say much more about the emotion.","Grasping the context of the person, particularly in scenes, reveals more about their emotions.",6,41.553571428571445,0,0,0
"We need to understand the context of the person and in particularly we are working in the scene context, in the situation of the person. And the interesting thing of working in this type of context is that suddenly you can say much more about the emotion.","By understanding a person's context, especially in scenes, you can discern more emotions.",5,43.963076923076954,0,0,0
"We need to understand the context of the person and in particularly we are working in the scene context, in the situation of the person. And the interesting thing of working in this type of context is that suddenly you can say much more about the emotion.","By studying a person's context, particularly in scene situations, emotions become clearer.",4,11.355000000000018,0,0,0
"We need to understand the context of the person and in particularly we are working in the scene context, in the situation of the person. And the interesting thing of working in this type of context is that suddenly you can say much more about the emotion.","Understanding the context of a person, especially in scene situations, allows one to express more about emotions.",3,35.309411764705914,1,1,1
"We need to understand the context of the person and in particularly we are working in the scene context, in the situation of the person. And the interesting thing of working in this type of context is that suddenly you can say much more about the emotion.","Comprehending a person's situational context, particularly within a scene, significantly enhances one's ability to articulate about their emotions.",2,-32.33499999999998,0,0,0
"We need to understand the context of the person and in particularly we are working in the scene context, in the situation of the person. And the interesting thing of working in this type of context is that suddenly you can say much more about the emotion.","To understand a person's situation and emotions, focus on their specific scene to express more about their feelings.",8,38.16500000000002,0,0,0
"So maybe with the expression, you can say something about basic emotions, but there are some secondary emotions or social emotions that are very interesting that if you don't see the context, you cannot say anything about them. Like here, once you see the context, you might say that this person is feeling confident.","Without context, you can only identify basic emotions from expressions, not complex ones like confidence.",1,28.05000000000001,0,0,0
"So maybe with the expression, you can say something about basic emotions, but there are some secondary emotions or social emotions that are very interesting that if you don't see the context, you cannot say anything about them. Like here, once you see the context, you might say that this person is feeling confident.","Identifying social emotions requires context, unlike basic emotions seen in expressions.",2,-11.98454545454544,0,0,0
"So maybe with the expression, you can say something about basic emotions, but there are some secondary emotions or social emotions that are very interesting that if you don't see the context, you cannot say anything about them. Like here, once you see the context, you might say that this person is feeling confident.","Basic emotions are seen in expressions, but social emotions need context to identify.",3,30.947692307692336,1,1,1
"So maybe with the expression, you can say something about basic emotions, but there are some secondary emotions or social emotions that are very interesting that if you don't see the context, you cannot say anything about them. Like here, once you see the context, you might say that this person is feeling confident.",You need context to know social emotions; expressions show only basic ones.,4,53.655,0,0,0
"So maybe with the expression, you can say something about basic emotions, but there are some secondary emotions or social emotions that are very interesting that if you don't see the context, you cannot say anything about them. Like here, once you see the context, you might say that this person is feeling confident.",Context is needed for social emotions; expressions show basic emotions.,5,27.485000000000014,0,0,0
"So maybe with the expression, you can say something about basic emotions, but there are some secondary emotions or social emotions that are very interesting that if you don't see the context, you cannot say anything about them. Like here, once you see the context, you might say that this person is feeling confident.","Context helps identify social emotions, while expressions show basic.",6,19.100000000000023,0,0,0
"So maybe with the expression, you can say something about basic emotions, but there are some secondary emotions or social emotions that are very interesting that if you don't see the context, you cannot say anything about them. Like here, once you see the context, you might say that this person is feeling confident.","Context reveals social emotions, expressions show basic ones.",7,29.515000000000015,0,0,0
"So maybe with the expression, you can say something about basic emotions, but there are some secondary emotions or social emotions that are very interesting that if you don't see the context, you cannot say anything about them. Like here, once you see the context, you might say that this person is feeling confident.",Social emotions need context; expressions show basic emotions.,8,18.940000000000026,0,0,0
"So maybe with the expression, you can say something about basic emotions, but there are some secondary emotions or social emotions that are very interesting that if you don't see the context, you cannot say anything about them. Like here, once you see the context, you might say that this person is feeling confident.",Context is needed for social emotions.,9,45.64500000000001,0,0,0
"So maybe with the expression, you can say something about basic emotions, but there are some secondary emotions or social emotions that are very interesting that if you don't see the context, you cannot say anything about them. Like here, once you see the context, you might say that this person is feeling confident.",Expressions show basic emotions. Social emotions need context.,1,23.00000000000003,0,0,0
"When you define confidence as feeling of being certain, conviction that an outcome will be favorable, encouraged, or proud. So that's the idea of the emotion recognition in context project.","Confidence is feeling certain and positive about outcomes, relevant to emotion recognition projects.",9,-1.5907692307691832,0,0,0
"When you define confidence as feeling of being certain, conviction that an outcome will be favorable, encouraged, or proud. So that's the idea of the emotion recognition in context project.","Confidence means feeling sure, positive of a good outcome, and it ties into emotion recognition projects.",8,37.25750000000002,0,0,0
"When you define confidence as feeling of being certain, conviction that an outcome will be favorable, encouraged, or proud. So that's the idea of the emotion recognition in context project.","Confidence refers to being sure and positive, and this concept relates to the emotion recognition project.",7,31.97,0,0,0
"When you define confidence as feeling of being certain, conviction that an outcome will be favorable, encouraged, or proud. So that's the idea of the emotion recognition in context project.","Confidence involves certainty and belief in favorable outcomes, being proud, relevant to emotion recognition projects.",5,-5.789999999999992,0,0,0
"When you define confidence as feeling of being certain, conviction that an outcome will be favorable, encouraged, or proud. So that's the idea of the emotion recognition in context project.","Confidence is feeling certain, believing in favorable results, feeling proud, crucial for emotion recognition projects.",4,5.490000000000009,0,0,0
"When you define confidence as feeling of being certain, conviction that an outcome will be favorable, encouraged, or proud. So that's the idea of the emotion recognition in context project.","Confidence is the belief of being sure, expecting good results, encouraged or proud, applicable to emotion recognition in context projects.",3,21.565000000000026,0,0,0
"When you define confidence as feeling of being certain, conviction that an outcome will be favorable, encouraged, or proud. So that's the idea of the emotion recognition in context project.","To define confidence is to feel certain, believe positive outcomes, and be encouraged or proud, which is relevant for emotional recognition projects.",2,22.995909090909095,1,1,1
"When you define confidence as feeling of being certain, conviction that an outcome will be favorable, encouraged, or proud. So that's the idea of the emotion recognition in context project.","Confidence is the feeling of being certain, belief in positive outcomes, encouragement, or pride, which is crucial for the emotion recognition in context project.",1,20.325000000000017,0,0,0
"When you define confidence as feeling of being certain, conviction that an outcome will be favorable, encouraged, or proud. So that's the idea of the emotion recognition in context project.","Confidence is defined as the sense of certainty, conviction of positive outcomes, encouraged or proud feelings, and it's central to the emotion recognition in context project.",1,24.260384615384652,0,0,0
"So what we want to do is we want to go from images like this one, so not just relating on the face and looking also at the context of the person, trying to recognize emotions, and for that, so this is a computer vision project. We know that in computer vision nowadays what is working best is deep learning models.|","We aim to analyze images, not just faces but also the context, to recognize emotions using deep learning in computer vision.|",1,36.46285714285716,0,0,0
"So what we want to do is we want to go from images like this one, so not just relating on the face and looking also at the context of the person, trying to recognize emotions, and for that, so this is a computer vision project. We know that in computer vision nowadays what is working best is deep learning models.|",We plan to analyze images by considering both face and context to recognize emotions using deep learning models in computer vision.|,2,28.40571428571431,1,1,1
"So what we want to do is we want to go from images like this one, so not just relating on the face and looking also at the context of the person, trying to recognize emotions, and for that, so this is a computer vision project. We know that in computer vision nowadays what is working best is deep learning models.|","We intend to analyze entire images, faces, and context to recognize emotions through deep learning models in computer vision.|",3,22.8026315789474,0,0,0
"So what we want to do is we want to go from images like this one, so not just relating on the face and looking also at the context of the person, trying to recognize emotions, and for that, so this is a computer vision project. We know that in computer vision nowadays what is working best is deep learning models.|","We want to examine full images, both faces and context, to detect emotions using deep learning in computer vision.|",4,40.613157894736844,1,1,1
"So what we want to do is we want to go from images like this one, so not just relating on the face and looking also at the context of the person, trying to recognize emotions, and for that, so this is a computer vision project. We know that in computer vision nowadays what is working best is deep learning models.|","We will analyze images, including faces and context, to identify emotions using deep learning in computer vision.|",5,15.403529411764737,0,0,0
"So what we want to do is we want to go from images like this one, so not just relating on the face and looking also at the context of the person, trying to recognize emotions, and for that, so this is a computer vision project. We know that in computer vision nowadays what is working best is deep learning models.|","We analyze images, faces, and context to recognize emotions using deep learning models in computer vision.|",6,21.39500000000001,0,0,0
"So what we want to do is we want to go from images like this one, so not just relating on the face and looking also at the context of the person, trying to recognize emotions, and for that, so this is a computer vision project. We know that in computer vision nowadays what is working best is deep learning models.|",We analyze faces and context in images to recognize emotions using deep learning in computer vision.|,7,26.682500000000005,0,0,0
"So what we want to do is we want to go from images like this one, so not just relating on the face and looking also at the context of the person, trying to recognize emotions, and for that, so this is a computer vision project. We know that in computer vision nowadays what is working best is deep learning models.|",We look at faces and context in images to find emotions using deep learning in computer vision.|,8,50.2388235294118,0,0,0
"So what we want to do is we want to go from images like this one, so not just relating on the face and looking also at the context of the person, trying to recognize emotions, and for that, so this is a computer vision project. We know that in computer vision nowadays what is working best is deep learning models.|",We analyze faces and context in images to find emotions with deep learning in computer vision.|,9,42.545000000000016,0,0,0
"So what we want to do is we want to go from images like this one, so not just relating on the face and looking also at the context of the person, trying to recognize emotions, and for that, so this is a computer vision project. We know that in computer vision nowadays what is working best is deep learning models.|",We use deep learning in computer vision to recognize emotions by examining faces and context in photos.|,1,35.309411764705914,0,0,0
"So our idea was, okay, let's try to model this problem using deep learning. So first challenge that we faced, we didn't have any training data, of course, because as we said before, usually all the research on emotion recognition from images was focused on the face, so we didn't have any data set where we could see people in their context.|","Our plan to model the problem with deep learning faced issues due to no training data, as most research focused on facial emotion recognition.|",2,45.00000000000003,0,0,0
"So our idea was, okay, let's try to model this problem using deep learning. So first challenge that we faced, we didn't have any training data, of course, because as we said before, usually all the research on emotion recognition from images was focused on the face, so we didn't have any data set where we could see people in their context.|",We tried to solve the problem with deep learning but lacked training data as research focused on facial emotions.|,3,62.87631578947371,0,0,0
"So our idea was, okay, let's try to model this problem using deep learning. So first challenge that we faced, we didn't have any training data, of course, because as we said before, usually all the research on emotion recognition from images was focused on the face, so we didn't have any data set where we could see people in their context.|",We faced a lack of training data while using deep learning as most emotion recognition research focuses on faces.|,4,45.06578947368425,1,1,1
"So our idea was, okay, let's try to model this problem using deep learning. So first challenge that we faced, we didn't have any training data, of course, because as we said before, usually all the research on emotion recognition from images was focused on the face, so we didn't have any data set where we could see people in their context.|",We tried modeling with deep learning but lacked training data because emotion studies focus on faces.|,5,47.83250000000001,0,0,0
"So our idea was, okay, let's try to model this problem using deep learning. So first challenge that we faced, we didn't have any training data, of course, because as we said before, usually all the research on emotion recognition from images was focused on the face, so we didn't have any data set where we could see people in their context.|",We used deep learning but had no data as emotion studies typically focus on faces.|,7,56.25000000000003,0,0,0
"So our idea was, okay, let's try to model this problem using deep learning. So first challenge that we faced, we didn't have any training data, of course, because as we said before, usually all the research on emotion recognition from images was focused on the face, so we didn't have any data set where we could see people in their context.|",We used deep learning but lacked data since emotion studies mostly focus on faces.|,8,59.68214285714288,0,0,0
"So our idea was, okay, let's try to model this problem using deep learning. So first challenge that we faced, we didn't have any training data, of course, because as we said before, usually all the research on emotion recognition from images was focused on the face, so we didn't have any data set where we could see people in their context.|",We tried deep learning but lacked data as emotion studies focus on faces.|,9,63.486153846153854,0,0,0
"So our idea was, okay, let's try to model this problem using deep learning. So first challenge that we faced, we didn't have any training data, of course, because as we said before, usually all the research on emotion recognition from images was focused on the face, so we didn't have any data set where we could see people in their context.|",We used deep learning but had no data because emotion studies focus on faces.|,1,59.68214285714288,0,0,0
"And the images we collected are images like the ones that you see here, so people doing different things in very different situations. And what we did is we created annotation interfaces like this one that I'm showing you here.",We collected images of people in various scenarios and made annotation interfaces.,9,-2.7450000000000045,0,0,0
"And the images we collected are images like the ones that you see here, so people doing different things in very different situations. And what we did is we created annotation interfaces like this one that I'm showing you here.",Our images show people doing various things. Then we made annotation interfaces.,8,24.495000000000005,0,0,0
"And the images we collected are images like the ones that you see here, so people doing different things in very different situations. And what we did is we created annotation interfaces like this one that I'm showing you here.",We collected images of people in varied situations and created annotation interfaces.,7,-9.794999999999959,0,0,0
"And the images we collected are images like the ones that you see here, so people doing different things in very different situations. And what we did is we created annotation interfaces like this one that I'm showing you here.","We collected images, showing people in different activities, to create interfaces for annotation.",6,-8.098461538461521,0,0,0
"And the images we collected are images like the ones that you see here, so people doing different things in very different situations. And what we did is we created annotation interfaces like this one that I'm showing you here.","We gathered many images of people engaged in various activities in different settings to create annotation interfaces, as demonstrated here.",5,0.41500000000002046,0,0,0
"And the images we collected are images like the ones that you see here, so people doing different things in very different situations. And what we did is we created annotation interfaces like this one that I'm showing you here.","The images we have collected depict individuals performing various types of activities in widely differing circumstances. Following this, we proceeded to develop annotation interfaces, similar to those being presented here.",4,-2.9699999999999704,0,0,0
"And the images we collected are images like the ones that you see here, so people doing different things in very different situations. And what we did is we created annotation interfaces like this one that I'm showing you here.","The assortment of images collected closely parallels those featured here, depicting various individuals performing an array of tasks across myriad circumstances. Thereafter, we developed annotation interfaces, analogous to the one currently displayed.",1,-7.686250000000001,0,0,0
"And the images we collected are images like the ones that you see here, so people doing different things in very different situations. And what we did is we created annotation interfaces like this one that I'm showing you here.","The images we assembled parallel the displayed examples, illustrating diverse activities from various scenarios. Subsequently, we constructed annotation interfaces similar to those currently exhibited.",2,-23.89500000000001,0,0,0
We had two different interfaces.,There were two interfaces.,9,54.72500000000002,0,0,0
This is the one of emotion categories. And we have another one for continuous dimensions.,This belongs to emotion categories; another fits continuous dimensions.,1,-9.099999999999994,0,0,0
This is the one of emotion categories. And we have another one for continuous dimensions.,This falls under the emotion categories. Another exists for continuous dimensions.,2,8.979772727272717,0,0,0
This is the one of emotion categories. And we have another one for continuous dimensions.,This is an emotion category; we also have one for continuous dimensions.,3,32.504999999999995,1,1,1
This is the one of emotion categories. And we have another one for continuous dimensions.,This belongs to an emotion category. Another is for continuous dimensions.,4,16.670681818181833,0,0,0
This is the one of emotion categories. And we have another one for continuous dimensions.,This is an emotion category example. There is another for continuous dimensions.,5,17.44500000000002,0,0,0
This is the one of emotion categories. And we have another one for continuous dimensions.,This is one type of emotion category. Another one is for continuous dimensions.,6,37.54519230769233,0,0,0
This is the one of emotion categories. And we have another one for continuous dimensions.,This example is an emotion category. Another one is for continuous dimensions.,7,17.44500000000002,0,0,0
This is the one of emotion categories. And we have another one for continuous dimensions.,"This is part of emotion categories, and we have another for continuous dimensions.",8,30.947692307692336,0,0,0
This is the one of emotion categories. And we have another one for continuous dimensions.,This is in emotion categories. We have another for continuous dimensions.,9,24.36159090909092,0,0,0
This is the one of emotion categories. And we have another one for continuous dimensions.,This is an emotion category. We have another for continuous dimensions.,1,24.36159090909092,0,0,0
So there are different ways of representing emotions in a machine. Categories is one of the most common and emotional dimensions is the other one.,"Machines can show emotions in different ways; one is through categories, another is emotional dimensions.",4,22.410000000000025,0,0,0
So there are different ways of representing emotions in a machine. Categories is one of the most common and emotional dimensions is the other one.,Machines express emotions in categories or dimensions.,9,6.35857142857148,0,0,0
So there are different ways of representing emotions in a machine. Categories is one of the most common and emotional dimensions is the other one.,Emotions in machines can be shown in various ways such as categories or emotional dimensions.,5,33.690000000000026,0,0,0
So there are different ways of representing emotions in a machine. Categories is one of the most common and emotional dimensions is the other one.,Categories and emotional dimensions are both methods to represent a machine's emotions.,6,11.355000000000018,0,0,0
So there are different ways of representing emotions in a machine. Categories is one of the most common and emotional dimensions is the other one.,Different ways to represent emotions in a machine include categories and emotional dimensions.,5,4.916923076923098,0,0,0
So there are different ways of representing emotions in a machine. Categories is one of the most common and emotional dimensions is the other one.,Two ways that machines represent emotions are through categories and emotional dimensions.,7,18.405,0,0,0
So there are different ways of representing emotions in a machine. Categories is one of the most common and emotional dimensions is the other one.,Machines often use categories and dimensions to express emotions.,8,19.100000000000023,0,0,0
So there are different ways of representing emotions in a machine. Categories is one of the most common and emotional dimensions is the other one.,Categories and emotional dimensions are two common ways machines express emotions.,6,11.088181818181852,0,0,0
So there are different ways of representing emotions in a machine. Categories is one of the most common and emotional dimensions is the other one.,Machines can show emotions as categories or emotional dimensions.,8,9.700000000000017,0,0,0
So there are different ways of representing emotions in a machine. Categories is one of the most common and emotional dimensions is the other one.,Representing emotions in machines can be done through categories or dimensions.,7,26.470000000000027,0,0,0
"Maybe it's less popular. But the idea of the continuous dimensions is to label according to valence, which is is a dimension that just measures whether someone is feeling something positive or something negative.",It's maybe less popular. The continuous dimensions label by valence to measure positive or negative feelings.,1,29.515000000000015,0,0,0
"Maybe it's less popular. But the idea of the continuous dimensions is to label according to valence, which is is a dimension that just measures whether someone is feeling something positive or something negative.","Possibly less popular, the idea of continuous dimensions is to label by valence, measuring positive or negative feelings.",2,9.965000000000003,0,0,0
"Maybe it's less popular. But the idea of the continuous dimensions is to label according to valence, which is is a dimension that just measures whether someone is feeling something positive or something negative.","It's possibly less popular. Continuous dimensions label by valence, measuring positive or negative feelings.",3,6.35857142857148,0,0,0
"Maybe it's less popular. But the idea of the continuous dimensions is to label according to valence, which is is a dimension that just measures whether someone is feeling something positive or something negative.",Maybe it's less appreciated. Continuous dimensions label by valence for positive or negative feelings.,4,18.44428571428574,0,0,0
"Maybe it's less popular. But the idea of the continuous dimensions is to label according to valence, which is is a dimension that just measures whether someone is feeling something positive or something negative.","Maybe less popular, the idea of continuous dimensions is to use valence to measure positive or negative feelings.",5,24.064999999999998,0,0,0
"Maybe it's less popular. But the idea of the continuous dimensions is to label according to valence, which is is a dimension that just measures whether someone is feeling something positive or something negative.","The concept of continuous dimensions, though less popular, labels feelings by valence as positive or negative.",6,26.682500000000005,0,0,0
"Maybe it's less popular. But the idea of the continuous dimensions is to label according to valence, which is is a dimension that just measures whether someone is feeling something positive or something negative.","Continuous dimensions, perhaps less popular, use valence to label feelings as positive or negative.",7,17.382142857142867,0,0,0
"Maybe it's less popular. But the idea of the continuous dimensions is to label according to valence, which is is a dimension that just measures whether someone is feeling something positive or something negative.","Continuous dimensions, maybe less popular, label feelings by valence: positive or negative.",8,4.305000000000007,0,0,0
"Maybe it's less popular. But the idea of the continuous dimensions is to label according to valence, which is is a dimension that just measures whether someone is feeling something positive or something negative.",Continuous dimensions label feelings as positive or negative by valence.,9,10.564999999999998,0,0,0
"Maybe it's less popular. But the idea of the continuous dimensions is to label according to valence, which is is a dimension that just measures whether someone is feeling something positive or something negative.",Continuous dimensions label feelings as positive or negative.,1,-2.2099999999999795,0,0,0
"A rousal is measuring whether someone is in calm or very ready to act, very agitated. And then dominance that is measuring whether someone is feeling dominated by the situation or the opposite is that someone is feeling in control of the situation.","Arousal measures if someone is calm or very agitated, ready to act.",9,46.60500000000002,0,0,0
"A rousal is measuring whether someone is in calm or very ready to act, very agitated. And then dominance that is measuring whether someone is feeling dominated by the situation or the opposite is that someone is feeling in control of the situation.",Dominance measures if someone feels dominated or in control.,9,37.900000000000034,0,0,0
"A rousal is measuring whether someone is in calm or very ready to act, very agitated. And then dominance that is measuring whether someone is feeling dominated by the situation or the opposite is that someone is feeling in control of the situation.",Arousal measures readiness; dominance measures control.,8,-10.754999999999995,0,0,0
"A rousal is measuring whether someone is in calm or very ready to act, very agitated. And then dominance that is measuring whether someone is feeling dominated by the situation or the opposite is that someone is feeling in control of the situation.",Arousal checks if someone is calm or very agitated.,7,47.30000000000004,0,0,0
"A rousal is measuring whether someone is in calm or very ready to act, very agitated. And then dominance that is measuring whether someone is feeling dominated by the situation or the opposite is that someone is feeling in control of the situation.",Dominance gauges if someone feels in control or dominated.,6,37.900000000000034,0,0,0
"A rousal is measuring whether someone is in calm or very ready to act, very agitated. And then dominance that is measuring whether someone is feeling dominated by the situation or the opposite is that someone is feeling in control of the situation.","Arousal measures agitation, and dominance checks control levels.",5,8.365000000000009,0,0,0
"A rousal is measuring whether someone is in calm or very ready to act, very agitated. And then dominance that is measuring whether someone is feeling dominated by the situation or the opposite is that someone is feeling in control of the situation.","Arousal measures emotional readiness, while dominance measures control over a situation.",4,-11.98454545454544,0,0,0
"A rousal is measuring whether someone is in calm or very ready to act, very agitated. And then dominance that is measuring whether someone is feeling dominated by the situation or the opposite is that someone is feeling in control of the situation.","Arousal determines if a person feels either calm or agitated, ready to act, whereas dominance determines if someone feels dominated or controlling.",3,19.15045454545455,0,0,0
"A rousal is measuring whether someone is in calm or very ready to act, very agitated. And then dominance that is measuring whether someone is feeling dominated by the situation or the opposite is that someone is feeling in control of the situation.","The arousal measures indicate if a person is calm or is very ready to act, being either highly agitated or not, whereas dominance measures whether a person feels overwhelmed by the situation or feels in control of it.",2,25.78078947368425,1,1,1
"A rousal is measuring whether someone is in calm or very ready to act, very agitated. And then dominance that is measuring whether someone is feeling dominated by the situation or the opposite is that someone is feeling in control of the situation.","Arousal indicates whether a person is in calm or ready to act, often very agitated, whereas dominance measures whether that person is feeling dominated by or in control of the given situation.",1,18.37375000000003,1,1,1
"Because for some images, we have multiple people annotated. I'm going to show you a little bit about the deep learning model that we developed as a baseline to model this problem.","For some images, multiple people are annotated. I'll show our baseline deep learning model for this issue.",9,48.9133823529412,0,0,0
"Because for some images, we have multiple people annotated. I'm going to show you a little bit about the deep learning model that we developed as a baseline to model this problem.","For certain images, multiple people are annotated. I will show the baseline deep learning model for this issue.",8,52.00000000000003,0,0,0
"Because for some images, we have multiple people annotated. I'm going to show you a little bit about the deep learning model that we developed as a baseline to model this problem.","Since some images have many people annotated, I will present our baseline deep learning model.",7,39.33000000000001,0,0,0
"Because for some images, we have multiple people annotated. I'm going to show you a little bit about the deep learning model that we developed as a baseline to model this problem.",Some images have multiple people annotated. I will now show our baseline deep learning model to solve this.,6,56.70000000000002,0,0,0
"Because for some images, we have multiple people annotated. I'm going to show you a little bit about the deep learning model that we developed as a baseline to model this problem.","In some images, multiple people are annotated. I will explain our baseline deep learning model to address this.",5,47.30000000000004,0,0,0
"Because for some images, we have multiple people annotated. I'm going to show you a little bit about the deep learning model that we developed as a baseline to model this problem.","For some images, multiple people are annotated. I will now demonstrate our baseline deep learning model meant to handle this problem.",4,47.12035714285716,1,1,1
"Because for some images, we have multiple people annotated. I'm going to show you a little bit about the deep learning model that we developed as a baseline to model this problem.","Given some images have multiple people annotated, I will describe the basic deep learning model we built to address this problem.",3,40.4914285714286,0,0,0
"Because for some images, we have multiple people annotated. I'm going to show you a little bit about the deep learning model that we developed as a baseline to model this problem.","Since some images include multiple people annotations, I will describe the initial deep learning model we created to tackle this problem.",2,28.40571428571431,1,1,1
"Because for some images, we have multiple people annotated. I'm going to show you a little bit about the deep learning model that we developed as a baseline to model this problem.","Because some images have several people annotated, I plan to illustrate the fundamental deep learning model developed as a baseline for this issue.",1,29.003043478260906,0,0,0
"Because for some images, we have multiple people annotated. I'm going to show you a little bit about the deep learning model that we developed as a baseline to model this problem.","For images with multiple people annotations, I am going to introduce our basic deep learning model developed to tackle this problem.",1,24.3771428571429,0,0,0
"So what we did, it's a very simple model. This is the representation of the architecture.","We created a simple model, and this illustrates its architecture.",1,35.94500000000002,0,0,0
"So what we did, it's a very simple model. This is the representation of the architecture.",We built a basic model; this shows the architecture.,2,66.10000000000002,0,0,0
"So what we did, it's a very simple model. This is the representation of the architecture.","We made a basic model, and this describes the architecture.",3,61.32500000000002,0,0,0
"So what we did, it's a very simple model. This is the representation of the architecture.","We created a straightforward model, which this represents.",4,40.09,1,1,1
