original_sentence,summary,level
"So here we have a problem and it's all the key points of the face are not actually visible. So we have strong occlusions and highlights because of the glasses of the person. And also we have a profile view, so it's not a frontal view anymore where everything is visible, right? So this type of software, when you run them in open environments, you face that when you have nonfrontal faces and partial occlusions, they might not work as well as we would like. ","The problem is the face points are hidden. Glasses cause occlusions and highlights. It's a profile view, not frontal, obscuring visibility. Such software may fail with nonfrontal and occluded faces in open settings. ",2
"So here we have a problem and it's all the key points of the face are not actually visible. So we have strong occlusions and highlights because of the glasses of the person. And also we have a profile view, so it's not a frontal view anymore where everything is visible, right? So this type of software, when you run them in open environments, you face that when you have nonfrontal faces and partial occlusions, they might not work as well as we would like. ","There is a problem: face points are hidden. Glasses cause occlusions and highlights. It's a profile, not frontal view; visibility is reduced. Software may struggle with nonfrontal, occluded faces in open environments. ",3
"So here we have a problem and it's all the key points of the face are not actually visible. So we have strong occlusions and highlights because of the glasses of the person. And also we have a profile view, so it's not a frontal view anymore where everything is visible, right? So this type of software, when you run them in open environments, you face that when you have nonfrontal faces and partial occlusions, they might not work as well as we would like. ","Face points are hidden due to glasses. It's a profile view and visibility is reduced. Software may struggle with nonfrontal, occluded faces in open environments. ",4
"So here we have a problem and it's all the key points of the face are not actually visible. So we have strong occlusions and highlights because of the glasses of the person. And also we have a profile view, so it's not a frontal view anymore where everything is visible, right? So this type of software, when you run them in open environments, you face that when you have nonfrontal faces and partial occlusions, they might not work as well as we would like. ","Face points are hidden due to glasses causing occlusions. It's a profile view, and visibility is reduced. Software may have issues with nonfrontal, occluded faces in open environments. ",5
"So here we have a problem and it's all the key points of the face are not actually visible. So we have strong occlusions and highlights because of the glasses of the person. And also we have a profile view, so it's not a frontal view anymore where everything is visible, right? So this type of software, when you run them in open environments, you face that when you have nonfrontal faces and partial occlusions, they might not work as well as we would like. ","Face points are hidden due to glasses causing occlusions. It's a profile view, reducing visibility. Software may have issues with nonfrontal, occluded faces. ",6
"So here we have a problem and it's all the key points of the face are not actually visible. So we have strong occlusions and highlights because of the glasses of the person. And also we have a profile view, so it's not a frontal view anymore where everything is visible, right? So this type of software, when you run them in open environments, you face that when you have nonfrontal faces and partial occlusions, they might not work as well as we would like. ","Face points are hidden by glasses. It's a profile view, so visibility is reduced. Software may struggle with nonfrontal, occluded faces. ",7
"So here we have a problem and it's all the key points of the face are not actually visible. So we have strong occlusions and highlights because of the glasses of the person. And also we have a profile view, so it's not a frontal view anymore where everything is visible, right? So this type of software, when you run them in open environments, you face that when you have nonfrontal faces and partial occlusions, they might not work as well as we would like. ","Face points are hidden due to glasses. It's a profile view, reducing visibility. Software may face issues with nonfrontal, occluded faces. ",8
"So here we have a problem and it's all the key points of the face are not actually visible. So we have strong occlusions and highlights because of the glasses of the person. And also we have a profile view, so it's not a frontal view anymore where everything is visible, right? So this type of software, when you run them in open environments, you face that when you have nonfrontal faces and partial occlusions, they might not work as well as we would like. ","Face points are hidden by glasses. It's a profile view, reducing visibility. Software may struggle with occluded faces. ",9
"So here we have a problem and it's all the key points of the face are not actually visible. So we have strong occlusions and highlights because of the glasses of the person. And also we have a profile view, so it's not a frontal view anymore where everything is visible, right? So this type of software, when you run them in open environments, you face that when you have nonfrontal faces and partial occlusions, they might not work as well as we would like. ",Face points hidden by glasses. Profile view reduces visibility. Software may struggle. ,1
"More problems. So here we have another example. Here is a face. If we run the software, it says, you see surprise. ",The software detects surprise in the face. ,1
"More problems. So here we have another example. Here is a face. If we run the software, it says, you see surprise. ","Running the software, the face shows surprise. ",2
"More problems. So here we have another example. Here is a face. If we run the software, it says, you see surprise. ",The face looks surprised when analyzed by the software. ,3
"More problems. So here we have another example. Here is a face. If we run the software, it says, you see surprise. ",The software identifies a face showing surprise. ,4
"More problems. So here we have another example. Here is a face. If we run the software, it says, you see surprise. ",The program detects surprise in the face presented. ,5
"More problems. So here we have another example. Here is a face. If we run the software, it says, you see surprise. ","By running the software, the detected face shows surprise. ",6
"More problems. So here we have another example. Here is a face. If we run the software, it says, you see surprise. ",The software identifies the face as surprised. ,7
"More problems. So here we have another example. Here is a face. If we run the software, it says, you see surprise. ",The program says the face shows surprise. ,8
"More problems. So here we have another example. Here is a face. If we run the software, it says, you see surprise. ",The software shows the face as surprised. ,9
"The mouth is open. So it's detecting perfectly well a very prototypical expression of surprise. But when we look at the context, we realize that it's not surprise, right? So the thing is that this kit, we see a facial expression here but has nothing to do with the emotion, it's related to the action he is performing.. ","The mouth is open. We detect a typical look of surprise. But in context, it's not surprise. Instead, the face is tied to the action being performed.. ",9
"The mouth is open. So it's detecting perfectly well a very prototypical expression of surprise. But when we look at the context, we realize that it's not surprise, right? So the thing is that this kit, we see a facial expression here but has nothing to do with the emotion, it's related to the action he is performing.. ","The mouth is open, showing a common surprise look. Context reveals it's not surprise. It's linked to an action.. ",8
"The mouth is open. So it's detecting perfectly well a very prototypical expression of surprise. But when we look at the context, we realize that it's not surprise, right? So the thing is that this kit, we see a facial expression here but has nothing to do with the emotion, it's related to the action he is performing.. ","The open mouth looks like surprise, but context shows it's not. The face relates to an action.. ",7
"The mouth is open. So it's detecting perfectly well a very prototypical expression of surprise. But when we look at the context, we realize that it's not surprise, right? So the thing is that this kit, we see a facial expression here but has nothing to do with the emotion, it's related to the action he is performing.. ",The mouth open look means surprise but context indicates it’s an action.. ,6
"The mouth is open. So it's detecting perfectly well a very prototypical expression of surprise. But when we look at the context, we realize that it's not surprise, right? So the thing is that this kit, we see a facial expression here but has nothing to do with the emotion, it's related to the action he is performing.. ",An open mouth looks like surprise. But context shows it's an action.. ,5
"The mouth is open. So it's detecting perfectly well a very prototypical expression of surprise. But when we look at the context, we realize that it's not surprise, right? So the thing is that this kit, we see a facial expression here but has nothing to do with the emotion, it's related to the action he is performing.. ",Mouth open seems like surprise but it’s an action in context.. ,4
"The mouth is open. So it's detecting perfectly well a very prototypical expression of surprise. But when we look at the context, we realize that it's not surprise, right? So the thing is that this kit, we see a facial expression here but has nothing to do with the emotion, it's related to the action he is performing.. ","Mouth open looks like surprise; actually, it’s an action.. ",3
"The mouth is open. So it's detecting perfectly well a very prototypical expression of surprise. But when we look at the context, we realize that it's not surprise, right? So the thing is that this kit, we see a facial expression here but has nothing to do with the emotion, it's related to the action he is performing.. ","Mouth open looks like surprise, but it’s an act.. ",2
"The mouth is open. So it's detecting perfectly well a very prototypical expression of surprise. But when we look at the context, we realize that it's not surprise, right? So the thing is that this kit, we see a facial expression here but has nothing to do with the emotion, it's related to the action he is performing.. ",Open mouth seems like surprise. It’s an act.. ,1
"So some of our facial expressions have nothing to do with our emotions but with other things. For instance, when you talk, you change a lot your facial expression. It has nothing to do with your emotion. And another difficulty is giving the correct emotional meaning to an isolated facial expression.. ","Some facial expressions do not relate to emotions but other things. When speaking, facial expressions change often. It is unrelated to emotions. Another challenge is assigning correct emotions to isolated expressions. ",1
"So some of our facial expressions have nothing to do with our emotions but with other things. For instance, when you talk, you change a lot your facial expression. It has nothing to do with your emotion. And another difficulty is giving the correct emotional meaning to an isolated facial expression.. ","Facial expressions can be unrelated to emotions and involve other factors. Speaking alters facial expressions frequently, which is unrelated to emotions. Interpreting isolated expressions correctly is also difficult. ",2
"So some of our facial expressions have nothing to do with our emotions but with other things. For instance, when you talk, you change a lot your facial expression. It has nothing to do with your emotion. And another difficulty is giving the correct emotional meaning to an isolated facial expression.. ","Some facial expressions do not reflect emotions but other things. Facial expressions change often when talking, not tied to emotions. Correctly interpreting isolated expressions is hard. ",3
"So some of our facial expressions have nothing to do with our emotions but with other things. For instance, when you talk, you change a lot your facial expression. It has nothing to do with your emotion. And another difficulty is giving the correct emotional meaning to an isolated facial expression.. ","Some facial expressions are not emotional but related to other factors. Speaking involves changing expressions often, unrelated to emotions. Interpreting isolated expressions correctly is a challenge. ",4
"So some of our facial expressions have nothing to do with our emotions but with other things. For instance, when you talk, you change a lot your facial expression. It has nothing to do with your emotion. And another difficulty is giving the correct emotional meaning to an isolated facial expression.. ",Facial expressions can be linked to things other than emotions. Talking changes expressions frequently and is not emotion-related. Another challenge is interpreting isolated expressions correctly. ,5
"So some of our facial expressions have nothing to do with our emotions but with other things. For instance, when you talk, you change a lot your facial expression. It has nothing to do with your emotion. And another difficulty is giving the correct emotional meaning to an isolated facial expression.. ","Some facial expressions aren't emotional but relate to other aspects. Talking often changes facial expressions, without involving emotions. Correctly interpreting isolated expressions is also challenging. ",6
"So some of our facial expressions have nothing to do with our emotions but with other things. For instance, when you talk, you change a lot your facial expression. It has nothing to do with your emotion. And another difficulty is giving the correct emotional meaning to an isolated facial expression.. ","Facial expressions can be related to factors other than emotions. When we talk, our expressions change often, not tied to emotions. Interpreting isolated expressions correctly is difficult. ",7
"So some of our facial expressions have nothing to do with our emotions but with other things. For instance, when you talk, you change a lot your facial expression. It has nothing to do with your emotion. And another difficulty is giving the correct emotional meaning to an isolated facial expression.. ",Some facial expressions aren't tied to emotions but other factors. Talking changes expressions frequently without involving emotions. Correctly interpreting isolated expressions is challenging. ,8
"So some of our facial expressions have nothing to do with our emotions but with other things. For instance, when you talk, you change a lot your facial expression. It has nothing to do with your emotion. And another difficulty is giving the correct emotional meaning to an isolated facial expression.. ","Facial expressions can be about other factors, not emotions. Talking changes facial expressions often and isn't emotional. It's hard to interpret isolated expressions correctly. ",9
"So some of our facial expressions have nothing to do with our emotions but with other things. For instance, when you talk, you change a lot your facial expression. It has nothing to do with your emotion. And another difficulty is giving the correct emotional meaning to an isolated facial expression.. ","Facial expressions can relate to non-emotional factors. Talking often changes our facial expressions, not linked to emotions. Correctly interpreting isolated expressions is tough. ",1
"So I'm going to show you some examples of experiments that were performed by psychologists that were studying what's the level of agreement in giving an emotional label to a specific facial expression, like here. ",Psychologists did experiments to study how people label facial expressions. ,9
"So here we see clearly a facial expression, but if I ask you, what's this facial expression communicating? ","We clearly see a facial expression here, but what does it communicate? ",8
"Well, you might think maybe anger, maybe contempt, this gas fear. ","You might think it's anger, contempt, or fear. ",7
"So usually people agree that this is a negative, valence emotion, but it's not clear what category. ","People usually agree it's a negative emotion, but the exact category is unclear. ",6
"So I'm going to show you some examples of experiments that were performed by psychologists that were studying what's the level of agreement in giving an emotional label to a specific facial expression, like here. ",Psychologists studied how people agree on labeling facial expressions. ,5
"So here we see clearly a facial expression, but if I ask you, what's this facial expression communicating? ","Here we see a facial expression, but what does it mean? ",4
"Well, you might think maybe anger, maybe contempt, this gas fear. ","You might guess it's anger, contempt, or fear. ",3
"So usually people agree that this is a negative, valence emotion, but it's not clear what category. ",People agree it's negative but not the exact kind. ,2
"So I'm going to show you some examples of experiments that were performed by psychologists that were studying what's the level of agreement in giving an emotional label to a specific facial expression, like here. ",Psychologists performed studies on how people label emotions in faces. ,1
"So here we see clearly a facial expression, but if I ask you, what's this facial expression communicating? Well, you might think maybe anger, maybe contempt, this gas fear. So usually people agree that this is a negative, valence emotion, but it's not clear what category. ","We see a face. It might show anger, contempt, or fear. People agree it's negative but are unsure which emotion. ",2
"The thing is that if I give you some context suddenly, we probably will agree that this is disgust and this is what happens. People agree here that the face is disgust. But if you give you a different context, then people strongly agree that this is anger. So they have a lot of examples and they run a lot of experiments in using the exact same facial expression in different contexts. ",Context affects facial expression interpretation; they find disgust or anger based on context. ,1
"The thing is that if I give you some context suddenly, we probably will agree that this is disgust and this is what happens. People agree here that the face is disgust. But if you give you a different context, then people strongly agree that this is anger. So they have a lot of examples and they run a lot of experiments in using the exact same facial expression in different contexts. ",Same face can look like disgust or anger depending on context. ,2
"The thing is that if I give you some context suddenly, we probably will agree that this is disgust and this is what happens. People agree here that the face is disgust. But if you give you a different context, then people strongly agree that this is anger. So they have a lot of examples and they run a lot of experiments in using the exact same facial expression in different contexts. ",Context changes understanding of facial expressions like disgust or anger. ,3
"The thing is that if I give you some context suddenly, we probably will agree that this is disgust and this is what happens. People agree here that the face is disgust. But if you give you a different context, then people strongly agree that this is anger. So they have a lot of examples and they run a lot of experiments in using the exact same facial expression in different contexts. ",The same face may show disgust or anger depending on the context. ,4
"The thing is that if I give you some context suddenly, we probably will agree that this is disgust and this is what happens. People agree here that the face is disgust. But if you give you a different context, then people strongly agree that this is anger. So they have a lot of examples and they run a lot of experiments in using the exact same facial expression in different contexts. ",Faces can look like disgust or anger based on the context. ,5
"The thing is that if I give you some context suddenly, we probably will agree that this is disgust and this is what happens. People agree here that the face is disgust. But if you give you a different context, then people strongly agree that this is anger. So they have a lot of examples and they run a lot of experiments in using the exact same facial expression in different contexts. ","Context can make faces look happy, sad, or angry. ",6
"The thing is that if I give you some context suddenly, we probably will agree that this is disgust and this is what happens. People agree here that the face is disgust. But if you give you a different context, then people strongly agree that this is anger. So they have a lot of examples and they run a lot of experiments in using the exact same facial expression in different contexts. ",Faces can be seen differently in different contexts. ,7
"The thing is that if I give you some context suddenly, we probably will agree that this is disgust and this is what happens. People agree here that the face is disgust. But if you give you a different context, then people strongly agree that this is anger. So they have a lot of examples and they run a lot of experiments in using the exact same facial expression in different contexts. ",Faces change their meaning with context. ,8
"The thing is that if I give you some context suddenly, we probably will agree that this is disgust and this is what happens. People agree here that the face is disgust. But if you give you a different context, then people strongly agree that this is anger. So they have a lot of examples and they run a lot of experiments in using the exact same facial expression in different contexts. ",Faces can look different with context. ,9
"The thing is that if I give you some context suddenly, we probably will agree that this is disgust and this is what happens. People agree here that the face is disgust. But if you give you a different context, then people strongly agree that this is anger. So they have a lot of examples and they run a lot of experiments in using the exact same facial expression in different contexts. ",Context shows faces differently. ,1
And they realize that the context strongly influences the way we perceive emotions. ,They see that context affects how we feel emotions. ,9
"So this is the motivation of one of the projects I'm working on that started here in Barcelona and now I'm still working on it in collaboration with the effective computing group at MIT media lab and the idea behind this project is okay, we know there's a lot of information in the face, that's true, but for developing machines that accurately recognize emotions, we can just rely on the face. ","This drives my project, which began in Barcelona and continues with MIT's effective computing group, focusing on emotion recognition beyond facial cues. ",5
"We need to understand the context of the person and in particularly we are working in the scene context, in the situation of the person. ","We must understand the person's context, focusing on the scene and their situation. ",7
And the interesting thing of working in this type of context is that suddenly you can say much more about the emotion. ,Working in context allows us to say much more about emotions. ,8
And they realize that the context strongly influences the way we perceive emotions. ,They understand that context has a strong impact on our perception of emotions. ,4
"So this is the motivation of one of the projects I'm working on that started here in Barcelona and now I'm still working on it in collaboration with the effective computing group at MIT media lab and the idea behind this project is okay, we know there's a lot of information in the face, that's true, but for developing machines that accurately recognize emotions, we can just rely on the face. ","This project, motivated by the influence of context on emotions, started in Barcelona and now involves MIT. ",3
"We need to understand the context of the person and in particularly we are working in the scene context, in the situation of the person. ",Understanding the person's scene context is crucial. ,6
And the interesting thing of working in this type of context is that suddenly you can say much more about the emotion. ,Studying context teaches us more about emotions. ,8
"So this is the motivation of one of the projects I'm working on that started here in Barcelona and now I'm still working on it in collaboration with the effective computing group at MIT media lab and the idea behind this project is okay, we know there's a lot of information in the face, that's true, but for developing machines that accurately recognize emotions, we can just rely on the face. ",Context-driven emotion recognition project started in Barcelona and continues with MIT. ,2
And they realize that the context strongly influences the way we perceive emotions. ,Context highly influences our emotion perception. ,7
"So maybe with the expression, you can say something about basic emotions, but there are some secondary emotions or social emotions that are very interesting that if you don't see the context, you cannot say anything about them. ","Expressions reveal basic emotions, but not complex ones without context. ",9
"Like here, once you see the context, you might say that this person is feeling confident. ",Context reveals confidence. ,9
"When you define confidence as feeling of being certain, conviction that an outcome will be favorable, encouraged, or proud. ",Confidence is feeling certain and positive about outcomes. ,6
So that's the idea of the emotion recognition in context project. ,This is the goal of the emotion recognition project. ,6
"So maybe with the expression, you can say something about basic emotions, but there are some secondary emotions or social emotions that are very interesting that if you don't see the context, you cannot say anything about them. ",Expressions alone show basic emotions; context is needed for complex ones. ,5
"There are some secondary emotions or social emotions that are very interesting that if you don't see the context, you cannot say anything about them. ","Without context, secondary emotions can't be identified. ",7
You cannot say anything about these secondary emotions or social emotions without the context. ,Secondary and social emotions need context. ,8
"When you define confidence as feeling of being certain, conviction that an outcome will be favorable, encouraged, or proud. ",Confidence means certainty and belief in positive results. ,5
"Once you see the context, you might say that this person is confident. ",Context shows if someone is confident. ,8
"Confidence is defined as feeling of being certain, conviction that an outcome will be favorable, encouraged, or proud. ",Confidence is being certain and positive about outcomes. ,4
"So what we want to do is we want to go from images like this one, so not just relating on the face and looking also at the context of the person, trying to recognize emotions, and for that, so this is a computer vision project. We know that in computer vision nowadays what is working best is deep learning models. So our idea was, okay, let's try to model this problem using deep learning. So first challenge that we faced, we didn't have any training data, of course, because as we said before, usually all the research on emotion recognition from images was focused on the face, so we didn't have any data set where we could see people in their context. ","We aim to recognize emotions from images by considering not just the face but also the person's context. The best approach in computer vision is using deep learning models. Our idea is to apply deep learning to this problem, but our challenge is the lack of training data because most emotion recognition research focuses on the face. ",1
"So what we want to do is we want to go from images like this one, so not just relating on the face and looking also at the context of the person, trying to recognize emotions, and for that, so this is a computer vision project. We know that in computer vision nowadays what is working best is deep learning models. So our idea was, okay, let's try to model this problem using deep learning. So first challenge that we faced, we didn't have any training data, of course, because as we said before, usually all the research on emotion recognition from images was focused on the face, so we didn't have any data set where we could see people in their context. ","We wish to recognize emotions from images by analyzing faces and context using deep learning. The main challenge is the lack of training data focused on the entire context, not just the face. ",2
"So what we want to do is we want to go from images like this one, so not just relating on the face and looking also at the context of the person, trying to recognize emotions, and for that, so this is a computer vision project. We know that in computer vision nowadays what is working best is deep learning models. So our idea was, okay, let's try to model this problem using deep learning. So first challenge that we faced, we didn't have any training data, of course, because as we said before, usually all the research on emotion recognition from images was focused on the face, so we didn't have any data set where we could see people in their context. ","For emotion recognition, we need images that include context and faces. Deep learning models work best, but we lack training data. ",3
"So what we want to do is we want to go from images like this one, so not just relating on the face and looking also at the context of the person, trying to recognize emotions, and for that, so this is a computer vision project. We know that in computer vision nowadays what is working best is deep learning models. So our idea was, okay, let's try to model this problem using deep learning. So first challenge that we faced, we didn't have any training data, of course, because as we said before, usually all the research on emotion recognition from images was focused on the face, so we didn't have any data set where we could see people in their context. ","We aim to recognize emotions using images with context and faces. Deep learning is the best method, but we lack training data. ",4
"So what we want to do is we want to go from images like this one, so not just relating on the face and looking also at the context of the person, trying to recognize emotions, and for that, so this is a computer vision project. We know that in computer vision nowadays what is working best is deep learning models. So our idea was, okay, let's try to model this problem using deep learning. So first challenge that we faced, we didn't have any training data, of course, because as we said before, usually all the research on emotion recognition from images was focused on the face, so we didn't have any data set where we could see people in their context. ","We want to recognize emotions by looking at faces and context in images. Deep learning is the best approach, but we lack training data. ",5
"So what we want to do is we want to go from images like this one, so not just relating on the face and looking also at the context of the person, trying to recognize emotions, and for that, so this is a computer vision project. We know that in computer vision nowadays what is working best is deep learning models. So our idea was, okay, let's try to model this problem using deep learning. So first challenge that we faced, we didn't have any training data, of course, because as we said before, usually all the research on emotion recognition from images was focused on the face, so we didn't have any data set where we could see people in their context. ","We aim to recognize emotions using images by considering faces and context. Deep learning is best, but we lack data. ",6
"So what we want to do is we want to go from images like this one, so not just relating on the face and looking also at the context of the person, trying to recognize emotions, and for that, so this is a computer vision project. We know that in computer vision nowadays what is working best is deep learning models. So our idea was, okay, let's try to model this problem using deep learning. So first challenge that we faced, we didn't have any training data, of course, because as we said before, usually all the research on emotion recognition from images was focused on the face, so we didn't have any data set where we could see people in their context. ","We seek to recognize emotions from images by examining faces and context. Deep learning is ideal, but we need data. ",7
"So what we want to do is we want to go from images like this one, so not just relating on the face and looking also at the context of the person, trying to recognize emotions, and for that, so this is a computer vision project. We know that in computer vision nowadays what is working best is deep learning models. So our idea was, okay, let's try to model this problem using deep learning. So first challenge that we faced, we didn't have any training data, of course, because as we said before, usually all the research on emotion recognition from images was focused on the face, so we didn't have any data set where we could see people in their context. ","We want to use images to recognize emotions from faces and context. Deep learning works best, but we need data. ",8
"So what we want to do is we want to go from images like this one, so not just relating on the face and looking also at the context of the person, trying to recognize emotions, and for that, so this is a computer vision project. We know that in computer vision nowadays what is working best is deep learning models. So our idea was, okay, let's try to model this problem using deep learning. So first challenge that we faced, we didn't have any training data, of course, because as we said before, usually all the research on emotion recognition from images was focused on the face, so we didn't have any data set where we could see people in their context. ","We want to use images to recognize emotions from faces and context. Deep learning is best, but we lack data. ",9
"So we were collecting a lot of images. Some of them were manually downloaded from search engines like Google, and other images came from public data sets that were already labeled with the bounding box of the person. And the images we collected are images like the ones that you see here, so people doing different things in very different situations. And what we did is we created annotation interfaces like this one that I'm showing you here. ","We collected images, some from search engines and some from labeled public data sets. We created annotation interfaces for these images of people in various situations. ",1
"So we were collecting a lot of images. Some of them were manually downloaded from search engines like Google, and other images came from public data sets that were already labeled with the bounding box of the person. And the images we collected are images like the ones that you see here, so people doing different things in very different situations. And what we did is we created annotation interfaces like this one that I'm showing you here. ",We gathered many images from search engines and public data sets. These images were annotated using custom interfaces. ,2
"So we were collecting a lot of images. Some of them were manually downloaded from search engines like Google, and other images came from public data sets that were already labeled with the bounding box of the person. And the images we collected are images like the ones that you see here, so people doing different things in very different situations. And what we did is we created annotation interfaces like this one that I'm showing you here. ",We collected images from different sources and created annotation tools. ,3
"So we were collecting a lot of images. Some of them were manually downloaded from search engines like Google, and other images came from public data sets that were already labeled with the bounding box of the person. And the images we collected are images like the ones that you see here, so people doing different things in very different situations. And what we did is we created annotation interfaces like this one that I'm showing you here. ",We gathered images from various places and made annotation tools. ,4
"So we were collecting a lot of images. Some of them were manually downloaded from search engines like Google, and other images came from public data sets that were already labeled with the bounding box of the person. And the images we collected are images like the ones that you see here, so people doing different things in very different situations. And what we did is we created annotation interfaces like this one that I'm showing you here. ","We collected images from search engines and public datasets, then annotated them. ",5
"So we were collecting a lot of images. Some of them were manually downloaded from search engines like Google, and other images came from public data sets that were already labeled with the bounding box of the person. And the images we collected are images like the ones that you see here, so people doing different things in very different situations. And what we did is we created annotation interfaces like this one that I'm showing you here. ",We gathered images and annotated them. ,6
"So we were collecting a lot of images. Some of them were manually downloaded from search engines like Google, and other images came from public data sets that were already labeled with the bounding box of the person. And the images we collected are images like the ones that you see here, so people doing different things in very different situations. And what we did is we created annotation interfaces like this one that I'm showing you here. ",We collected and annotated images. ,7
"So we were collecting a lot of images. Some of them were manually downloaded from search engines like Google, and other images came from public data sets that were already labeled with the bounding box of the person. And the images we collected are images like the ones that you see here, so people doing different things in very different situations. And what we did is we created annotation interfaces like this one that I'm showing you here. ",We collected images. ,8
"So we were collecting a lot of images. Some of them were manually downloaded from search engines like Google, and other images came from public data sets that were already labeled with the bounding box of the person. And the images we collected are images like the ones that you see here, so people doing different things in very different situations. And what we did is we created annotation interfaces like this one that I'm showing you here. ",We gathered pictures. ,9
"So we were collecting a lot of images. Some of them were manually downloaded from search engines like Google, and other images came from public data sets that were already labeled with the bounding box of the person. And the images we collected are images like the ones that you see here, so people doing different things in very different situations. And what we did is we created annotation interfaces like this one that I'm showing you here. ",We collected photos. ,1
So where we asked annotators to label what emotion category they thought this person was expressing in this specific situation. ,We asked annotators to specify the emotion category expressed in the given scenario. ,9
We had two different interfaces. ,We used two different interfaces. ,9
This is the one of emotion categories. ,This interface is for emotion categories. ,9
And we have another one for continuous dimensions. ,We also have an interface for continuous dimensions. ,9
So where we asked annotators to label what emotion category they thought this person was expressing in this specific situation. ,Annotators were asked to label the emotion shown in this specific case. ,8
We had two different interfaces. ,Two interfaces were used. ,9
This is the one of emotion categories. ,One interface is for emotion categories. ,9
And we have another one for continuous dimensions. ,Another interface is for continuous dimensions. ,8
So where we asked annotators to label what emotion category they thought this person was expressing in this specific situation. ,We asked annotators to identify the emotion expressed in this specific situation. ,7
And we have another one for continuous dimensions. ,Another interface analyzes continuous dimensions. ,7
"So there are different ways of representing emotions in a machine. Categories is one of the most common and emotional dimensions is the other one. Maybe it's less popular. But the idea of the continuous dimensions is to label according to valence, which is is a dimension that just measures whether someone is feeling something positive or something negative. ","Machines can represent emotions in various ways; categories are common, and emotional dimensions are less so. Continuous dimensions label emotions by valence, indicating positive or negative feelings. ",1
"So there are different ways of representing emotions in a machine. Categories is one of the most common and emotional dimensions is the other one. Maybe it's less popular. But the idea of the continuous dimensions is to label according to valence, which is is a dimension that just measures whether someone is feeling something positive or something negative. ","Emotions in machines can be represented in different ways. Categories are common; emotional dimensions are less so, labeling feelings as positive or negative via valence. ",2
"So there are different ways of representing emotions in a machine. Categories is one of the most common and emotional dimensions is the other one. Maybe it's less popular. But the idea of the continuous dimensions is to label according to valence, which is is a dimension that just measures whether someone is feeling something positive or something negative. ","Machines represent emotions in different ways: categories are common, and emotional dimensions are less so, using valence to label as positive or negative. ",3
"So there are different ways of representing emotions in a machine. Categories is one of the most common and emotional dimensions is the other one. Maybe it's less popular. But the idea of the continuous dimensions is to label according to valence, which is is a dimension that just measures whether someone is feeling something positive or something negative. ","Emotions in machines are represented in different ways. Categories, a common method, and emotional dimensions, label feelings as positive or negative based on valence. ",4
"So there are different ways of representing emotions in a machine. Categories is one of the most common and emotional dimensions is the other one. Maybe it's less popular. But the idea of the continuous dimensions is to label according to valence, which is is a dimension that just measures whether someone is feeling something positive or something negative. ","There are different ways to represent emotions in machines. The common method is categories, while emotional dimensions use valence to show positive or negative feelings. ",5
"So there are different ways of representing emotions in a machine. Categories is one of the most common and emotional dimensions is the other one. Maybe it's less popular. But the idea of the continuous dimensions is to label according to valence, which is is a dimension that just measures whether someone is feeling something positive or something negative. ","Machines can show emotions in varied ways. Categories are common; emotional dimensions, less used, label feelings as positive or negative through valence. ",6
"So there are different ways of representing emotions in a machine. Categories is one of the most common and emotional dimensions is the other one. Maybe it's less popular. But the idea of the continuous dimensions is to label according to valence, which is is a dimension that just measures whether someone is feeling something positive or something negative. ","Machines express emotions in different ways: common categories and less common emotional dimensions, which use valence to label positive or negative feelings. ",7
"So there are different ways of representing emotions in a machine. Categories is one of the most common and emotional dimensions is the other one. Maybe it's less popular. But the idea of the continuous dimensions is to label according to valence, which is is a dimension that just measures whether someone is feeling something positive or something negative. ","Machines represent emotions with common categories and less common emotional dimensions, which assess feelings as positive or negative through valence. ",8
