original_sentence,summary,level
"contempt, this gas fear. So usually people agree that this is a negative, valence emotion, but it's not clear what category. The thing is that.","People think contempt and fear are negative, but their category is unclear.|",1
"if I give you some context suddenly, we probably will agree that this is disgust and this is what happens. People agree here that the.","Providing sudden context, we may agree this is disgusting, which happens here.|",1
"if I give you some context suddenly, we probably will agree that this is disgust and this is what happens. People agree here that the.",Sudden context likely leads to agreement on disgust.|,2
"if I give you some context suddenly, we probably will agree that this is disgust and this is what happens. People agree here that the.","With sudden context, disgust is a common agreement.|",3
"if I give you some context suddenly, we probably will agree that this is disgust and this is what happens. People agree here that the.",Disgust is agreed upon when given sudden context.|,4
"if I give you some context suddenly, we probably will agree that this is disgust and this is what happens. People agree here that the.","If given sudden context, disgust is often agreed on.|",5
"if I give you some context suddenly, we probably will agree that this is disgust and this is what happens. People agree here that the.",Disgust is usually agreed upon with sudden context.|,6
"if I give you some context suddenly, we probably will agree that this is disgust and this is what happens. People agree here that the.","With sudden context, people agree on disgust.|",7
"if I give you some context suddenly, we probably will agree that this is disgust and this is what happens. People agree here that the.",People agree on disgust when given sudden context.|,8
"if I give you some context suddenly, we probably will agree that this is disgust and this is what happens. People agree here that the.",Sudden context makes people agree on disgust.|,9
"face is disgust. But if you give you a different context, then people strongly agree that this is anger. So they have a lot of.","Disgust is what people see. Switch context, and they say it's anger.|",9
"face is disgust. But if you give you a different context, then people strongly agree that this is anger. So they have a lot of.","Initially, the face shows disgust. In another context, it becomes anger.|",8
"face is disgust. But if you give you a different context, then people strongly agree that this is anger. So they have a lot of.",The face looks like disgust. Changing the context reveals anger.|,7
"face is disgust. But if you give you a different context, then people strongly agree that this is anger. So they have a lot of.","A face appears as disgust initially, but appears as anger in another scenario.|",6
"face is disgust. But if you give you a different context, then people strongly agree that this is anger. So they have a lot of.","Initially, the face appears to show disgust, but in a different context, it can be perceived as anger.|",5
"face is disgust. But if you give you a different context, then people strongly agree that this is anger. So they have a lot of.",The perception of a face can change from disgust to anger with a change in context.|,4
"face is disgust. But if you give you a different context, then people strongly agree that this is anger. So they have a lot of.","A face initially seems to show disgust. Given another context, it shifts to anger.|",3
"face is disgust. But if you give you a different context, then people strongly agree that this is anger. So they have a lot of.","At first, a face depicts disgust. A different scene makes it anger.|",2
"face is disgust. But if you give you a different context, then people strongly agree that this is anger. So they have a lot of.",A disgusted face can be viewed as anger in another context.|,1
examples and they run a lot of experiments in using the exact same facial expression in different contexts. And they realize that the context strongly.,Numerous examples show that they run many experiments using identical facial expressions in varied contexts. They realize context is vital.|,1
examples and they run a lot of experiments in using the exact same facial expression in different contexts. And they realize that the context strongly.,They conduct many experiments with the same expressions in distinct scenarios and realize context is important.|,2
examples and they run a lot of experiments in using the exact same facial expression in different contexts. And they realize that the context strongly.,Numerous tests with identical facial expressions in various contexts reveal the importance of context.|,3
examples and they run a lot of experiments in using the exact same facial expression in different contexts. And they realize that the context strongly.,Many experiments show that identical facial expressions in different contexts emphasize the value of context.|,4
examples and they run a lot of experiments in using the exact same facial expression in different contexts. And they realize that the context strongly.,Numerous experiments using identical facial expressions in various situations underscore the vital role of context.|,5
examples and they run a lot of experiments in using the exact same facial expression in different contexts. And they realize that the context strongly.,They test identical facial expressions in different scenarios and learn context is crucial.|,6
examples and they run a lot of experiments in using the exact same facial expression in different contexts. And they realize that the context strongly.,Identical facial expressions in varied contexts show the context's importance.|,7
examples and they run a lot of experiments in using the exact same facial expression in different contexts. And they realize that the context strongly.,Tests with same facial expressions in contexts show context's value.|,8
examples and they run a lot of experiments in using the exact same facial expression in different contexts. And they realize that the context strongly.,Same faces in tests show context matters.|,9
examples and they run a lot of experiments in using the exact same facial expression in different contexts. And they realize that the context strongly.,Context influences facial expressions in experiments.|,1
influences the way we perceive emotions. So this is the motivation of one of the projects I'm working on that started here in Barcelona and.,"It influences how we understand emotions. This motivation drives one of my projects, started in Barcelona.|",9
influences the way we perceive emotions. So this is the motivation of one of the projects I'm working on that started here in Barcelona and.,It changes how we see emotions. This project began in Barcelona.|,8
influences the way we perceive emotions. So this is the motivation of one of the projects I'm working on that started here in Barcelona and.,It changes our view of emotions. This project started in Barcelona.|,7
influences the way we perceive emotions. So this is the motivation of one of the projects I'm working on that started here in Barcelona and.,It affects our perception of emotions. One of my current projects began in Barcelona.|,6
influences the way we perceive emotions. So this is the motivation of one of the projects I'm working on that started here in Barcelona and.,"This changes how we perceive emotions, motivating one of my projects which began in Barcelona.|",5
influences the way we perceive emotions. So this is the motivation of one of the projects I'm working on that started here in Barcelona and.,"It influences our perception of emotions. A project I'm working on, motivated by this, started in Barcelona.|",4
influences the way we perceive emotions. So this is the motivation of one of the projects I'm working on that started here in Barcelona and.,It influences our view on emotions; this is the reason behind one of my projects that started here in Barcelona.|,3
influences the way we perceive emotions. So this is the motivation of one of the projects I'm working on that started here in Barcelona and.,"It affects the manner in which we perceive emotions, providing the motivation for one of my current projects started in Barcelona.|",2
influences the way we perceive emotions. So this is the motivation of one of the projects I'm working on that started here in Barcelona and.,"The manner in which we perceive emotions is influenced, hence providing the motivation for one of the projects on which I am currently working, which commenced here in Barcelona.|",1
now I'm still working on it in collaboration with the effective computing group at MIT media lab and the idea behind this project is okay.,I'm working with the effective computing group at MIT Media Lab on a project.|,9
now I'm still working on it in collaboration with the effective computing group at MIT media lab and the idea behind this project is okay.,Still working on it with the MIT Media Lab's effective computing group.|,8
now I'm still working on it in collaboration with the effective computing group at MIT media lab and the idea behind this project is okay.,I continue collaborating with the MIT Media Lab's effective computing group on the project.|,7
now I'm still working on it in collaboration with the effective computing group at MIT media lab and the idea behind this project is okay.,I'm involved in a project with the effective computing group at MIT Media Lab.|,6
now I'm still working on it in collaboration with the effective computing group at MIT media lab and the idea behind this project is okay.,"Collaborating with the effective computing group at MIT Media Lab, still working on the project.|",5
now I'm still working on it in collaboration with the effective computing group at MIT media lab and the idea behind this project is okay.,"The project, which is ongoing, involves collaboration with MIT Media Lab's effective computing group.|",4
now I'm still working on it in collaboration with the effective computing group at MIT media lab and the idea behind this project is okay.,I am still working on the project with the effective computing group at MIT Media Lab; the project's concept is clear.|,3
"We know there's a lot of information in the face, that's true, but for developing machines that accurately recognize emotions, we can just rely on.","The face contains much information, yet emotion recognition in machines needs more.|",1
"We know there's a lot of information in the face, that's true, but for developing machines that accurately recognize emotions, we can just rely on.","Faces tell a lot, but machines need more for emotion recognition.|",3
"We know there's a lot of information in the face, that's true, but for developing machines that accurately recognize emotions, we can just rely on.","Faces have lots of data, but machines need more for emotions.|",5
"We know there's a lot of information in the face, that's true, but for developing machines that accurately recognize emotions, we can just rely on.","Faces show plenty, but machines need additional cues for emotions.|",6
"We know there's a lot of information in the face, that's true, but for developing machines that accurately recognize emotions, we can just rely on.","Faces can tell much, but machines need more cues for emotions.|",7
"We know there's a lot of information in the face, that's true, but for developing machines that accurately recognize emotions, we can just rely on.","Faces reveal a lot, but machines need more to recognize emotions.|",8
"We know there's a lot of information in the face, that's true, but for developing machines that accurately recognize emotions, we can just rely on.","Faces have much info, but machines need more for emotions.|",9
"the face. We need to understand the context of the person and in particularly we are working in the scene context, in the situation of\.","the person's context is crucial, especially in this scene and situation.\.",1
"the face. We need to understand the context of the person and in particularly we are working in the scene context, in the situation of\.","understanding context is vital, especially in this scene.\.",2
"the face. We need to understand the context of the person and in particularly we are working in the scene context, in the situation of\.","it's important to grasp the person's context, particularly here.\.",3
"the face. We need to understand the context of the person and in particularly we are working in the scene context, in the situation of\.","to grasp context here, the person's situation is key.\.",4
"the face. We need to understand the context of the person and in particularly we are working in the scene context, in the situation of\.",understanding the person's context is essential in this scene.\.,5
"the face. We need to understand the context of the person and in particularly we are working in the scene context, in the situation of\.",it's important to understand the context here.\.,6
"the face. We need to understand the context of the person and in particularly we are working in the scene context, in the situation of\.","grasping the context is key, especially in the scene.\.",7
"the face. We need to understand the context of the person and in particularly we are working in the scene context, in the situation of\.",we must grasp the person's context here.\.,8
"the face. We need to understand the context of the person and in particularly we are working in the scene context, in the situation of\.",the context of the person here is important.\.,9
the person. And the interesting thing of working in this type of context is that suddenly you can say much more about the emotion. So.,"The individual. Remarkably, in this setting, you can express more feelings.|",9
the person. And the interesting thing of working in this type of context is that suddenly you can say much more about the emotion. So.,"The person. Interestingly, here, you express more emotion.|",8
the person. And the interesting thing of working in this type of context is that suddenly you can say much more about the emotion. So.,"The person. It's intriguing that in this work context, you can share more feelings.|",7
the person. And the interesting thing of working in this type of context is that suddenly you can say much more about the emotion. So.,"The person. Interestingly, in this job setting, one can express a lot more emotions.|",5
the person. And the interesting thing of working in this type of context is that suddenly you can say much more about the emotion. So.,The individual. The fascinating aspect of this environment is that you can unexpectedly convey significantly more emotions.|,4
the person. And the interesting thing of working in this type of context is that suddenly you can say much more about the emotion. So.,The person. A notable aspect of this context is that it allows you to unexpectedly express considerably more emotions.|,3
the person. And the interesting thing of working in this type of context is that suddenly you can say much more about the emotion. So.,The individual. An intriguing element of working within this context is that you can unexpectedly express an increased amount of emotions.|,2
the person. And the interesting thing of working in this type of context is that suddenly you can say much more about the emotion. So.,"The individual. A significant aspect of working in this type of context is that, remarkably, one can suddenly articulate a considerably greater amount of emotions.|",1
"maybe with the expression, you can say something about basic emotions, but there are some secondary emotions or social emotions that are very interesting that.","With expression, basic emotions can be communicated, but secondary or social emotions are also interesting.|",9
"maybe with the expression, you can say something about basic emotions, but there are some secondary emotions or social emotions that are very interesting that.","Expression conveys basic emotions, but secondary emotions are also intriguing.|",5
"maybe with the expression, you can say something about basic emotions, but there are some secondary emotions or social emotions that are very interesting that.",Basic emotions can be communicated through expression; secondary and social emotions add depth.|,4
"maybe with the expression, you can say something about basic emotions, but there are some secondary emotions or social emotions that are very interesting that.","You can express basic emotions, but secondary and social ones are quite interesting.|",6
"maybe with the expression, you can say something about basic emotions, but there are some secondary emotions or social emotions that are very interesting that.",Expressions can show basic emotions; secondary or social emotions are also fascinating.|,3
"maybe with the expression, you can say something about basic emotions, but there are some secondary emotions or social emotions that are very interesting that.","You can express basic emotions, yet secondary and social emotions are especially fascinating.|",3
"maybe with the expression, you can say something about basic emotions, but there are some secondary emotions or social emotions that are very interesting that.","Basic emotions can be shown with expressions, but social and secondary emotions are interesting.|",7
"maybe with the expression, you can say something about basic emotions, but there are some secondary emotions or social emotions that are very interesting that.","Showing basic emotions is easy with expressions, but secondary or social emotions are interesting.|",5
"maybe with the expression, you can say something about basic emotions, but there are some secondary emotions or social emotions that are very interesting that.","Basic emotions can be shown via expressions, but secondary and social emotions are quite interesting.|",5
"maybe with the expression, you can say something about basic emotions, but there are some secondary emotions or social emotions that are very interesting that.","Expressions can show basic emotions, though secondary and social emotions are more interesting.|",6
"if you don't see the context, you cannot say anything about them. Like here, once you see the context, you might say that this person\.",Context is necessary to make judgments.\.,9
"if you don't see the context, you cannot say anything about them. Like here, once you see the context, you might say that this person\.","Without context, judgments are impossible.\.",8
"if you don't see the context, you cannot say anything about them. Like here, once you see the context, you might say that this person\.",You can't judge without seeing the context.\.,7
"if you don't see the context, you cannot say anything about them. Like here, once you see the context, you might say that this person\.","Without context, you can't make a statement about someone.\.",6
"if you don't see the context, you cannot say anything about them. Like here, once you see the context, you might say that this person\.",Seeing the context is crucial before making any judgments.\.,5
"if you don't see the context, you cannot say anything about them. Like here, once you see the context, you might say that this person\.",It is vital to understand the context before forming any judgments.\.,4
"if you don't see the context, you cannot say anything about them. Like here, once you see the context, you might say that this person\.",One should always comprehend the context fully before making any remarks about people.\.,3
"if you don't see the context, you cannot say anything about them. Like here, once you see the context, you might say that this person\.",Understanding the context is fundamentally necessary to make any accurate statements concerning people.\.,2
"if you don't see the context, you cannot say anything about them. Like here, once you see the context, you might say that this person\.",Observing the context is indispensable before any remarks regarding individuals can be genuinely insightful or meaningful.\.,1
"is feeling confident. When you define confidence as feeling of being certain, conviction that an outcome will be favorable, encouraged, or proud. So that's the.",Confidence means feeling sure and positive about a result.|,9
"is feeling confident. When you define confidence as feeling of being certain, conviction that an outcome will be favorable, encouraged, or proud. So that's the.","Confidence involves certainty, a conviction of a favorable result, or a sense of pride.|",8
"is feeling confident. When you define confidence as feeling of being certain, conviction that an outcome will be favorable, encouraged, or proud. So that's the.","To feel confident is to have a certain and favorable outlook, often accompanied by pride and encouragement.|",7
"is feeling confident. When you define confidence as feeling of being certain, conviction that an outcome will be favorable, encouraged, or proud. So that's the.","Confidence is the feeling of certainty and encouragement, often leading to a conviction that things will turn out positively.|",6
"is feeling confident. When you define confidence as feeling of being certain, conviction that an outcome will be favorable, encouraged, or proud. So that's the.","Confidence manifests as a conviction of positive outcomes, often accompanied by encouragement and a sense of pride.|",5
"is feeling confident. When you define confidence as feeling of being certain, conviction that an outcome will be favorable, encouraged, or proud. So that's the.","To be confident is to possess a feeling of certainty and a strong conviction that an outcome will be favorable, often coupled with pride and encouragement.|",4
"is feeling confident. When you define confidence as feeling of being certain, conviction that an outcome will be favorable, encouraged, or proud. So that's the.","Confidence denotes the psychological state characterized by an assured satisfaction and a convinced expectation of positive results, coupled with encouraging influences and an internal sense of pride.|",2
"idea of the emotion recognition in context project. So what we want to do is we want to go from images like this one, so.",The emotion recognition project aims to analyze images.|,1
"idea of the emotion recognition in context project. So what we want to do is we want to go from images like this one, so.",The emotion recognition project examines images.|,2
"idea of the emotion recognition in context project. So what we want to do is we want to go from images like this one, so.","In this project, we recognize emotions in images.|",3
"idea of the emotion recognition in context project. So what we want to do is we want to go from images like this one, so.",Our project aims to identify emotions from images.|,4
"idea of the emotion recognition in context project. So what we want to do is we want to go from images like this one, so.",This project recognizes emotions using images.|,5
"idea of the emotion recognition in context project. So what we want to do is we want to go from images like this one, so.",Our project identifies emotions from pictures.|,6
"idea of the emotion recognition in context project. So what we want to do is we want to go from images like this one, so.",The project detects emotions from images.|,7
"idea of the emotion recognition in context project. So what we want to do is we want to go from images like this one, so.",The project finds emotions in images.|,8
"idea of the emotion recognition in context project. So what we want to do is we want to go from images like this one, so.",This project reads emotions from pictures.|,9
"not just relating on the face and looking also at the context of the person, trying to recognize emotions, and for that, so this is.","Only the face can't show all emotions, context matters.\.",1
"a computer vision project. We know that in computer vision nowadays what is working best is deep learning models. So our idea was, okay, let's.","A computer vision initiative. Currently, deep learning excels in computer vision. Therefore, our thought was:.",1
"a computer vision project. We know that in computer vision nowadays what is working best is deep learning models. So our idea was, okay, let's.","Initiating a computer vision project. Today, deep learning is leading in computer vision. Hence, our plan was to:.",2
"a computer vision project. We know that in computer vision nowadays what is working best is deep learning models. So our idea was, okay, let's.","Starting a computer vision project. Currently, deep learning is most effective in this field. Our thought was to:.",3
"a computer vision project. We know that in computer vision nowadays what is working best is deep learning models. So our idea was, okay, let's.","We are starting a computer vision project as deep learning models are currently the most effective. Hence, we thought to:.",4
"a computer vision project. We know that in computer vision nowadays what is working best is deep learning models. So our idea was, okay, let's.","Our project involves computer vision. Deep learning is highly effective in this domain. Therefore, our idea was:.",5
"a computer vision project. We know that in computer vision nowadays what is working best is deep learning models. So our idea was, okay, let's.","Our project is on computer vision. In this field, deep learning works best. So, our idea was to:.",6
"a computer vision project. We know that in computer vision nowadays what is working best is deep learning models. So our idea was, okay, let's.","Our project is about computer vision. Deep learning works best. So, we thought:.",7
"a computer vision project. We know that in computer vision nowadays what is working best is deep learning models. So our idea was, okay, let's.","We are working on computer vision as deep learning models perform best. So, our idea was:.",8
"a computer vision project. We know that in computer vision nowadays what is working best is deep learning models. So our idea was, okay, let's.","Our project is on computer vision. Deep learning excels in this. So, our idea:.",9
"try to model this problem using deep learning. So first challenge that we faced, we didn't have any training data, of course, because as we.",The first challenge in using deep learning was the lack of training data.|,1
"try to model this problem using deep learning. So first challenge that we faced, we didn't have any training data, of course, because as we.",The main challenge in using deep learning was no training data.|,2
"try to model this problem using deep learning. So first challenge that we faced, we didn't have any training data, of course, because as we.",A big challenge in using deep learning was the absence of data.|,3
"try to model this problem using deep learning. So first challenge that we faced, we didn't have any training data, of course, because as we.",Deep learning was hard because we had no training data.|,4
"try to model this problem using deep learning. So first challenge that we faced, we didn't have any training data, of course, because as we.",Lack of training data posed a problem for deep learning.|,6
"try to model this problem using deep learning. So first challenge that we faced, we didn't have any training data, of course, because as we.",Deep learning was difficult without training data.|,7
"try to model this problem using deep learning. So first challenge that we faced, we didn't have any training data, of course, because as we.",We struggled with deep learning due to no training data.|,8
"try to model this problem using deep learning. So first challenge that we faced, we didn't have any training data, of course, because as we.",It was hard to use deep learning without training data.|,9
"said before, usually all the research on emotion recognition from images was focused on the face, so we didn't have any data set where we.","Historically, emotion recognition studies focused solely on facial images, leaving us without supportive data sets.|",1
"said before, usually all the research on emotion recognition from images was focused on the face, so we didn't have any data set where we.","Past studies concentrated on facial emotion recognition, lacking any significant data sets.|",2
"said before, usually all the research on emotion recognition from images was focused on the face, so we didn't have any data set where we.","Studies mainly focused on facial emotion recognition, resulting in no relevant data sets.|",3
"said before, usually all the research on emotion recognition from images was focused on the face, so we didn't have any data set where we.",Research historically centered on facial emotion recognition lacked data sets.|,4
"said before, usually all the research on emotion recognition from images was focused on the face, so we didn't have any data set where we.","Research primarily focused on facial emotion recognition, missing data sets.|",5
"said before, usually all the research on emotion recognition from images was focused on the face, so we didn't have any data set where we.","Emotion recognition research often focused on the face, lacking data sets.|",6
"said before, usually all the research on emotion recognition from images was focused on the face, so we didn't have any data set where we.","Research on emotion recognition concentrated on faces, lacking data sets.|",7
"said before, usually all the research on emotion recognition from images was focused on the face, so we didn't have any data set where we.",Studies on emotion recognition mainly looked at faces but had no data sets.|,8
"said before, usually all the research on emotion recognition from images was focused on the face, so we didn't have any data set where we.",Studies on emotions from images often focused on faces with no data.|,9
and other images came from public data sets that were already labeled with the bounding box of the person. And the images we collected are\.,Images from public sets were labeled; we collected more.\.,9
and other images came from public data sets that were already labeled with the bounding box of the person. And the images we collected are\.,Public data sets had images labeled with bounding boxes. We collected more.\.,8
and other images came from public data sets that were already labeled with the bounding box of the person. And the images we collected are\.,"Other images were from public data sets, already labeled with the bounding box of the person. We collected additional images.\.",7
and other images came from public data sets that were already labeled with the bounding box of the person. And the images we collected are\.,"The images obtained were from public data sets that already had the person labeled with bounding boxes. Further, we collected new images.\.",6
and other images came from public data sets that were already labeled with the bounding box of the person. And the images we collected are\.,"The public data sets, which provided the images, already included those labeled with the bounding box of the person. We collected additional images from other sources.\.",5
and other images came from public data sets that were already labeled with the bounding box of the person. And the images we collected are\.,"Images were obtained from public data sets that already had labeled bounding boxes around the person. Additionally, we gathered more images.\.",4
and other images came from public data sets that were already labeled with the bounding box of the person. And the images we collected are\.,"Publicly available data sets were the source of other images, which were already labeled with the bounding box of the person. Beyond this, we also collected images independently.\.",3
and other images came from public data sets that were already labeled with the bounding box of the person. And the images we collected are\.,"Other images, which originated from public data sets, were already annotated with the bounding box delineating the person. Additionally, our own efforts resulted in the collection of more images.\.",2
and other images came from public data sets that were already labeled with the bounding box of the person. And the images we collected are\.,"The acquisition of additional images from public data sets occurred, with such images having already been labeled with the bounding box of the person. Furthermore, the images we collected independently augmented those available from public data sets.\.",1
"images like the ones that you see here, so people doing different things in very different situations. And what we did is we created annotation.","People are shown in various situations, performing different tasks. We annotated these images.|",9
"images like the ones that you see here, so people doing different things in very different situations. And what we did is we created annotation.","These images show people doing various things in different situations, and we annotated them.|",8
"images like the ones that you see here, so people doing different things in very different situations. And what we did is we created annotation.",Different scenes in these images show people doing various tasks. We created annotations.|,7
"images like the ones that you see here, so people doing different things in very different situations. And what we did is we created annotation.",Images illustrate diverse activities of people in different scenarios. We have added annotations.|,6
"images like the ones that you see here, so people doing different things in very different situations. And what we did is we created annotation.",The pictures show people doing various actions in multiple situations. We made annotations for these.|,5
"images like the ones that you see here, so people doing different things in very different situations. And what we did is we created annotation.",Our images display a range of people performing different activities under various conditions. Annotations were made for these images.|,4
"images like the ones that you see here, so people doing different things in very different situations. And what we did is we created annotation.",The images you observe here exhibit different people engaged in various actions under diverse circumstances. We created specific annotations for these images.|,3
"images like the ones that you see here, so people doing different things in very different situations. And what we did is we created annotation.","In these images, people are captured engaging in assorted activities within a multitude of scenarios. We developed detailed annotations for each of these images.|",2
"images like the ones that you see here, so people doing different things in very different situations. And what we did is we created annotation.",The images here show a diverse array of people performing a variety of activities in differing contexts. We meticulously created annotations for these various contexts.|,1
in this specific situation. We had two different interfaces. This is the one of emotion categories. And we have another one for continuous dimensions. So.,"In this situation, we had two interfaces: one for emotion categories and one for continuous dimensions.|",1
in this specific situation. We had two different interfaces. This is the one of emotion categories. And we have another one for continuous dimensions. So.,"We had two interfaces in this situation: one for emotion categories, and another for continuous dimensions.|",2
in this specific situation. We had two different interfaces. This is the one of emotion categories. And we have another one for continuous dimensions. So.,"We had two interfaces here, one for emotion categories and another for continuous dimensions.|",3
in this specific situation. We had two different interfaces. This is the one of emotion categories. And we have another one for continuous dimensions. So.,"In this case, we had two interfaces: one for emotion categories, another for continuous dimensions.|",4
in this specific situation. We had two different interfaces. This is the one of emotion categories. And we have another one for continuous dimensions. So.,We had two different interfaces: one for emotion categories and another for continuous dimensions.|,5
in this specific situation. We had two different interfaces. This is the one of emotion categories. And we have another one for continuous dimensions. So.,We had two interfaces: one for emotions and another for continuous dimensions.|,6
in this specific situation. We had two different interfaces. This is the one of emotion categories. And we have another one for continuous dimensions. So.,We had two interfaces: one for emotions and another for dimensions.|,7
in this specific situation. We had two different interfaces. This is the one of emotion categories. And we have another one for continuous dimensions. So.,There were two interfaces: one for emotions and one for dimensions.|,8
in this specific situation. We had two different interfaces. This is the one of emotion categories. And we have another one for continuous dimensions. So.,"We had two interfaces: one for emotions, one for dimensions.|",9
there are different ways of representing emotions in a machine. Categories is one of the most common and emotional dimensions is the other one. Maybe.,Machines represent emotions in varied ways.|,9
there are different ways of representing emotions in a machine. Categories is one of the most common and emotional dimensions is the other one. Maybe.,Emotions can be represented in machines through categories or dimensions.|,8
there are different ways of representing emotions in a machine. Categories is one of the most common and emotional dimensions is the other one. Maybe.,"Different methods exist to show emotions in machines, such as categories and dimensions.|",7
there are different ways of representing emotions in a machine. Categories is one of the most common and emotional dimensions is the other one. Maybe.,"Machines can represent emotions in several ways, with categories and dimensions being common approaches.|",6
there are different ways of representing emotions in a machine. Categories is one of the most common and emotional dimensions is the other one. Maybe.,"There are multiple methods for machines to depict emotions, such as using categories or emotional dimensions.|",5
there are different ways of representing emotions in a machine. Categories is one of the most common and emotional dimensions is the other one. Maybe.,"Machines have various means of displaying emotions, with categories and emotional dimensions among the more frequent methods.|",4
there are different ways of representing emotions in a machine. Categories is one of the most common and emotional dimensions is the other one. Maybe.,"Emotions can be represented in a machine utilizing several methods, most notably through categories and emotional dimensions.|",3
there are different ways of representing emotions in a machine. Categories is one of the most common and emotional dimensions is the other one. Maybe.,"There are different approaches to encoding emotions in machines, commonly including categories and emotional dimensions.|",2
there are different ways of representing emotions in a machine. Categories is one of the most common and emotional dimensions is the other one. Maybe.,"Representing emotions in a machine can be approached in various ways, notably including categories and emotional dimensions, with categories being one of the most prevalent and dimensions the other.|",1
there are different ways of representing emotions in a machine. Categories is one of the most common and emotional dimensions is the other one. Maybe.,"Various methods exist for representing emotions in machines, with categories and emotional dimensions being the most common.|",1
"it's less popular. But the idea of the continuous dimensions is to label according to valence, which is is a dimension that just measures whether.","It is less favored, but the notion of continuous dimensions is to mark based on valence, which merely gauges if.",1
"it's less popular. But the idea of the continuous dimensions is to label according to valence, which is is a dimension that just measures whether.","Less popular, but continuous dimensions aim to label by valence, measuring whether.",2
"it's less popular. But the idea of the continuous dimensions is to label according to valence, which is is a dimension that just measures whether.","It is less common, but continuous dimensions aim to classify by valence, evaluating if.",3
"it's less popular. But the idea of the continuous dimensions is to label according to valence, which is is a dimension that just measures whether.","It is less common; continuous dimensions label by valence, assessing if.",4
"it's less popular. But the idea of the continuous dimensions is to label according to valence, which is is a dimension that just measures whether.","Though less popular, continuous dimensions use valence to measure whether.",6
"it's less popular. But the idea of the continuous dimensions is to label according to valence, which is is a dimension that just measures whether.",It's less common; continuous dimensions use valence to gauge whether.,7
"someone is feeling something positive or something negative. A rousal is measuring whether someone is in calm or very ready to act, very agitated. And.",Emotions can be positive or negative. Arousal gauges if a person is calm or highly active.|,9
"someone is feeling something positive or something negative. A rousal is measuring whether someone is in calm or very ready to act, very agitated. And.",People feel positive or negative emotions. Arousal measures calmness or agitation.|,8
"someone is feeling something positive or something negative. A rousal is measuring whether someone is in calm or very ready to act, very agitated. And.",Mood can be positive or negative. Arousal checks if one is calm or ready to act.|,7
"someone is feeling something positive or something negative. A rousal is measuring whether someone is in calm or very ready to act, very agitated. And.",Emotions range from positive to negative. Arousal indicates calmness or high excitement.|,6
"someone is feeling something positive or something negative. A rousal is measuring whether someone is in calm or very ready to act, very agitated. And.",Feelings can be positive or negative. Arousal measures calmness or readiness to act.|,5
"someone is feeling something positive or something negative. A rousal is measuring whether someone is in calm or very ready to act, very agitated. And.",Emotions are positive or negative. Arousal shows if one is calm or agitated.|,4
"someone is feeling something positive or something negative. A rousal is measuring whether someone is in calm or very ready to act, very agitated. And.",Emotions may be positive or negative. Arousal shows calmness or readiness to act.|,3
"someone is feeling something positive or something negative. A rousal is measuring whether someone is in calm or very ready to act, very agitated. And.",Emotions are either positive or negative. Arousal indexes calmness or extreme agitation.|,2
"someone is feeling something positive or something negative. A rousal is measuring whether someone is in calm or very ready to act, very agitated. And.",Feelings vary from positive to negative. Arousal measures if a person is calm or highly agitated.|,1
"someone is feeling something positive or something negative. A rousal is measuring whether someone is in calm or very ready to act, very agitated. And.",People feel positive or negative emotions. Arousal analyzes calmness or readiness for action.|,1
then dominance that is measuring whether someone is feeling dominated by the situation or the opposite is that someone is feeling in control of the.,"Then, dominance measures if someone feels dominated by a situation or in control.|",1
then dominance that is measuring whether someone is feeling dominated by the situation or the opposite is that someone is feeling in control of the.,Dominance measures if someone feels dominated or in control.|,2
then dominance that is measuring whether someone is feeling dominated by the situation or the opposite is that someone is feeling in control of the.,Dominance assesses if one feels dominated by a situation or in control.|,3
then dominance that is measuring whether someone is feeling dominated by the situation or the opposite is that someone is feeling in control of the.,Dominance evaluates if someone feels dominated by a situation or in charge.|,4
then dominance that is measuring whether someone is feeling dominated by the situation or the opposite is that someone is feeling in control of the.,Dominance measures if one feels dominated or in control of a situation.|,5
then dominance that is measuring whether someone is feeling dominated by the situation or the opposite is that someone is feeling in control of the.,Dominance measures if someone feels dominated or if they feel in control.|,6
