original_sentence,summary,level,FRE
"Maybe it's less popular. But the idea of the continuous dimensions is to label according to valence, which is is a dimension that just measures whether someone is feeling something positive or something negative. A rousal is measuring whether someone is in calm or very ready to act, very agitated.",Continuous dimensions categorize feelings. Valence distinguishes between positive and negative emotions. Arousal gauges calmness or agitation.,6,-25.940833333333302
"Maybe it's less popular. But the idea of the continuous dimensions is to label according to valence, which is is a dimension that just measures whether someone is feeling something positive or something negative. A rousal is measuring whether someone is in calm or very ready to act, very agitated.","Continuous dimensions label emotions by valence, which measures positive or negative feelings, and arousal, which measures calmness or agitation.",5,4.992105263157924
"Maybe it's less popular. But the idea of the continuous dimensions is to label according to valence, which is is a dimension that just measures whether someone is feeling something positive or something negative. A rousal is measuring whether someone is in calm or very ready to act, very agitated.",Continuous dimensions are used to label emotions by valence and arousal. Valence differentiates positive or negative feelings. Arousal measures calmness or agitation.,4,7.1189393939393995
"Maybe it's less popular. But the idea of the continuous dimensions is to label according to valence, which is is a dimension that just measures whether someone is feeling something positive or something negative. A rousal is measuring whether someone is in calm or very ready to act, very agitated.","The continuous dimensions theory, though less popular, labels by valence and arousal. Valence assesses positive or negative feelings, while arousal measures calm or agitated states.",3,18.17950000000002
"Maybe it's less popular. But the idea of the continuous dimensions is to label according to valence, which is is a dimension that just measures whether someone is feeling something positive or something negative. A rousal is measuring whether someone is in calm or very ready to act, very agitated.","Despite its lesser popularity, the continuous dimensions concept labels emotions by valence, which assesses positive or negative feelings, and by arousal, which measures calmness or agitation.",2,-1.770384615384586
"Maybe it's less popular. But the idea of the continuous dimensions is to label according to valence, which is is a dimension that just measures whether someone is feeling something positive or something negative. A rousal is measuring whether someone is in calm or very ready to act, very agitated.","Though it is less known, the continuous dimensions method labels by valence that measures positive or negative feelings and by arousal that assesses calmness or agitation.",1,24.260384615384652
"And then dominance that is measuring whether someone is feeling dominated by the situation or the opposite is that someone is feeling in control of the situation. And then we also collected some demographics of the person in the picture, like the gender or the estimated age. And we use cloud sourcing for collecting all of these annotations.",Dominance measures if someone feels controlled or in control of a situation. We also collected demographics such as gender and age using cloud sourcing.,9,46.60500000000002
"And then dominance that is measuring whether someone is feeling dominated by the situation or the opposite is that someone is feeling in control of the situation. And then we also collected some demographics of the person in the picture, like the gender or the estimated age. And we use cloud sourcing for collecting all of these annotations.",Dominance assesses if one feels dominated or controls the situation. We also gathered details like gender and age using cloud sourcing.,8,43.09178571428572
"And then dominance that is measuring whether someone is feeling dominated by the situation or the opposite is that someone is feeling in control of the situation. And then we also collected some demographics of the person in the picture, like the gender or the estimated age. And we use cloud sourcing for collecting all of these annotations.","Dominance verifies if someone feels dominated or in control. Also, gender and age were collected using cloud sourcing.",7,42.60000000000002
"And then dominance that is measuring whether someone is feeling dominated by the situation or the opposite is that someone is feeling in control of the situation. And then we also collected some demographics of the person in the picture, like the gender or the estimated age. And we use cloud sourcing for collecting all of these annotations.",Dominance measures if one feels dominated or in control. We collected gender and age via cloud sourcing.,6,53.889852941176486
"And then dominance that is measuring whether someone is feeling dominated by the situation or the opposite is that someone is feeling in control of the situation. And then we also collected some demographics of the person in the picture, like the gender or the estimated age. And we use cloud sourcing for collecting all of these annotations.",Dominance shows whether someone feels dominated or in control. We also noted gender and age using cloud sourcing.,5,52.00000000000003
"And then dominance that is measuring whether someone is feeling dominated by the situation or the opposite is that someone is feeling in control of the situation. And then we also collected some demographics of the person in the picture, like the gender or the estimated age. And we use cloud sourcing for collecting all of these annotations.",Dominance indicates if a person feels dominated or in control. We collected gender and age data using cloud sourcing.,4,45.80302631578948
"And then dominance that is measuring whether someone is feeling dominated by the situation or the opposite is that someone is feeling in control of the situation. And then we also collected some demographics of the person in the picture, like the gender or the estimated age. And we use cloud sourcing for collecting all of these annotations.",Dominance indicates if one feels dominated or in control. We gathered gender and age using cloud sourcing.,3,53.889852941176486
"And then dominance that is measuring whether someone is feeling dominated by the situation or the opposite is that someone is feeling in control of the situation. And then we also collected some demographics of the person in the picture, like the gender or the estimated age. And we use cloud sourcing for collecting all of these annotations.",Dominance shows if one feels dominated or in control. We noted gender and age with cloud sourcing.,2,68.81926470588238
"And then dominance that is measuring whether someone is feeling dominated by the situation or the opposite is that someone is feeling in control of the situation. And then we also collected some demographics of the person in the picture, like the gender or the estimated age. And we use cloud sourcing for collecting all of these annotations.",Dominance reflects if one feels dominated or in control. Gender and age were collected via cloud sourcing.,1,53.889852941176486
"I'm going to show you a little bit about the deep learning model that we developed as a baseline to model this problem. So what we did, it's a very simple model. This is the representation of the architecture.","A description of our deep learning model which serves as a baseline for the problem, will be shown; it is a basic model and this is its architecture.",1,57.55785714285717
"I'm going to show you a little bit about the deep learning model that we developed as a baseline to model this problem. So what we did, it's a very simple model. This is the representation of the architecture.","Here is an overview of our baseline deep learning model. It is very simple, and this is its architecture.",2,63.613552631578955
"I'm going to show you a little bit about the deep learning model that we developed as a baseline to model this problem. So what we did, it's a very simple model. This is the representation of the architecture.","We developed a simple deep learning model as a baseline, and I will show you its architecture.",3,55.21529411764709
"I'm going to show you a little bit about the deep learning model that we developed as a baseline to model this problem. So what we did, it's a very simple model. This is the representation of the architecture.","Our basic deep learning model will be shown, serving as our problem's baseline model.",4,53.639285714285734
"I'm going to show you a little bit about the deep learning model that we developed as a baseline to model this problem. So what we did, it's a very simple model. This is the representation of the architecture.",We developed a simple baseline model in deep learning and will show its architecture.,5,53.639285714285734
"I'm going to show you a little bit about the deep learning model that we developed as a baseline to model this problem. So what we did, it's a very simple model. This is the representation of the architecture.","We made a simple deep learning baseline model, shown here.",7,78.24500000000002
"I'm going to show you a little bit about the deep learning model that we developed as a baseline to model this problem. So what we did, it's a very simple model. This is the representation of the architecture.",This is our simple deep learning baseline model.,8,61.24000000000001
"I'm going to show you a little bit about the deep learning model that we developed as a baseline to model this problem. So what we did, it's a very simple model. This is the representation of the architecture.",Our simple model.,9,34.59000000000003
"So basically, we have as input the image, and we know the location of the target person that we are trying to recognize the emotion of. And then we have one module that is extracting person features. So it's fully convolutional and we extract features of the bounding box containing the person.",We input the image and locate the target person. A module then extracts features from the bounding box.,9,70.80000000000003
"So basically, we have as input the image, and we know the location of the target person that we are trying to recognize the emotion of. And then we have one module that is extracting person features. So it's fully convolutional and we extract features of the bounding box containing the person.","An image is input, locating the person to recognize the emotion. A module extracts bounding box features.",8,43.93691176470591
And then we have another module which is the context features that takes as an input the whole image and extract also enough using a fully convolutional network features about the context. And then we merge these features. We have one fully connected layer.,The module extracts context from the image and merges it with a connected layer.,1,59.68214285714288
"And we separate the recognition of balance, and also land dominance, and the emotion categories. And the type of loss function that we use is regression, because from our experiments, we saw that it was the best way to model our data. So these are the type of results that we get.|","We separate balance, land dominance, and emotions. We use a regression loss function because it models our data best. These are our results.|",9,55.60115942028986
"And we separate the recognition of balance, and also land dominance, and the emotion categories. And the type of loss function that we use is regression, because from our experiments, we saw that it was the best way to model our data. So these are the type of results that we get.|","We analyze balance, land dominance, and emotions separately. Regression is our chosen loss function since it models data best in our tests. These are our findings.|",8,45.10756410256414
"And we separate the recognition of balance, and also land dominance, and the emotion categories. And the type of loss function that we use is regression, because from our experiments, we saw that it was the best way to model our data. So these are the type of results that we get.|","We distinguish between balance, land dominance, and emotions. Regression is our preferred loss function due to its effectiveness in tests. These are the results.|",7,54.190000000000026
"And we separate the recognition of balance, and also land dominance, and the emotion categories. And the type of loss function that we use is regression, because from our experiments, we saw that it was the best way to model our data. So these are the type of results that we get.|","We separate balance, land dominance, and emotion categories. Regression loss function best models our data according to our experiments. Here are the results.|",6,29.853333333333353
"And we separate the recognition of balance, and also land dominance, and the emotion categories. And the type of loss function that we use is regression, because from our experiments, we saw that it was the best way to model our data. So these are the type of results that we get.|","We separate the recognition of balance, land dominance, and emotions. We use regression loss function because our experiments showed it models data best. These are the results.|",5,47.30000000000004
"And we separate the recognition of balance, and also land dominance, and the emotion categories. And the type of loss function that we use is regression, because from our experiments, we saw that it was the best way to model our data. So these are the type of results that we get.|","Balance recognition, land dominance, and emotion categories are separated. Regression loss function was used because experiments showed it models data best. These are the results.|",4,32.56066666666669
"And we separate the recognition of balance, and also land dominance, and the emotion categories. And the type of loss function that we use is regression, because from our experiments, we saw that it was the best way to model our data. So these are the type of results that we get.|","Balance, land dominance, and emotion recognition are separated categories. Our experiments indicated regression loss function best models our data. These are the results.|",3,11.46202898550726
"And we separate the recognition of balance, and also land dominance, and the emotion categories. And the type of loss function that we use is regression, because from our experiments, we saw that it was the best way to model our data. So these are the type of results that we get.|","Recognition of balance, land dominance, and emotions are separated. Regression loss function was chosen, as experiments showed it models data best. These results.|",2,37.209855072463796
"And we separate the recognition of balance, and also land dominance, and the emotion categories. And the type of loss function that we use is regression, because from our experiments, we saw that it was the best way to model our data. So these are the type of results that we get.|","Recognition of balance, land dominance, and emotions are separated categories. Our experiments suggested regression loss function best models our data. Results.|",1,6.35857142857148
"And we separate the recognition of balance, and also land dominance, and the emotion categories. And the type of loss function that we use is regression, because from our experiments, we saw that it was the best way to model our data. So these are the type of results that we get.|","We separate recognition of balance, land dominance, and emotions. Regression loss function was used, as it models data best according to our tests. These are the results.|",1,53.56666666666669
"So these are the type of images that we get. This is recognition of anticipation, excitement, engagement, and confidence in this case. This is another example of recognition, pleasure, happiness, and affection in this other picture.",These images show recognition of different emotions.,9,6.35857142857148
"So these are the type of images that we get. This is recognition of anticipation, excitement, engagement, and confidence in this case. This is another example of recognition, pleasure, happiness, and affection in this other picture.","These images display feelings like confidence, excitement, and happiness.",8,19.100000000000023
"So these are the type of images that we get. This is recognition of anticipation, excitement, engagement, and confidence in this case. This is another example of recognition, pleasure, happiness, and affection in this other picture.","The images depict emotions such as anticipation, engagement, happiness, and affection.",7,-4.293636363636352
"So these are the type of images that we get. This is recognition of anticipation, excitement, engagement, and confidence in this case. This is another example of recognition, pleasure, happiness, and affection in this other picture.","The images portray various feelings, like anticipation, excitement, engagement, confidence, pleasure, happiness, and affection.",6,-18.875
"So these are the type of images that we get. This is recognition of anticipation, excitement, engagement, and confidence in this case. This is another example of recognition, pleasure, happiness, and affection in this other picture.","These are the kinds of images obtained, showing recognition of emotions like anticipation, excitement, engagement, confidence, pleasure, happiness, and affection.",5,-3.8149999999999693
"So these are the type of images that we get. This is recognition of anticipation, excitement, engagement, and confidence in this case. This is another example of recognition, pleasure, happiness, and affection in this other picture.","These images are the ones obtained and they display recognition of emotions such as anticipation, excitement, engagement, confidence, pleasure, happiness, and affection.",4,7.614090909090919
"So these are the type of images that we get. This is recognition of anticipation, excitement, engagement, and confidence in this case. This is another example of recognition, pleasure, happiness, and affection in this other picture.","In these images, there is a recognition of anticipation, excitement, engagement, confidence, pleasure, happiness, and affection being portrayed.",3,0.5649999999999977
"So these are the type of images that we get. This is recognition of anticipation, excitement, engagement, and confidence in this case. This is another example of recognition, pleasure, happiness, and affection in this other picture.","These are the types of images received that represent recognition of various emotions including anticipation, excitement, engagement, confidence, pleasure, happiness, and affection.",2,-11.613181818181829
"So these are the type of images that we get. This is recognition of anticipation, excitement, engagement, and confidence in this case. This is another example of recognition, pleasure, happiness, and affection in this other picture.","The images we get show recognition of emotions like anticipation, excitement, engagement, confidence, pleasure, happiness, and affection in various instances.",1,-8.044999999999959
"So these are the type of images that we get. This is recognition of anticipation, excitement, engagement, and confidence in this case. This is another example of recognition, pleasure, happiness, and affection in this other picture.","These images represent the types we receive, recognizing emotions such as anticipation, excitement, engagement, confidence, pleasure, happiness in one case, and affection in another.",1,2.7000000000000455
"Another one pretty challenging that here is, it recognized happiness, the system, but here you don't see the face. So clearly somehow it's extracting some information about the context and the situation.","Another challenging example, the system recognized happiness without seeing the face, extracting context information.",9,-6.789285714285711
"Another one pretty challenging that here is, it recognized happiness, the system, but here you don't see the face. So clearly somehow it's extracting some information about the context and the situation.","Here is a challenging case: the system recognized happiness without seeing the face, using context information.",8,31.97
"Another one pretty challenging that here is, it recognized happiness, the system, but here you don't see the face. So clearly somehow it's extracting some information about the context and the situation.","This challenging example shows the system recognizing happiness without seeing a face, based on context.",7,33.690000000000026
"Another one pretty challenging that here is, it recognized happiness, the system, but here you don't see the face. So clearly somehow it's extracting some information about the context and the situation.","In this challenging instance, the system recognized happiness without a visible face by using context clues.",6,37.25750000000002
"Another one pretty challenging that here is, it recognized happiness, the system, but here you don't see the face. So clearly somehow it's extracting some information about the context and the situation.","This challenging case shows the system recognizing happiness without face visibility, extracting information from context.",5,-0.14999999999997726
"Another one pretty challenging that here is, it recognized happiness, the system, but here you don't see the face. So clearly somehow it's extracting some information about the context and the situation.","A challenging example where the system recognized happiness without seeing the face, extracting context information.",4,11.130000000000024
"Another one pretty challenging that here is, it recognized happiness, the system, but here you don't see the face. So clearly somehow it's extracting some information about the context and the situation.","The system found happiness though no face was visible, using context. This case poses a challenge.",3,66.5275
"Another one pretty challenging that here is, it recognized happiness, the system, but here you don't see the face. So clearly somehow it's extracting some information about the context and the situation.","It's a difficult situation where happiness was identified by the system despite no face, using context information.",1,20.380000000000024
"Another one pretty challenging that here is, it recognized happiness, the system, but here you don't see the face. So clearly somehow it's extracting some information about the context and the situation.","The system faced a tough task identifying happiness without facial visibility, extracting context and situation clues.",1,5.532499999999999
"So the truth is that this system is not working very well, so this is the first attempt in trying to recognize emotions using not just face, but using person and situational context. So this is our first baseline. We are progressing this project in different directions.","The system is not working well, so we are trying to recognize emotions using more context. This is our first baseline, and the project is moving forward.",3,61.53250000000003
"So the truth is that this system is not working very well, so this is the first attempt in trying to recognize emotions using not just face, but using person and situational context. So this is our first baseline. We are progressing this project in different directions.","The system is not working well, so we are trying to recognize emotions using more context. This is the first baseline, and we are progressing the project.",4,64.66583333333335
"So the truth is that this system is not working very well, so this is the first attempt in trying to recognize emotions using not just face, but using person and situational context. So this is our first baseline. We are progressing this project in different directions.",This system is not working well. This is our first attempt at using context for recognizing emotions. This is the baseline and the project is advancing.,6,64.63064102564107
"So the truth is that this system is not working very well, so this is the first attempt in trying to recognize emotions using not just face, but using person and situational context. So this is our first baseline. We are progressing this project in different directions.",The system is not very good. This is our first try at using context for recognizing emotions. This is the baseline and the project moves forward.,7,71.13833333333336
"So the truth is that this system is not working very well, so this is the first attempt in trying to recognize emotions using not just face, but using person and situational context. So this is our first baseline. We are progressing this project in different directions.",The system is not working well. This is our first try at using context for emotion recognition. This is the baseline and the project continues.,8,66.40066666666667
"So the truth is that this system is not working very well, so this is the first attempt in trying to recognize emotions using not just face, but using person and situational context. So this is our first baseline. We are progressing this project in different directions.",The system is not very good. This is our first try at using context for emotions. This is the baseline and the project moves forward.,9,79.93666666666668
"So the truth is that this system is not working very well, so this is the first attempt in trying to recognize emotions using not just face, but using person and situational context. So this is our first baseline. We are progressing this project in different directions.","The system is not working well. We are first trying to use context for emotions. This is the baseline, and the project goes on.",1,82.39000000000001
"So the Red House restaurant is a restaurant in Cambridge, Massachusetts in USA. So if you go to this restaurant and you never went to this restaurant and you want to know how this restaurant works, so you Google this restaurant and you get all of these reviews. So this is one example of a review of the Red House restaurant.","The Red House is a restaurant in Cambridge, Massachusetts, USA. To learn more before visiting for the first time, you can look up reviews online.",6,68.93950000000002
"So the Red House restaurant is a restaurant in Cambridge, Massachusetts in USA. So if you go to this restaurant and you never went to this restaurant and you want to know how this restaurant works, so you Google this restaurant and you get all of these reviews. So this is one example of a review of the Red House restaurant.","Located in Cambridge, Massachusetts, the Red House restaurant receives numerous reviews online. Prospective visitors who have not previously dined there can find useful information in these reviews.",5,30.199166666666713
"So the Red House restaurant is a restaurant in Cambridge, Massachusetts in USA. So if you go to this restaurant and you never went to this restaurant and you want to know how this restaurant works, so you Google this restaurant and you get all of these reviews. So this is one example of a review of the Red House restaurant.","The Red House restaurant, in Cambridge, Massachusetts, has a plethora of online reviews. Those who have never visited the establishment can search for these reviews to gain insights into the dining experience.",4,45.18875
"So the Red House restaurant is a restaurant in Cambridge, Massachusetts in USA. So if you go to this restaurant and you never went to this restaurant and you want to know how this restaurant works, so you Google this restaurant and you get all of these reviews. So this is one example of a review of the Red House restaurant.","In Cambridge, Massachusetts, the Red House restaurant garners extensive online reviews. Individuals who have not dined there can consult these reviews to familiarize themselves with the restaurant's dining experience.",3,28.7519827586207
"So the Red House restaurant is a restaurant in Cambridge, Massachusetts in USA. So if you go to this restaurant and you never went to this restaurant and you want to know how this restaurant works, so you Google this restaurant and you get all of these reviews. So this is one example of a review of the Red House restaurant.","Established in Cambridge, Massachusetts, the Red House restaurant presents numerous online critiques. Potential diners without previous experience at the restaurant can search for these critiques to acquire a comprehensive understanding of the restaurant's dining milieu and operational framework.",1,7.218421052631584
"So the Red House restaurant is a restaurant in Cambridge, Massachusetts in USA. So if you go to this restaurant and you never went to this restaurant and you want to know how this restaurant works, so you Google this restaurant and you get all of these reviews. So this is one example of a review of the Red House restaurant.","The Red House restaurant, found in Cambridge, Massachusetts, garners multiple internet reviews. Interested parties who have never attended the establishment previously can search for these testimonials to gather a substantive understanding of its dining experience, operational procedures, and setting.",1,2.65788461538466
"Okay, so let's focus in a piece of this review. review. So here it says, what's a delight, terrific menu, great craft, cocktails, unpretentious atmosphere of mostly locals and college professors chatting over dinner.|","It says there is a delightful place with great food, drinks, and a relaxed atmosphere with locals and professors.|",9,67.32894736842107
"Okay, so let's focus in a piece of this review. review. So here it says, what's a delight, terrific menu, great craft, cocktails, unpretentious atmosphere of mostly locals and college professors chatting over dinner.|","It mentions a delightful place with an excellent menu, craft cocktails, and an unpretentious atmosphere with locals and college professors.|",8,34.255000000000024
"Okay, so let's focus in a piece of this review. review. So here it says, what's a delight, terrific menu, great craft, cocktails, unpretentious atmosphere of mostly locals and college professors chatting over dinner.|","This review section highlights a place with delightful food, excellent cocktails, and a relaxed atmosphere enjoyed by locals and college professors.|",7,36.46285714285716
"Okay, so let's focus in a piece of this review. review. So here it says, what's a delight, terrific menu, great craft, cocktails, unpretentious atmosphere of mostly locals and college professors chatting over dinner.|","The review notes a delightful spot with a terrific menu, great craft cocktails, and an unpretentious atmosphere favored by locals and professors.|",6,38.37772727272727
"Okay, so let's focus in a piece of this review. review. So here it says, what's a delight, terrific menu, great craft, cocktails, unpretentious atmosphere of mostly locals and college professors chatting over dinner.|","The review describes an establishment with a delightful ambiance, an exceptional menu, craft cocktails, and a modest atmosphere, mainly attracting locals and professors.|",4,17.968260869565228
"Okay, so let's focus in a piece of this review. review. So here it says, what's a delight, terrific menu, great craft, cocktails, unpretentious atmosphere of mostly locals and college professors chatting over dinner.|","In this review fragment, the establishment is depicted as a delight, with a most excellent menu, skillfully crafted cocktails, and a genuinely unpretentious atmosphere, frequented predominantly by locals and college professors.|",2,0.7119354838710024
"Okay, so let's focus in a piece of this review. review. So here it says, what's a delight, terrific menu, great craft, cocktails, unpretentious atmosphere of mostly locals and college professors chatting over dinner.|","Within this segment of the review, the establishment is characterized as a delight, offering a superb menu, expertly crafted cocktails, and maintaining an unpretentious atmosphere that predominantly attracts locals and college professors.|",1,-0.13249999999996476
"Okay, so we read this type of reviews and from these reviews, we decide whether we want to go to the restaurant or not. Somehow we capture the idea of whether this restaurant is good or not. But it is not saying, this is a good restaurant, go there or this is not a good restaurant, don't go there.","Reviews provide hints on whether a restaurant is good, without stating it directly.",6,50.470769230769264
"Okay, so we read this type of reviews and from these reviews, we decide whether we want to go to the restaurant or not. Somehow we capture the idea of whether this restaurant is good or not. But it is not saying, this is a good restaurant, go there or this is not a good restaurant, don't go there.","By reading reviews, we infer the restaurant's quality without explicit statements.",5,26.470000000000027
"Okay, so we read this type of reviews and from these reviews, we decide whether we want to go to the restaurant or not. Somehow we capture the idea of whether this restaurant is good or not. But it is not saying, this is a good restaurant, go there or this is not a good restaurant, don't go there.",We interpret reviews to determine a restaurant's quality without direct recommendations.,4,-4.293636363636352
"Okay, so we read this type of reviews and from these reviews, we decide whether we want to go to the restaurant or not. Somehow we capture the idea of whether this restaurant is good or not. But it is not saying, this is a good restaurant, go there or this is not a good restaurant, don't go there.",Reviews guide our decision on visiting a restaurant without directly stating if it's good.,3,35.5107142857143
"Okay, so we read this type of reviews and from these reviews, we decide whether we want to go to the restaurant or not. Somehow we capture the idea of whether this restaurant is good or not. But it is not saying, this is a good restaurant, go there or this is not a good restaurant, don't go there.","Reviews help us decide if a restaurant is worth it, without giving direct opinions.",2,53.639285714285734
"Okay, so we read this type of reviews and from these reviews, we decide whether we want to go to the restaurant or not. Somehow we capture the idea of whether this restaurant is good or not. But it is not saying, this is a good restaurant, go there or this is not a good restaurant, don't go there.",We read reviews to infer a restaurant's quality without direct advice.,1,41.8518181818182
"So from this type of information, can you tell me if the person that wrote this text was feeling something positive or something negative about the restaurant? Is it positive? It's very clear.|","Is it clear from the text if the writer felt positive or negative about the restaurant? Original sentence: So from this type of information, can you tell me if the person that wrote this text was feeling something positive or something negative about the restaurant? Is it positive? It's very clear.",1,61.18786764705885
"For us, it's very easy to do. So one thing that we can think is maybe we can develop algorithms that do the same. So actually, there's a lot of research in trying to capture sentiment from text.",It's easy for us to do. We can develop algorithms to do the same. There is research on capturing sentiment from text.,9,72.49166666666669
"For us, it's very easy to do. So one thing that we can think is maybe we can develop algorithms that do the same. So actually, there's a lot of research in trying to capture sentiment from text.",It's simple for us. We think we can develop similar algorithms. Much research captures text sentiment.,8,58.65916666666669
"For us, it's very easy to do. So one thing that we can think is maybe we can develop algorithms that do the same. So actually, there's a lot of research in trying to capture sentiment from text.",We find it easy. Maybe we can create similar algorithms. Research is ongoing in sentiment analysis from text.,7,45.64500000000001
"For us, it's very easy to do. So one thing that we can think is maybe we can develop algorithms that do the same. So actually, there's a lot of research in trying to capture sentiment from text.",It's pretty easy for us to accomplish. Perhaps we can create algorithms that mimic this. There is considerable research focused on sentiment analysis from text.,6,42.71266666666668
"For us, it's very easy to do. So one thing that we can think is maybe we can develop algorithms that do the same. So actually, there's a lot of research in trying to capture sentiment from text.",We find it quite simple. We might develop algorithms that replicate this. Considerable research is dedicated to capturing text sentiment.,5,30.86833333333334
"For us, it's very easy to do. So one thing that we can think is maybe we can develop algorithms that do the same. So actually, there's a lot of research in trying to capture sentiment from text.","For us, it is quite easy. So, we could design similar algorithms. Extensive research aims to capture sentiment from text.",4,64.70833333333334
"For us, it's very easy to do. So one thing that we can think is maybe we can develop algorithms that do the same. So actually, there's a lot of research in trying to capture sentiment from text.",It's very easy for us. Maybe we can devise similar algorithms. Substantial research attempts sentiment analysis of text.,3,36.245000000000005
"For us, it's very easy to do. So one thing that we can think is maybe we can develop algorithms that do the same. So actually, there's a lot of research in trying to capture sentiment from text.",We find it easy to do. We might develop similar algorithms. Numerous studies focus on extracting text sentiment.,2,45.64500000000001
"For us, it's very easy to do. So one thing that we can think is maybe we can develop algorithms that do the same. So actually, there's a lot of research in trying to capture sentiment from text.","For us, it's not difficult. We could devise similar algorithms. There is much research in sentiment analysis from text.",1,57.9224561403509
"For us, it's very easy to do. So one thing that we can think is maybe we can develop algorithms that do the same. So actually, there's a lot of research in trying to capture sentiment from text.",This is simple for us. Developing similar algorithms is possible. Extensive research focuses on text sentiment.,1,21.646666666666704
"It was developed in MIT media lab, not in effective computing group, which is the group I'm working on. It was developed on social machines. And the idea behind this method is quite simple.","It was created at MIT media lab, not by my group, the effective computing group. The development focused on social machines with a simple idea.",1,45.25150000000002
"It was developed in MIT media lab, not in effective computing group, which is the group I'm working on. It was developed on social machines. And the idea behind this method is quite simple.","MIT developed it in the media lab, not in the effective computing group where I work. It focuses on social machines and is based on a straightforward idea.",2,53.639285714285734
"It was developed in MIT media lab, not in effective computing group, which is the group I'm working on. It was developed on social machines. And the idea behind this method is quite simple.","Developed at MIT media lab, not by our effective computing group. It focuses on social machines with a simple idea.",3,35.94500000000002
"It was developed in MIT media lab, not in effective computing group, which is the group I'm working on. It was developed on social machines. And the idea behind this method is quite simple.","The MIT media lab, not our effective computing group, developed it. The focus is on social machines and its idea is simple.",4,45.69727272727275
"It was developed in MIT media lab, not in effective computing group, which is the group I'm working on. It was developed on social machines. And the idea behind this method is quite simple.","Developed at the MIT media lab, not in the effective computing group I work with. It involves social machines and a straightforward idea.",5,48.032065217391334
"It was developed in MIT media lab, not in effective computing group, which is the group I'm working on. It was developed on social machines. And the idea behind this method is quite simple.","Created at MIT media lab, not in the effective computing group I work in, it focuses on social machines and has a straightforward idea.",6,34.42500000000004
"It was developed in MIT media lab, not in effective computing group, which is the group I'm working on. It was developed on social machines. And the idea behind this method is quite simple.","Developed at MIT media lab, not in my group's effective computing section. It focuses on social machines and follows an easy idea.",7,38.00636363636366
"It was developed in MIT media lab, not in effective computing group, which is the group I'm working on. It was developed on social machines. And the idea behind this method is quite simple.","Developed at MIT media lab, not where I work in effective computing. It focuses on social machines and is based on an easy idea.",9,50.130000000000024
"It was developed in MIT media lab, not in effective computing group, which is the group I'm working on. It was developed on social machines. And the idea behind this method is quite simple.","Developed at MIT media lab, not in my group. It focuses on social machines with an easy idea.",1,52.00000000000003
This is because the deep learning model has an attention layer.,A deep learning model's attention layer causes this.,8,50.66500000000002
So it can capture the contribution of the different words to this prediction.,It captures how each word contributes to the prediction.,7,66.10000000000002
This is because the deep learning model has an attention layer.,This results from the deep learning model's attention layer.,5,56.70000000000002
So it can capture the contribution of the different words to this prediction.,The model captures each word's contribution to the prediction.,4,47.30000000000004
This is because the deep learning model has an attention layer.,The reason is the deep learning model's attention mechanism.,2,47.30000000000004
So it can capture the contribution of the different words to this prediction.,"Hence, it captures contributions of different words to predictions.",1,37.900000000000034
