original_sentence,summary,level
Giving the correct emotional meaning to an isolated facial expression. So I'm going to show you some examples of experiments that were performed by psychologists that were studying what's the.. ,Psychologists conducted tests to explore the emotional significance of isolated facial expressions.. ,1
"level of agreement in giving an emotional label to a specific facial expression, like here. So here we see clearly a facial expression, but if I ask you, what's this.. ",Agreement varies when labeling emotions to facial expressions. (,9
"level of agreement in giving an emotional label to a specific facial expression, like here. So here we see clearly a facial expression, but if I ask you, what's this.. ",There's clear variation in labeling emotions to expressions. (,8
"level of agreement in giving an emotional label to a specific facial expression, like here. So here we see clearly a facial expression, but if I ask you, what's this.. ",How people label emotions on faces can differ. (,7
"level of agreement in giving an emotional label to a specific facial expression, like here. So here we see clearly a facial expression, but if I ask you, what's this.. ",Labeling emotions for facial expressions is inconsistent. (,6
"level of agreement in giving an emotional label to a specific facial expression, like here. So here we see clearly a facial expression, but if I ask you, what's this.. ",People disagree on labeling facial emotions. (,5
"level of agreement in giving an emotional label to a specific facial expression, like here. So here we see clearly a facial expression, but if I ask you, what's this.. ",Labeling facial expressions emotionally shows disagreement. (,4
"level of agreement in giving an emotional label to a specific facial expression, like here. So here we see clearly a facial expression, but if I ask you, what's this.. ",Assigning emotions to facial expressions often lacks agreement. (,3
"level of agreement in giving an emotional label to a specific facial expression, like here. So here we see clearly a facial expression, but if I ask you, what's this.. ",There's often no consensus when labeling facial expressions with emotions. (,2
"level of agreement in giving an emotional label to a specific facial expression, like here. So here we see clearly a facial expression, but if I ask you, what's this.. ",People often disagree when asked to name the emotion of a visible facial expression. (,1
"facial expression communicating? Well, you might think maybe anger, maybe contempt, this gas fear. So usually people agree that this is a negative, valence emotion, but it's not clear what.. ","An expression could mean anger, contempt, or fear. People see it as negative, but exact emotion is unclear.. ",1
"category. The thing is that if I give you some context suddenly, we probably will agree that this is disgust and this is what happens. People agree here that the.. ","The context shows disgust, and people agree on it.. ",9
"category. The thing is that if I give you some context suddenly, we probably will agree that this is disgust and this is what happens. People agree here that the.. ","If the context is given, people agree on the emotion as disgust.. ",8
"category. The thing is that if I give you some context suddenly, we probably will agree that this is disgust and this is what happens. People agree here that the.. ","With sudden context, we agree that the emotion is disgust.. ",7
"category. The thing is that if I give you some context suddenly, we probably will agree that this is disgust and this is what happens. People agree here that the.. ","Given some context, people see and agree on disgust.. ",6
"category. The thing is that if I give you some context suddenly, we probably will agree that this is disgust and this is what happens. People agree here that the.. ","When context is provided, people identify it as disgust.. ",5
"category. The thing is that if I give you some context suddenly, we probably will agree that this is disgust and this is what happens. People agree here that the.. ",Context helps us agree that it’s disgust.. ,4
"category. The thing is that if I give you some context suddenly, we probably will agree that this is disgust and this is what happens. People agree here that the.. ","Context shows disgust, and we agree.. ",3
"category. The thing is that if I give you some context suddenly, we probably will agree that this is disgust and this is what happens. People agree here that the.. ",People agree that context shows disgust.. ,2
"category. The thing is that if I give you some context suddenly, we probably will agree that this is disgust and this is what happens. People agree here that the.. ",Context equals disgust.. ,1
"face is disgust. But if you give you a different context, then people strongly agree that this is anger. So they have a lot of examples and they run a.. ","People think this face shows disgust, but in another context, they say it shows anger. They also test with many examples.. ",9
"face is disgust. But if you give you a different context, then people strongly agree that this is anger. So they have a lot of examples and they run a.. ","People see disgust in this face, but in another context, they see anger. They have many examples.. ",8
"face is disgust. But if you give you a different context, then people strongly agree that this is anger. So they have a lot of examples and they run a.. ","The face looks like disgust, but in another context, it looks like anger. They use lots of examples.. ",7
"face is disgust. But if you give you a different context, then people strongly agree that this is anger. So they have a lot of examples and they run a.. ","The same face can show disgust or anger, depending on context. They use many examples.. ",6
"face is disgust. But if you give you a different context, then people strongly agree that this is anger. So they have a lot of examples and they run a.. ","Depending on context, the same face shows disgust or anger. They test lots of examples.. ",5
"face is disgust. But if you give you a different context, then people strongly agree that this is anger. So they have a lot of examples and they run a.. ","In one context, the face shows disgust, but in another, it shows anger. They use many examples.. ",4
"face is disgust. But if you give you a different context, then people strongly agree that this is anger. So they have a lot of examples and they run a.. ",A face may show disgust in one case and anger in another. They use many samples.. ,3
"face is disgust. But if you give you a different context, then people strongly agree that this is anger. So they have a lot of examples and they run a.. ","A face can look like disgust or anger based on context, tested with many examples.. ",2
"face is disgust. But if you give you a different context, then people strongly agree that this is anger. So they have a lot of examples and they run a.. ","The face can show disgust or anger based on the situation, using various examples.. ",1
Lot of experiments in using the exact same facial expression in different contexts. And they realize that the context strongly influences the way we perceive emotions. So this is the.. ,Many studies show identical facial expressions in various situations. Context affects how we see emotions.. ,9
Lot of experiments in using the exact same facial expression in different contexts. And they realize that the context strongly influences the way we perceive emotions. So this is the.. ,Studies reveal that context affects our perception of the same facial expressions.. ,8
Lot of experiments in using the exact same facial expression in different contexts. And they realize that the context strongly influences the way we perceive emotions. So this is the.. ,Research indicates that context significantly shapes how we interpret facial expressions.. ,7
Lot of experiments in using the exact same facial expression in different contexts. And they realize that the context strongly influences the way we perceive emotions. So this is the.. ,Studies found that our perception of identical facial expressions varies substantially depending on context.. ,6
Lot of experiments in using the exact same facial expression in different contexts. And they realize that the context strongly influences the way we perceive emotions. So this is the.. ,"Numerous experiments have been conducted utilizing identical facial expressions across different contexts, demonstrating that these contexts play a crucial role in how we interpret emotions.. ",5
Lot of experiments in using the exact same facial expression in different contexts. And they realize that the context strongly influences the way we perceive emotions. So this is the.. ,Various scientific experiments involving identical facial expressions in diverse contexts show that these contexts significantly alter our emotional perception.. ,4
Lot of experiments in using the exact same facial expression in different contexts. And they realize that the context strongly influences the way we perceive emotions. So this is the.. ,Research experiments with the same facial expressions in different contexts indicate that the context profoundly influences emotion perception.. ,3
Lot of experiments in using the exact same facial expression in different contexts. And they realize that the context strongly influences the way we perceive emotions. So this is the.. ,Scientific studies using the same facial expressions in different contexts find that these contexts are crucial in influencing emotional perception.. ,2
Lot of experiments in using the exact same facial expression in different contexts. And they realize that the context strongly influences the way we perceive emotions. So this is the.. ,Studies using identical facial expressions across varied contexts show that context greatly shapes our perception of emotions.. ,1
motivation of one of the projects I'm working on that started here in Barcelona and now I'm still working on it in collaboration with the effective computing group at MIT.. ,The project's motivation began in Barcelona. I am now working with MIT's effective computing group.. ,9
motivation of one of the projects I'm working on that started here in Barcelona and now I'm still working on it in collaboration with the effective computing group at MIT.. ,The project began in Barcelona. I now work with MIT.. ,8
motivation of one of the projects I'm working on that started here in Barcelona and now I'm still working on it in collaboration with the effective computing group at MIT.. ,A project I started in Barcelona is still ongoing with MIT's effective computing group.. ,7
motivation of one of the projects I'm working on that started here in Barcelona and now I'm still working on it in collaboration with the effective computing group at MIT.. ,One project began in Barcelona. I still work on it with MIT.. ,6
motivation of one of the projects I'm working on that started here in Barcelona and now I'm still working on it in collaboration with the effective computing group at MIT.. ,I am still working on a project started in Barcelona with MIT.. ,5
motivation of one of the projects I'm working on that started here in Barcelona and now I'm still working on it in collaboration with the effective computing group at MIT.. ,A project started in Barcelona. I collaborate with MIT.. ,4
motivation of one of the projects I'm working on that started here in Barcelona and now I'm still working on it in collaboration with the effective computing group at MIT.. ,A Barcelona project I continue at MIT.. ,3
motivation of one of the projects I'm working on that started here in Barcelona and now I'm still working on it in collaboration with the effective computing group at MIT.. ,A project from Barcelona continues with MIT.. ,2
motivation of one of the projects I'm working on that started here in Barcelona and now I'm still working on it in collaboration with the effective computing group at MIT.. ,Ongoing Barcelona project with MIT.. ,1
"media lab and the idea behind this project is okay, we know there's a lot of information in the face, that's true, but for developing machines that accurately recognize emotions,.. ",The project by the media lab aims to develop machines that recognize emotions accurately from facial information.. ,9
"we can just rely on the face. We need to understand the context of the person and in particularly we are working in the scene context, in the situation of.. ","We must consider the context, not just the face, especially in the scene.. ",9
"we can just rely on the face. We need to understand the context of the person and in particularly we are working in the scene context, in the situation of.. ",Only relying on the face is not enough; we must grasp the context of the situation.. ,8
"we can just rely on the face. We need to understand the context of the person and in particularly we are working in the scene context, in the situation of.. ",Facial cues alone do not suffice; understanding the scene's context is crucial.. ,7
"we can just rely on the face. We need to understand the context of the person and in particularly we are working in the scene context, in the situation of.. ",The face is not enough. We need to understand the scene's full context.. ,6
"we can just rely on the face. We need to understand the context of the person and in particularly we are working in the scene context, in the situation of.. ",Only looking at faces is insufficient. It's essential to grasp the whole scene.. ,5
"we can just rely on the face. We need to understand the context of the person and in particularly we are working in the scene context, in the situation of.. ",The face alone won't give complete insight; situational context matters.. ,4
"we can just rely on the face. We need to understand the context of the person and in particularly we are working in the scene context, in the situation of.. ",Relying on the face isn't enough; the context and situation are important too.. ,3
"we can just rely on the face. We need to understand the context of the person and in particularly we are working in the scene context, in the situation of.. ",We can't depend solely on the face; context and situations are key.. ,2
"we can just rely on the face. We need to understand the context of the person and in particularly we are working in the scene context, in the situation of.. ",The face alone is not enough; context and situation are necessary to understand.. ,1
"we can just rely on the face. We need to understand the context of the person and in particularly we are working in the scene context, in the situation of.. ","Understanding the context and scene is crucial, not just the face.. ",1
"the person. And the interesting thing of working in this type of context is that suddenly you can say much more about the emotion. So maybe with the expression, you.. ",You can suddenly say more about emotions while working in this context.. ,9
"the person. And the interesting thing of working in this type of context is that suddenly you can say much more about the emotion. So maybe with the expression, you.. ","When working in this setting, one can suddenly convey much more about emotions.. ",8
"the person. And the interesting thing of working in this type of context is that suddenly you can say much more about the emotion. So maybe with the expression, you.. ","Interestingly, in this context, it becomes possible to suddenly express more about emotions.. ",7
"the person. And the interesting thing of working in this type of context is that suddenly you can say much more about the emotion. So maybe with the expression, you.. ","Interestingly, engaging in such a context suddenly allows you to express much more about emotions.. ",6
"the person. And the interesting thing of working in this type of context is that suddenly you can say much more about the emotion. So maybe with the expression, you.. ","It is interesting that in this context, one can suddenly express significantly more about emotions.. ",5
"the person. And the interesting thing of working in this type of context is that suddenly you can say much more about the emotion. So maybe with the expression, you.. ","It’s interesting that in this context, one can suddenly express a lot more about emotions.. ",4
"the person. And the interesting thing of working in this type of context is that suddenly you can say much more about the emotion. So maybe with the expression, you.. ","Interestingly, in this context, one can suddenly share a lot more about emotions.. ",3
"the person. And the interesting thing of working in this type of context is that suddenly you can say much more about the emotion. So maybe with the expression, you.. ","In this context, it becomes suddenly possible to say more about emotions, which is interesting.. ",2
"the person. And the interesting thing of working in this type of context is that suddenly you can say much more about the emotion. So maybe with the expression, you.. ","Interestingly, in such a context, suddenly you are able to talk more about emotions.. ",1
"can say something about basic emotions, but there are some secondary emotions or social emotions that are very interesting that if you don't see the context, you cannot say anything.. ","Basic emotions are understood, but secondary or social emotions need context to be comprehended.. ",9
"can say something about basic emotions, but there are some secondary emotions or social emotions that are very interesting that if you don't see the context, you cannot say anything.. ","We can discuss basic emotions, but understanding secondary emotions requires context.. ",8
"can say something about basic emotions, but there are some secondary emotions or social emotions that are very interesting that if you don't see the context, you cannot say anything.. ","Basic emotions are clear, yet secondary ones need context for clarity.. ",7
"can say something about basic emotions, but there are some secondary emotions or social emotions that are very interesting that if you don't see the context, you cannot say anything.. ","You understand basic emotions easily, but secondary or social emotions need context.. ",6
"can say something about basic emotions, but there are some secondary emotions or social emotions that are very interesting that if you don't see the context, you cannot say anything.. ","Basic emotions are easy to understand, but secondary ones need context to discuss.. ",5
"can say something about basic emotions, but there are some secondary emotions or social emotions that are very interesting that if you don't see the context, you cannot say anything.. ","Basic emotions can be discussed, but secondary emotions need context.. ",4
"can say something about basic emotions, but there are some secondary emotions or social emotions that are very interesting that if you don't see the context, you cannot say anything.. ","Basic emotions are clear; secondary emotions, interesting, need context.. ",3
"can say something about basic emotions, but there are some secondary emotions or social emotions that are very interesting that if you don't see the context, you cannot say anything.. ","Basic emotions are simple to grasp, but secondary ones need proper context.. ",2
"can say something about basic emotions, but there are some secondary emotions or social emotions that are very interesting that if you don't see the context, you cannot say anything.. ",Basic emotions are understood well. Context is needed for secondary ones.. ,2
"can say something about basic emotions, but there are some secondary emotions or social emotions that are very interesting that if you don't see the context, you cannot say anything.. ",You need context to understand secondary emotions; basic ones are clear.. ,1
"about them. Like here, once you see the context, you might say that this person is feeling confident. When you define confidence as feeling of being certain, conviction that an.. ","It's about them. In this case, you might see that this person is confident. When you define confidence as being certain, it is a conviction.. ",1
"about them. Like here, once you see the context, you might say that this person is feeling confident. When you define confidence as feeling of being certain, conviction that an.. ","About them. Here, seeing the context, you could say this person feels confident. Confidence means feeling sure, and having conviction.. ",2
"about them. Like here, once you see the context, you might say that this person is feeling confident. When you define confidence as feeling of being certain, conviction that an.. ","About them. In this scenario, you might notice that they are confident. Confidence is the feeling of being certain and having conviction.. ",3
"about them. Like here, once you see the context, you might say that this person is feeling confident. When you define confidence as feeling of being certain, conviction that an.. ","It's about them. Here, you could say the person is confident. Confidence means feeling sure and having conviction.. ",4
"about them. Like here, once you see the context, you might say that this person is feeling confident. When you define confidence as feeling of being certain, conviction that an.. ","About them. Here, you may say this person is confident. Confidence is the feeling of certainty and conviction.. ",5
"about them. Like here, once you see the context, you might say that this person is feeling confident. When you define confidence as feeling of being certain, conviction that an.. ","About them. In this context, they might seem confident. Confidence is feeling sure and convinced.. ",6
"about them. Like here, once you see the context, you might say that this person is feeling confident. When you define confidence as feeling of being certain, conviction that an.. ","About them. Here, you might see they are confident. Confidence is the feeling of being certain and sure.. ",7
"about them. Like here, once you see the context, you might say that this person is feeling confident. When you define confidence as feeling of being certain, conviction that an.. ","It is about them. Here, you may say they feel confident. Confidence means being sure and having certainty.. ",8
"about them. Like here, once you see the context, you might say that this person is feeling confident. When you define confidence as feeling of being certain, conviction that an.. ","It is about them. Here, this person feels confident. Being confident means feeling certain.. ",9
"about them. Like here, once you see the context, you might say that this person is feeling confident. When you define confidence as feeling of being certain, conviction that an.. ","It's about them. Here, they feel confident. Confidence means being sure.. ",1
"e: outcome will be favorable, encouraged, or proud. So that's the idea of the emotion recognition in context project. So what we want to do is we want to go from.. ",The result will be positive emotions like pride and encouragement. This is the goal of the emotion recognition project. We want to progress from.. ,1
"e: outcome will be favorable, encouraged, or proud. So that's the idea of the emotion recognition in context project. So what we want to do is we want to go from.. ",The project aims for outcomes where one feels proud and encouraged. We want to move from.. ,2
"e: outcome will be favorable, encouraged, or proud. So that's the idea of the emotion recognition in context project. So what we want to do is we want to go from.. ","We aim for emotions like pride and encouragement. Our project deals with emotion recognition in context, and we want to transition from.. ",3
"e: outcome will be favorable, encouraged, or proud. So that's the idea of the emotion recognition in context project. So what we want to do is we want to go from.. ",The goal is to feel positive emotions such as pride. This sums up our emotion recognition in context project. We aim to transition from.. ,4
"e: outcome will be favorable, encouraged, or proud. So that's the idea of the emotion recognition in context project. So what we want to do is we want to go from.. ",The result will be positive emotions. This is the emotion recognition project. We want to shift from.. ,5
"e: outcome will be favorable, encouraged, or proud. So that's the idea of the emotion recognition in context project. So what we want to do is we want to go from.. ",We aim to achieve positive emotions. This is the emotion recognition project. We wish to advance from.. ,6
"e: outcome will be favorable, encouraged, or proud. So that's the idea of the emotion recognition in context project. So what we want to do is we want to go from.. ",The goal is positive emotions. The context project aims to recognize emotions. We want to move from.. ,7
"e: outcome will be favorable, encouraged, or proud. So that's the idea of the emotion recognition in context project. So what we want to do is we want to go from.. ",We aim for positive emotions. The context project recognizes emotions. We want to progress from.. ,8
"e: outcome will be favorable, encouraged, or proud. So that's the idea of the emotion recognition in context project. So what we want to do is we want to go from.. ",The goal is positive emotions. The project recognizes emotions. We aim to shift from.. ,9
"images like this one, so not just relating on the face and looking also at the context of the person, trying to recognize emotions, and for that, so this is.. ","Not just the face, the context also helps in recognizing emotions from images like this one.. ",9
"images like this one, so not just relating on the face and looking also at the context of the person, trying to recognize emotions, and for that, so this is.. ",Analyzing both the face and context helps in recognizing emotions in such images.. ,8
"images like this one, so not just relating on the face and looking also at the context of the person, trying to recognize emotions, and for that, so this is.. ","To recognize emotions, we look at the face and context in images like this.. ",7
"images like this one, so not just relating on the face and looking also at the context of the person, trying to recognize emotions, and for that, so this is.. ",Recognizing emotions involves analyzing both the facial expressions and context in such images.. ,6
"images like this one, so not just relating on the face and looking also at the context of the person, trying to recognize emotions, and for that, so this is.. ","To recognize emotions, we evaluate both facial expressions and the surrounding context in such images.. ",5
"images like this one, so not just relating on the face and looking also at the context of the person, trying to recognize emotions, and for that, so this is.. ",Emotion recognition in images like this involves understanding facial expressions and context.. ,4
"images like this one, so not just relating on the face and looking also at the context of the person, trying to recognize emotions, and for that, so this is.. ",Recognizing emotions in images means looking at faces and their context.. ,3
"images like this one, so not just relating on the face and looking also at the context of the person, trying to recognize emotions, and for that, so this is.. ","In images, emotion recognition requires examining the face and context.. ",2
"images like this one, so not just relating on the face and looking also at the context of the person, trying to recognize emotions, and for that, so this is.. ","To recognize emotions, facial expressions and context matter in images.. ",1
"images like this one, so not just relating on the face and looking also at the context of the person, trying to recognize emotions, and for that, so this is.. ",Emotion recognition in images looks at both faces and context.. ,1
"a computer vision project. We know that in computer vision nowadays what is working best is deep learning models. So our idea was, okay, let's try to model this problem.. ",A computer vision project using deep learning models to solve problems.. ,9
"a computer vision project. We know that in computer vision nowadays what is working best is deep learning models. So our idea was, okay, let's try to model this problem.. ",We decided to use deep learning in our computer vision project.. ,8
"a computer vision project. We know that in computer vision nowadays what is working best is deep learning models. So our idea was, okay, let's try to model this problem.. ",Our computer vision project uses deep learning models.. ,7
"a computer vision project. We know that in computer vision nowadays what is working best is deep learning models. So our idea was, okay, let's try to model this problem.. ","Deep learning models work best in computer vision, so we'll use them for our project.. ",6
"a computer vision project. We know that in computer vision nowadays what is working best is deep learning models. So our idea was, okay, let's try to model this problem.. ","Deep learning is best for computer vision, so it's ideal for our project.. ",5
"a computer vision project. We know that in computer vision nowadays what is working best is deep learning models. So our idea was, okay, let's try to model this problem.. ",Deep learning performs well in computer vision; we’ll apply it to our project.. ,4
"a computer vision project. We know that in computer vision nowadays what is working best is deep learning models. So our idea was, okay, let's try to model this problem.. ","We know that deep learning works well in computer vision, and we want to apply it to our project.. ",3
"a computer vision project. We know that in computer vision nowadays what is working best is deep learning models. So our idea was, okay, let's try to model this problem.. ","Because deep learning models excel in computer vision, our approach is to model our problem using them.. ",2
"a computer vision project. We know that in computer vision nowadays what is working best is deep learning models. So our idea was, okay, let's try to model this problem.. ","Since deep learning models are the best in modern computer vision, we will attempt to address our project challenge by modeling the problem with them.. ",1
"using deep learning. So first challenge that we faced, we didn't have any training data, of course, because as we said before, usually all the research on emotion recognition from.. ","By utilizing deep learning, we encountered our first challenge, which was the lack of training data, as previously mentioned, emotion recognition studies typically do not have training data.. ",1
"images was focused on the face, so we didn't have any data set where we could see people in their context. So we were collecting a lot of images. Some.. ","The images were focused on faces, lacking context data. We collected many images.. ",6
"images was focused on the face, so we didn't have any data set where we could see people in their context. So we were collecting a lot of images. Some.. ","Our dataset had images focused on faces, without context. We gathered more images.. ",5
"images was focused on the face, so we didn't have any data set where we could see people in their context. So we were collecting a lot of images. Some.. ","We had facial images and no contextual data, so we gathered more pictures.. ",4
"images was focused on the face, so we didn't have any data set where we could see people in their context. So we were collecting a lot of images. Some.. ","Our images only showed faces, no context. We then collected more images.. ",3
"images was focused on the face, so we didn't have any data set where we could see people in their context. So we were collecting a lot of images. Some.. ","Since our images had no context, we collected more.. ",2
"images was focused on the face, so we didn't have any data set where we could see people in their context. So we were collecting a lot of images. Some.. ","Lacking contextual data in face images, we collected more images.. ",1
"images was focused on the face, so we didn't have any data set where we could see people in their context. So we were collecting a lot of images. Some.. ","Face-focused images lacked context, prompting us to gather more data.. ",1
"images was focused on the face, so we didn't have any data set where we could see people in their context. So we were collecting a lot of images. Some.. ","Our data set showed only faces, so we collected images with context.. ",5
"images was focused on the face, so we didn't have any data set where we could see people in their context. So we were collecting a lot of images. Some.. ","We had only face images. So, we collected contextual images.. ",6
"images was focused on the face, so we didn't have any data set where we could see people in their context. So we were collecting a lot of images. Some.. ","The images focused on faces, and missed context. Thus, more images collected.. ",2
"Of them, some were manually downloaded from search engines like Google, and other images came from public data sets already labeled with the bounding box of the person.. ",Some were manually downloaded and others from labeled public data sets.. ,9
"Of them, some were manually downloaded from search engines like Google, and other images came from public data sets already labeled with the bounding box of the person.. ",Some images were downloaded while others came from labeled data sets.. ,8
"Of them, some were manually downloaded from search engines like Google, and other images came from public data sets already labeled with the bounding box of the person.. ",Images were downloaded manually and taken from labeled public data sets.. ,7
"Of them, some were manually downloaded from search engines like Google, and other images came from public data sets already labeled with the bounding box of the person.. ","They manually downloaded some images, others were from labeled public data sets.. ",6
"Of them, some were manually downloaded from search engines like Google, and other images came from public data sets already labeled with the bounding box of the person.. ","Some images came from manual downloads, others from labeled data sets.. ",5
"Of them, some were manually downloaded from search engines like Google, and other images came from public data sets already labeled with the bounding box of the person.. ",Some were downloaded and others were from already labeled data sets.. ,4
"Of them, some were manually downloaded from search engines like Google, and other images came from public data sets already labeled with the bounding box of the person.. ","Some were manually downloaded, others were from labeled data sets.. ",3
"Of them, some were manually downloaded from search engines like Google, and other images came from public data sets already labeled with the bounding box of the person.. ","Some were downloaded manually, others were from labeled public sets.. ",2
"Of them, some were manually downloaded from search engines like Google, and other images came from public data sets already labeled with the bounding box of the person.. ","Some were downloaded, others came from labeled data sets.. ",1
"the images we collected are images like the ones that you see here, so people doing different things in very different situations. And what we did is we created annotation.. ","We gathered pictures similar to these, showing various activities in different contexts. We then added annotations.. ",9
"the images we collected are images like the ones that you see here, so people doing different things in very different situations. And what we did is we created annotation.. ","We collected these images, depicting diverse actions in varied scenarios, and added labels.. ",8
"the images we collected are images like the ones that you see here, so people doing different things in very different situations. And what we did is we created annotation.. ",We collected images showing various activities in diverse situations and annotated them.. ,7
"the images we collected are images like the ones that you see here, so people doing different things in very different situations. And what we did is we created annotation.. ",We collected images similar to these. They show people doing various activities. We then annotated them.. ,6
"the images we collected are images like the ones that you see here, so people doing different things in very different situations. And what we did is we created annotation.. ",We collected various images like these and added annotations.. ,5
"the images we collected are images like the ones that you see here, so people doing different things in very different situations. And what we did is we created annotation.. ","We collected images showing people doing various activities, then annotated them.. ",4
"the images we collected are images like the ones that you see here, so people doing different things in very different situations. And what we did is we created annotation.. ","We gathered images like these, showing different activities. We annotated them.. ",3
"the images we collected are images like the ones that you see here, so people doing different things in very different situations. And what we did is we created annotation.. ",We gathered images like these and annotated them.. ,2
"the images we collected are images like the ones that you see here, so people doing different things in very different situations. And what we did is we created annotation.. ",We collected similar images and annotated them.. ,1
"the images we collected are images like the ones that you see here, so people doing different things in very different situations. And what we did is we created annotation.. ",We gathered images and annotated them.. ,1
interfaces like this one that I'm showing you here. So where we asked annotators to label what emotion category they thought this person was expressing in this specific situation. We.. ,We asked annotators to label emotions in interfaces like this. (Original sentence FRE in range 50-60.).. ,5
had two different interfaces. This is the one of emotion categories. And we have another one for continuous dimensions. So there are different ways of representing emotions in a machine.. ,Emotions in machines can be represented by categories or continuous dimensions using two different interfaces.. ,9
had two different interfaces. This is the one of emotion categories. And we have another one for continuous dimensions. So there are different ways of representing emotions in a machine.. ,"Emotions are shown in machines through categories and dimensions, using two interfaces.. ",8
had two different interfaces. This is the one of emotion categories. And we have another one for continuous dimensions. So there are different ways of representing emotions in a machine.. ,Machines show emotions using both category-based and dimension-based interfaces.. ,7
had two different interfaces. This is the one of emotion categories. And we have another one for continuous dimensions. So there are different ways of representing emotions in a machine.. ,There are two interfaces in emotions for machines: categories and continuous dimensions.. ,6
had two different interfaces. This is the one of emotion categories. And we have another one for continuous dimensions. So there are different ways of representing emotions in a machine.. ,Machines can use categories and continuous dimensions to represent emotions.. ,5
had two different interfaces. This is the one of emotion categories. And we have another one for continuous dimensions. So there are different ways of representing emotions in a machine.. ,Machines represent emotions through categories or continuous dimensions.. ,4
had two different interfaces. This is the one of emotion categories. And we have another one for continuous dimensions. So there are different ways of representing emotions in a machine.. ,Interfaces use categories and dimensions to show emotions in machines.. ,3
had two different interfaces. This is the one of emotion categories. And we have another one for continuous dimensions. So there are different ways of representing emotions in a machine.. ,Emotions in machines have interfaces for categories and dimensions.. ,2
had two different interfaces. This is the one of emotion categories. And we have another one for continuous dimensions. So there are different ways of representing emotions in a machine.. ,Machines have interfaces for emotion categories and continuous dimensions.. ,1
had two different interfaces. This is the one of emotion categories. And we have another one for continuous dimensions. So there are different ways of representing emotions in a machine.. ,Emotion in machines is represented through category and continuous dimension interfaces.. ,1
Categories is one of the most common and emotional dimensions is the other one. Maybe it's less popular. But the idea of the continuous dimensions is to label according to.. ,Category and emotional dimensions are common. The concept of continuous dimensions pertains to labeling.. ,9
Categories is one of the most common and emotional dimensions is the other one. Maybe it's less popular. But the idea of the continuous dimensions is to label according to.. ,Common categories and emotional dimensions may be labeled differently.. ,8
Categories is one of the most common and emotional dimensions is the other one. Maybe it's less popular. But the idea of the continuous dimensions is to label according to.. ,Categories and emotional dimensions often serve different labeling ideas.. ,7
Categories is one of the most common and emotional dimensions is the other one. Maybe it's less popular. But the idea of the continuous dimensions is to label according to.. ,"Categories and emotions are common, but continuous dimensions are used for labeling.. ",6
Categories is one of the most common and emotional dimensions is the other one. Maybe it's less popular. But the idea of the continuous dimensions is to label according to.. ,Common categories and less popular emotional dimensions are labeled by continuous dimensions.. ,5
Categories is one of the most common and emotional dimensions is the other one. Maybe it's less popular. But the idea of the continuous dimensions is to label according to.. ,"Categories are common, emotional dimensions less so, but labeling uses continuous dimensions.. ",4
Categories is one of the most common and emotional dimensions is the other one. Maybe it's less popular. But the idea of the continuous dimensions is to label according to.. ,"Emotional dimensions are less common, but continuous dimensions are used for labeling categories.. ",3
Categories is one of the most common and emotional dimensions is the other one. Maybe it's less popular. But the idea of the continuous dimensions is to label according to.. ,Categories and emotional dimensions differ in popularity; continuous dimensions help in labeling.. ,2
Categories is one of the most common and emotional dimensions is the other one. Maybe it's less popular. But the idea of the continuous dimensions is to label according to.. ,"Categories, common in use, and emotional dimensions, being less popular, are labeled using continuous dimensions.. ",1
"valence, which is is a dimension that just measures whether someone is feeling something positive or something negative. A rousal is measuring whether someone is in calm or very ready.. ",Valence measures positive or negative feelings; arousal measures calmness or readiness.. ,9
"To act, very agitated. And then dominance that is measuring whether someone is feeling dominated by the situation or the opposite is that someone is feeling in control of the.. ",Acting agitated measures if one feels dominated or in control.. ,9
"To act, very agitated. And then dominance that is measuring whether someone is feeling dominated by the situation or the opposite is that someone is feeling in control of the.. ",Agitation reveals dominance feelings and control or lack thereof.. ,8
"To act, very agitated. And then dominance that is measuring whether someone is feeling dominated by the situation or the opposite is that someone is feeling in control of the.. ",Feeling agitated may indicate whether someone feels dominated or in control.. ,7
"To act, very agitated. And then dominance that is measuring whether someone is feeling dominated by the situation or the opposite is that someone is feeling in control of the.. ",Agitation can measure if a person feels dominated or in control of a situation.. ,6
"To act, very agitated. And then dominance that is measuring whether someone is feeling dominated by the situation or the opposite is that someone is feeling in control of the.. ","If someone acts agitated, it might show if they feel controlled or dominant.. ",5
"To act, very agitated. And then dominance that is measuring whether someone is feeling dominated by the situation or the opposite is that someone is feeling in control of the.. ",Acting agitated can indicate a person’s feelings of dominance or control.. ,4
